,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,,,,,,County Jurisdiction,"JULIÁN CASTRO
(DEM) ",,"MICHAEL A. ELLINGER
(DEM) ",,,"ELIZABETH WARREN
(DEM) ",,"MARIANNE WILLIAMSON
(DEM) ",,,"ANDREW YANG
(DEM) ",,"ROQUE ""ROCKY"" DE LA FUENTE III
(DEM) ",,"JOHN K. DELANEY
(DEM) ",,"AMY KLOBUCHAR
(DEM) ",,"BERNIE SANDERS
(DEM) ",,"JOE SESTAK
(DEM) ",,"TOM STEYER
(DEM) ",,"DEVAL PATRICK
(DEM) ",,"MICHAEL BENNET
(DEM) ",,"MICHAEL R. BLOOMBERG
(DEM) ",,"MOSIE BOYD
(DEM) ",,"CORY BOOKER
(DEM) ",,"PETE BUTTIGIEG
(DEM) ",,"JOSEPH R. BIDEN
(DEM) ",,"TULSI GABBARD
(DEM) ",,"MARK STEWART GREENSTEIN
(DEM) ",,"Write-in
 ",,Total Votes
C31S23A40E1B2CUHRC21074,0,0,,0,0,C31S23A40E1B2CUHRC21074,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E1B2CUHRC21075,339,"1,298",,4,0,C31S23A40E1B2CUHRC21075,1,0.30%,0,,0.00%,47,14.03%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,3,0.90%,127,37.91%,1,0.30%,6,1.79%,0,0.00%,0,0.00%,25,7.46%,0,0.00%,1,0.30%,16,4.78%,108,32.24%,0,0.00%,0,0.00%,0,0.00%,335
C31S23A40E1B2CUHRC21076,321,"1,619",,8,0,C31S23A40E1B2CUHRC21076,5,1.60%,0,,0.00%,31,9.90%,0,,0.00%,0,0.00%,1,0.32%,1,0.32%,2,0.64%,131,41.85%,0,0.00%,10,3.19%,0,0.00%,1,0.32%,35,11.18%,0,0.00%,0,0.00%,9,2.88%,86,27.48%,1,0.32%,0,0.00%,0,0.00%,313
C31S23A40E1B2CUHRC21077,369,"1,804",,6,1,C31S23A40E1B2CUHRC21077,0,0.00%,0,,0.00%,17,4.70%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,4,1.10%,141,38.95%,0,0.00%,5,1.38%,0,0.00%,0,0.00%,48,13.26%,0,0.00%,0,0.00%,13,3.59%,131,36.19%,3,0.83%,0,0.00%,0,0.00%,362
C31S23A40E1B2CUHRC21078,0,1,,0,0,C31S23A40E1B2CUHRC21078,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E1B2CUHRC41079,0,0,,0,0,C31S23A40E1B2CUHRC41079,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E1B2CUHRC41080,0,0,,0,0,C31S23A40E1B2CUHRC41080,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E1B2CUHRC41081,0,0,,0,0,C31S23A40E1B2CUHRC41081,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E1B2CUHRC41082,0,0,,0,0,C31S23A40E1B2CUHRC41082,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E1B2CUHRC41083,0,0,,0,0,C31S23A40E1B2CUHRC41083,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E1B2FNURC41084,4,40,,****,****,C31S23A40E1B2FNURC41084,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C31S23A40E1B2SBUSB51085,0,0,,0,0,C31S23A40E1B2SBUSB51085,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E1B2UPURC11086,8,41,,0,0,C31S23A40E1B2UPURC11086,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,1,12.50%,0,0.00%,0,0.00%,0,0.00%,3,37.50%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,4,50.00%,0,0.00%,0,0.00%,0,0.00%,8
C31S23A40E1B5SBUSB51087,296,"1,542",,6,0,C31S23A40E1B5SBUSB51087,1,0.34%,0,,0.00%,29,10.00%,1,,0.34%,1,0.34%,0,0.00%,0,0.00%,4,1.38%,104,35.86%,0,0.00%,5,1.72%,0,0.00%,0,0.00%,32,11.03%,0,0.00%,0,0.00%,4,1.38%,106,36.55%,2,0.69%,1,0.34%,0,0.00%,290
C31S23A40E1B5SBUSB51088,309,"1,588",,7,1,C31S23A40E1B5SBUSB51088,0,0.00%,0,,0.00%,20,6.64%,0,,0.00%,1,0.33%,0,0.00%,0,0.00%,3,1.00%,118,39.20%,0,0.00%,11,3.65%,0,0.00%,1,0.33%,34,11.30%,0,0.00%,0,0.00%,8,2.66%,104,34.55%,1,0.33%,0,0.00%,0,0.00%,301
C31S23A40E1B5SBUSB51089,358,"1,582",,5,0,C31S23A40E1B5SBUSB51089,3,0.85%,0,,0.00%,21,5.95%,0,,0.00%,2,0.57%,2,0.57%,0,0.00%,2,0.57%,156,44.19%,0,0.00%,8,2.27%,0,0.00%,0,0.00%,33,9.35%,0,0.00%,1,0.28%,7,1.98%,116,32.86%,2,0.57%,0,0.00%,0,0.00%,353
C31S23A40E1B5SBUSB51090,285,"1,719",,6,0,C31S23A40E1B5SBUSB51090,1,0.36%,0,,0.00%,18,6.45%,0,,0.00%,2,0.72%,0,0.00%,1,0.36%,2,0.72%,121,43.37%,0,0.00%,8,2.87%,0,0.00%,2,0.72%,22,7.89%,0,0.00%,0,0.00%,12,4.30%,81,29.03%,8,2.87%,1,0.36%,0,0.00%,279
C31S23A40E4B3CJULOM1091,253,816,,7,0,C31S23A40E4B3CJULOM1091,0,0.00%,0,,0.00%,23,9.35%,0,,0.00%,3,1.22%,0,0.00%,0,0.00%,4,1.63%,71,28.86%,0,0.00%,10,4.07%,0,0.00%,0,0.00%,34,13.82%,0,0.00%,0,0.00%,9,3.66%,89,36.18%,2,0.81%,1,0.41%,0,0.00%,246
C31S23A40E4B3CJULOM1092,8,20,,0,0,C31S23A40E4B3CJULOM1092,0,0.00%,0,,0.00%,1,12.50%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,4,50.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,3,37.50%,0,0.00%,0,0.00%,0,0.00%,8
C31S23A40E4B3CJULOM1093,0,0,,0,0,C31S23A40E4B3CJULOM1093,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E4B3CJUSB31094,113,585,,2,0,C31S23A40E4B3CJUSB31094,1,0.90%,1,,0.90%,5,4.50%,0,,0.00%,1,0.90%,0,0.00%,0,0.00%,0,0.00%,45,40.54%,0,0.00%,4,3.60%,0,0.00%,0,0.00%,14,12.61%,0,0.00%,2,1.80%,0,0.00%,34,30.63%,2,1.80%,2,1.80%,0,0.00%,111
C31S23A40E4B3RDULOM1095,405,"2,317",,6,0,C31S23A40E4B3RDULOM1095,1,0.25%,0,,0.00%,39,9.77%,2,,0.50%,6,1.50%,1,0.25%,1,0.25%,6,1.50%,191,47.87%,1,0.25%,10,2.51%,0,0.00%,0,0.00%,31,7.77%,0,0.00%,0,0.00%,13,3.26%,97,24.31%,0,0.00%,0,0.00%,0,0.00%,399
C31S23A40E4B3RDULOM1096,357,"1,952",,3,0,C31S23A40E4B3RDULOM1096,0,0.00%,0,,0.00%,38,10.73%,0,,0.00%,1,0.28%,0,0.00%,0,0.00%,8,2.26%,158,44.63%,0,0.00%,2,0.56%,0,0.00%,0,0.00%,33,9.32%,0,0.00%,0,0.00%,11,3.11%,98,27.68%,4,1.13%,1,0.28%,0,0.00%,354
C31S23A40E4B3RDULOM1097,100,505,,3,0,C31S23A40E4B3RDULOM1097,0,0.00%,0,,0.00%,12,12.37%,0,,0.00%,2,2.06%,0,0.00%,0,0.00%,0,0.00%,41,42.27%,0,0.00%,3,3.09%,0,0.00%,0,0.00%,7,7.22%,0,0.00%,0,0.00%,1,1.03%,31,31.96%,0,0.00%,0,0.00%,0,0.00%,97
C31S23A40E4B3RDULOM1098,324,"1,589",,7,0,C31S23A40E4B3RDULOM1098,1,0.32%,0,,0.00%,45,14.20%,1,,0.32%,1,0.32%,0,0.00%,1,0.32%,5,1.58%,113,35.65%,0,0.00%,4,1.26%,0,0.00%,0,0.00%,43,13.56%,0,0.00%,0,0.00%,10,3.15%,91,28.71%,1,0.32%,1,0.32%,0,0.00%,317
C31S23A40E4B3RDULOM1099,69,249,,2,0,C31S23A40E4B3RDULOM1099,0,0.00%,0,,0.00%,11,16.42%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,1,1.49%,25,37.31%,0,0.00%,1,1.49%,0,0.00%,0,0.00%,3,4.48%,0,0.00%,0,0.00%,3,4.48%,23,34.33%,0,0.00%,0,0.00%,0,0.00%,67
C31S23A40E4B3RDULOM1100,370,"1,860",,14,0,C31S23A40E4B3RDULOM1100,0,0.00%,0,,0.00%,38,10.67%,0,,0.00%,4,1.12%,0,0.00%,0,0.00%,4,1.12%,113,31.74%,0,0.00%,7,1.97%,0,0.00%,0,0.00%,40,11.24%,0,0.00%,0,0.00%,7,1.97%,141,39.61%,2,0.56%,0,0.00%,0,0.00%,356
C31S23A40E4B3RDULOM1101,328,"1,759",,7,0,C31S23A40E4B3RDULOM1101,0,0.00%,1,,0.31%,51,15.89%,0,,0.00%,6,1.87%,0,0.00%,0,0.00%,14,4.36%,107,33.33%,0,0.00%,3,0.93%,0,0.00%,1,0.31%,30,9.35%,0,0.00%,1,0.31%,11,3.43%,92,28.66%,4,1.25%,0,0.00%,0,0.00%,321
C31S23A40E4B3RDULOM1102,39,229,,0,0,C31S23A40E4B3RDULOM1102,0,0.00%,0,,0.00%,7,17.95%,0,,0.00%,1,2.56%,0,0.00%,0,0.00%,0,0.00%,9,23.08%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,6,15.38%,0,0.00%,0,0.00%,5,12.82%,11,28.21%,0,0.00%,0,0.00%,0,0.00%,39
C31S23A40E4B3RDURE11103,451,"1,784",,4,0,C31S23A40E4B3RDURE11103,0,0.00%,0,,0.00%,71,15.88%,1,,0.22%,2,0.45%,0,0.00%,0,0.00%,4,0.89%,217,48.55%,0,0.00%,6,1.34%,0,0.00%,0,0.00%,25,5.59%,0,0.00%,0,0.00%,11,2.46%,107,23.94%,3,0.67%,0,0.00%,0,0.00%,447
C31S23A40E4B3RDURE11104,271,"1,076",,6,0,C31S23A40E4B3RDURE11104,0,0.00%,1,,0.38%,29,10.94%,0,,0.00%,1,0.38%,0,0.00%,0,0.00%,2,0.75%,129,48.68%,0,0.00%,11,4.15%,0,0.00%,0,0.00%,26,9.81%,0,0.00%,1,0.38%,12,4.53%,52,19.62%,0,0.00%,1,0.38%,0,0.00%,265
C31S23A40E4B3RDURE21105,357,"1,619",,11,0,C31S23A40E4B3RDURE21105,1,0.29%,0,,0.00%,21,6.07%,0,,0.00%,3,0.87%,3,0.87%,0,0.00%,6,1.73%,156,45.09%,0,0.00%,11,3.18%,0,0.00%,1,0.29%,41,11.85%,0,0.00%,0,0.00%,8,2.31%,93,26.88%,0,0.00%,2,0.58%,0,0.00%,346
C31S23A40E4B3RDURE21106,301,"1,176",,5,1,C31S23A40E4B3RDURE21106,0,0.00%,0,,0.00%,24,8.14%,0,,0.00%,4,1.36%,0,0.00%,0,0.00%,1,0.34%,118,40.00%,1,0.34%,7,2.37%,0,0.00%,1,0.34%,46,15.59%,0,0.00%,1,0.34%,11,3.73%,79,26.78%,1,0.34%,1,0.34%,0,0.00%,295
C31S23A40E4B3RDURE31107,474,"1,845",,11,0,C31S23A40E4B3RDURE31107,0,0.00%,1,,0.22%,53,11.45%,0,,0.00%,0,0.00%,1,0.22%,0,0.00%,19,4.10%,137,29.59%,0,0.00%,13,2.81%,0,0.00%,0,0.00%,35,7.56%,0,0.00%,0,0.00%,18,3.89%,178,38.44%,8,1.73%,0,0.00%,0,0.00%,463
C31S23A40E4B3RDURE41108,268,"1,133",,4,0,C31S23A40E4B3RDURE41108,0,0.00%,0,,0.00%,24,9.09%,0,,0.00%,2,0.76%,0,0.00%,0,0.00%,4,1.52%,100,37.88%,0,0.00%,7,2.65%,0,0.00%,2,0.76%,34,12.88%,0,0.00%,0,0.00%,6,2.27%,84,31.82%,1,0.38%,0,0.00%,0,0.00%,264
C31S23A40E4B3RDURE21109,232,"1,079",,10,0,C31S23A40E4B3RDURE21109,1,0.45%,0,,0.00%,22,9.91%,0,,0.00%,2,0.90%,1,0.45%,0,0.00%,1,0.45%,93,41.89%,0,0.00%,7,3.15%,0,0.00%,1,0.45%,29,13.06%,0,0.00%,0,0.00%,5,2.25%,58,26.13%,2,0.90%,0,0.00%,0,0.00%,222
C31S23A40E4B3RDURE21110,221,984,,7,0,C31S23A40E4B3RDURE21110,0,0.00%,0,,0.00%,7,3.27%,1,,0.47%,4,1.87%,0,0.00%,0,0.00%,3,1.40%,104,48.60%,0,0.00%,10,4.67%,0,0.00%,2,0.93%,20,9.35%,0,0.00%,0,0.00%,4,1.87%,58,27.10%,1,0.47%,0,0.00%,0,0.00%,214
C31S23A40E4B3RDURE41111,305,"1,283",,9,0,C31S23A40E4B3RDURE41111,0,0.00%,1,,0.34%,34,11.49%,0,,0.00%,1,0.34%,0,0.00%,1,0.34%,6,2.03%,83,28.04%,1,0.34%,8,2.70%,0,0.00%,0,0.00%,38,12.84%,0,0.00%,0,0.00%,15,5.07%,106,35.81%,1,0.34%,1,0.34%,0,0.00%,296
C31S23A40E4B3RDURE31112,434,"1,773",,3,1,C31S23A40E4B3RDURE31112,2,0.47%,0,,0.00%,54,12.56%,0,,0.00%,3,0.70%,1,0.23%,1,0.23%,6,1.40%,150,34.88%,0,0.00%,14,3.26%,1,0.23%,1,0.23%,42,9.77%,0,0.00%,0,0.00%,16,3.72%,132,30.70%,7,1.63%,0,0.00%,0,0.00%,430
C31S23A40E4B3RDURE41113,566,"1,698",,11,0,C31S23A40E4B3RDURE41113,1,0.18%,0,,0.00%,79,14.23%,0,,0.00%,1,0.18%,0,0.00%,0,0.00%,9,1.62%,271,48.83%,0,0.00%,8,1.44%,0,0.00%,0,0.00%,30,5.41%,0,0.00%,0,0.00%,20,3.60%,132,23.78%,3,0.54%,1,0.18%,0,0.00%,555
C31S23A40E4B3RDURE41114,17,89,,1,0,C31S23A40E4B3RDURE41114,0,0.00%,0,,0.00%,5,31.25%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,8,50.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,3,18.75%,0,0.00%,0,0.00%,0,0.00%,16
C31S23A40E4B3RDURE31115,373,"1,542",,16,0,C31S23A40E4B3RDURE31115,0,0.00%,0,,0.00%,49,13.73%,1,,0.28%,0,0.00%,0,0.00%,0,0.00%,10,2.80%,114,31.93%,0,0.00%,7,1.96%,0,0.00%,0,0.00%,41,11.48%,0,0.00%,2,0.56%,14,3.92%,114,31.93%,5,1.40%,0,0.00%,0,0.00%,357
C31S23A40E4B3RDURE31116,275,"1,027",,5,0,C31S23A40E4B3RDURE31116,0,0.00%,0,,0.00%,35,12.96%,0,,0.00%,1,0.37%,0,0.00%,0,0.00%,14,5.19%,56,20.74%,0,0.00%,4,1.48%,0,0.00%,0,0.00%,34,12.59%,0,0.00%,1,0.37%,15,5.56%,104,38.52%,6,2.22%,0,0.00%,0,0.00%,270
C31S23A40E4B3RDURE31117,225,960,,4,0,C31S23A40E4B3RDURE31117,0,0.00%,0,,0.00%,27,12.22%,0,,0.00%,6,2.71%,0,0.00%,0,0.00%,18,8.14%,40,18.10%,1,0.45%,0,0.00%,0,0.00%,1,0.45%,30,13.57%,0,0.00%,0,0.00%,7,3.17%,86,38.91%,5,2.26%,0,0.00%,0,0.00%,221
C31S23A40E4B3RDURE41118,299,"1,140",,9,0,C31S23A40E4B3RDURE41118,1,0.34%,0,,0.00%,44,15.17%,0,,0.00%,3,1.03%,3,1.03%,0,0.00%,3,1.03%,86,29.66%,0,0.00%,8,2.76%,0,0.00%,0,0.00%,32,11.03%,0,0.00%,0,0.00%,19,6.55%,87,30.00%,3,1.03%,1,0.34%,0,0.00%,290
C31S23A40E4B3RDURE21119,48,213,,1,0,C31S23A40E4B3RDURE21119,1,2.13%,0,,0.00%,6,12.77%,0,,0.00%,0,0.00%,0,0.00%,1,2.13%,1,2.13%,21,44.68%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,5,10.64%,0,0.00%,0,0.00%,2,4.26%,10,21.28%,0,0.00%,0,0.00%,0,0.00%,47
C31S23A40E4B3RDURE51120,552,"1,663",,15,0,C31S23A40E4B3RDURE51120,0,0.00%,0,,0.00%,99,18.44%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,14,2.61%,170,31.66%,0,0.00%,7,1.30%,0,0.00%,1,0.19%,46,8.57%,0,0.00%,1,0.19%,30,5.59%,164,30.54%,5,0.93%,0,0.00%,0,0.00%,537
C31S23A40E4B3RDURE11121,501,"1,475",,9,0,C31S23A40E4B3RDURE11121,0,0.00%,0,,0.00%,90,18.29%,0,,0.00%,2,0.41%,0,0.00%,0,0.00%,14,2.85%,176,35.77%,0,0.00%,7,1.42%,0,0.00%,0,0.00%,46,9.35%,0,0.00%,0,0.00%,24,4.88%,129,26.22%,4,0.81%,0,0.00%,0,0.00%,492
C31S23A40E4B3RDURE11122,609,"2,139",,17,0,C31S23A40E4B3RDURE11122,0,0.00%,1,,0.17%,86,14.53%,1,,0.17%,3,0.51%,0,0.00%,0,0.00%,15,2.53%,223,37.67%,0,0.00%,4,0.68%,1,0.17%,0,0.00%,33,5.57%,0,0.00%,1,0.17%,19,3.21%,202,34.12%,3,0.51%,0,0.00%,0,0.00%,592
C31S23A40E4B3RDURE51123,26,165,,1,0,C31S23A40E4B3RDURE51123,0,0.00%,0,,0.00%,3,12.00%,0,,0.00%,1,4.00%,0,0.00%,0,0.00%,0,0.00%,5,20.00%,0,0.00%,1,4.00%,0,0.00%,0,0.00%,1,4.00%,0,0.00%,0,0.00%,2,8.00%,12,48.00%,0,0.00%,0,0.00%,0,0.00%,25
C31S23A40E4B3RDURE51124,594,"2,080",,18,0,C31S23A40E4B3RDURE51124,0,0.00%,0,,0.00%,104,18.06%,1,,0.17%,0,0.00%,1,0.17%,0,0.00%,19,3.30%,157,27.26%,0,0.00%,8,1.39%,1,0.17%,0,0.00%,75,13.02%,0,0.00%,2,0.35%,30,5.21%,172,29.86%,6,1.04%,0,0.00%,0,0.00%,576
C31S23A40E4B3RDURE51125,262,998,,7,0,C31S23A40E4B3RDURE51125,1,0.39%,0,,0.00%,35,13.73%,1,,0.39%,0,0.00%,0,0.00%,0,0.00%,9,3.53%,58,22.75%,0,0.00%,3,1.18%,0,0.00%,0,0.00%,33,12.94%,0,0.00%,0,0.00%,16,6.27%,94,36.86%,4,1.57%,1,0.39%,0,0.00%,255
C31S23A40E4B3RDURE51126,406,"1,572",,6,0,C31S23A40E4B3RDURE51126,0,0.00%,1,,0.25%,63,15.75%,1,,0.25%,2,0.50%,0,0.00%,0,0.00%,11,2.75%,87,21.75%,0,0.00%,7,1.75%,0,0.00%,0,0.00%,52,13.00%,0,0.00%,0,0.00%,22,5.50%,151,37.75%,3,0.75%,0,0.00%,0,0.00%,400
C31S23A40E4B3RDURE31127,312,"1,245",,4,0,C31S23A40E4B3RDURE31127,0,0.00%,0,,0.00%,36,11.69%,0,,0.00%,3,0.97%,0,0.00%,0,0.00%,9,2.92%,63,20.45%,0,0.00%,6,1.95%,0,0.00%,0,0.00%,55,17.86%,0,0.00%,0,0.00%,14,4.55%,120,38.96%,2,0.65%,0,0.00%,0,0.00%,308
C31S23A40E4B3RDURE51128,135,608,,4,0,C31S23A40E4B3RDURE51128,0,0.00%,0,,0.00%,15,11.45%,0,,0.00%,1,0.76%,0,0.00%,0,0.00%,5,3.82%,37,28.24%,0,0.00%,1,0.76%,0,0.00%,0,0.00%,16,12.21%,0,0.00%,0,0.00%,6,4.58%,50,38.17%,0,0.00%,0,0.00%,0,0.00%,131
C31S23A40E4B3RDURE51129,273,"1,278",,11,0,C31S23A40E4B3RDURE51129,0,0.00%,0,,0.00%,40,15.27%,1,,0.38%,0,0.00%,0,0.00%,0,0.00%,9,3.44%,70,26.72%,0,0.00%,7,2.67%,0,0.00%,0,0.00%,36,13.74%,0,0.00%,0,0.00%,12,4.58%,84,32.06%,3,1.15%,0,0.00%,0,0.00%,262
C31S23A40E4B3RDURE31130,0,0,,0,0,C31S23A40E4B3RDURE31130,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E4B3RDURE31131,15,68,,0,0,C31S23A40E4B3RDURE31131,0,0.00%,0,,0.00%,3,20.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,2,13.33%,0,0.00%,0,0.00%,5,33.33%,0,0.00%,0,0.00%,1,6.67%,4,26.67%,0,0.00%,0,0.00%,0,0.00%,15
C31S23A40E4B3RDURE31132,0,0,,0,0,C31S23A40E4B3RDURE31132,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E4B3RDURE31133,0,0,,0,0,C31S23A40E4B3RDURE31133,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E4B3RDURE31134,0,0,,0,0,C31S23A40E4B3RDURE31134,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E4B3RDURE31135,0,0,,0,0,C31S23A40E4B3RDURE31135,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E4B3RDURE31136,0,0,,0,0,C31S23A40E4B3RDURE31136,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E4B3RDURE31137,0,0,,0,0,C31S23A40E4B3RDURE31137,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E4B3RDURE11138,0,0,,0,0,C31S23A40E4B3RDURE11138,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E4B3RDURE11139,0,0,,0,0,C31S23A40E4B3RDURE11139,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E4B3RDURE11140,3,6,,****,****,C31S23A40E4B3RDURE11140,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C31S23A40E4B3RDUSB41141,0,0,,0,0,C31S23A40E4B3RDUSB41141,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E4B3RDUSB41142,0,0,,0,0,C31S23A40E4B3RDUSB41142,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E4B3RDUUNI1143,1,2,,****,****,C31S23A40E4B3RDUUNI1143,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C31S23A40E4B3RDUUNI1144,0,3,,0,0,C31S23A40E4B3RDUUNI1144,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E4B3RDUUNI1145,8,52,,0,0,C31S23A40E4B3RDUUNI1145,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,1,12.50%,0,0.00%,0,0.00%,0,0.00%,1,12.50%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,6,75.00%,0,0.00%,0,0.00%,0,0.00%,8
C31S23A40E4B3RDUUNI1146,0,17,,0,0,C31S23A40E4B3RDUUNI1146,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E4B3RDUUNI1147,4,19,,****,****,C31S23A40E4B3RDUUNI1147,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C31S23A40E4B3RDUUNI1148,0,16,,0,0,C31S23A40E4B3RDUUNI1148,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E4B3RDUUNI1149,0,1,,0,0,C31S23A40E4B3RDUUNI1149,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E4B3RDUUNI1150,0,6,,0,0,C31S23A40E4B3RDUUNI1150,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C31S23A40E4B3RDULOM1151,6,23,,0,0,C31S23A40E4B3RDULOM1151,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,16.67%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,16.67%,4,66.67%,0,0.00%,0,0.00%,0,0.00%,6
C31S23A40E4B3RDUUNI1152,2,10,,****,****,C31S23A40E4B3RDUUNI1152,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C31S23A40E4B3RDUUNI1153,9,34,,0,0,C31S23A40E4B3RDUUNI1153,0,0.00%,0,,0.00%,5,55.56%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,11.11%,0,0.00%,0,0.00%,1,11.11%,2,22.22%,0,0.00%,0,0.00%,0,0.00%,9
C31S23A40E4B3SBUHI21154,0,0,,0,0,C31S23A40E4B3SBUHI21154,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
