COUNTY OF LOS ANGELES,PRESIDENTIAL PRIMARY ELECTION,03/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESIDENTIAL PREF. - DEM,Democratic, , , ,,,,,,,,,,,,,,,,,,,,,,,,
LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JULIAN CASTRO,MICHAEL A ELLINGER,ELIZABETH WARREN,M WILLIAMSON,ANDREW YANG,R DE LA FUENTE III,JOHN K DELANEY,AMY KLOBUCHAR,BERNIE SANDERS,JOE SESTAK,TOM STEYER,DEVAL PATRICK,MICHAEL BENNET,M R BLOOMBERG,MOSIE BOYD,CORY BOOKER,PETE BUTTIGIEG,JOSEPH R BIDEN,TULSI GABBARD,MARK S GREENSTEIN,
ALTADENA,0200028A,45,87,N, ,POLLING PLACE,565,2,1,115,4,3,0,0,11,116,0,3,0,0,58,0,0,7,229,2,0, 
ALTADENA,0200028A,45,87,N, ,VBM PORTION,524,0,0,111,0,4,0,0,19,132,0,12,0,1,60,0,0,35,143,0,0, 
ALTADENA,0200028A,45,87,N,1212,TOTAL,1089,2,1,226,4,7,0,0,30,248,0,15,0,1,118,0,0,42,372,2,0, 
ALTADENA,0200030A,46,87,N, ,POLLING PLACE,391,1,0,58,0,1,0,0,6,73,0,1,0,0,43,0,0,14,189,2,0, 
ALTADENA,0200030A,46,87,N, ,VBM PORTION,396,0,0,72,0,0,0,0,16,85,0,2,0,0,50,0,1,20,143,2,0, 
ALTADENA,0200030A,46,87,N,928,TOTAL,787,1,0,130,0,1,0,0,22,158,0,3,0,0,93,0,1,34,332,4,0, 
ALTADENA,0200040A,47,87,N, ,POLLING PLACE,349,3,1,75,0,2,2,0,2,110,0,1,0,0,21,0,0,8,117,0,0, 
ALTADENA,0200040A,47,87,N, ,VBM PORTION,365,1,0,72,1,2,0,0,21,79,0,8,0,0,40,0,0,25,106,3,0, 
ALTADENA,0200040A,47,87,N,1038,TOTAL,714,4,1,147,1,4,2,0,23,189,0,9,0,0,61,0,0,33,223,3,0, 
ALTADENA,0200044A,48,87,N, ,POLLING PLACE,354,6,0,79,0,0,0,0,4,125,0,3,0,0,13,0,0,6,107,2,0, 
ALTADENA,0200044A,48,87,N, ,VBM PORTION,331,1,0,72,0,3,0,0,9,110,0,4,0,0,25,0,0,23,73,3,0, 
ALTADENA,0200044A,48,87,N,1004,TOTAL,685,7,0,151,0,3,0,0,13,235,0,7,0,0,38,0,0,29,180,5,0, 
ALTADENA,0200051A,49,87,N, ,POLLING PLACE,583,3,1,115,0,2,0,1,9,159,0,0,0,0,32,0,1,4,245,3,0, 
ALTADENA,0200051A,49,87,N, ,VBM PORTION,542,1,0,136,1,1,0,0,11,151,0,3,0,0,66,0,0,17,142,0,0, 
ALTADENA,0200051A,49,87,N,1374,TOTAL,1125,4,1,251,1,3,0,1,20,310,0,3,0,0,98,0,1,21,387,3,0, 
ALTADENA,0200087A,50,85,N, ,POLLING PLACE,504,1,1,103,4,0,0,0,4,157,0,1,0,0,20,0,0,3,201,2,0, 
ALTADENA,0200087A,50,85,N, ,VBM PORTION,445,0,0,92,0,1,0,0,8,127,0,8,0,0,43,0,3,15,136,0,0, 
ALTADENA,0200087A,50,85,N,1334,TOTAL,949,1,1,195,4,1,0,0,12,284,0,9,0,0,63,0,3,18,337,2,0, 
ALTADENA,0200090A,51,85,N, ,POLLING PLACE,538,2,0,99,3,2,0,0,4,182,0,1,0,0,31,0,0,4,205,0,0, 
ALTADENA,0200090A,51,85,N, ,VBM PORTION,410,0,0,105,0,3,0,0,5,104,1,5,0,0,31,0,1,25,119,6,0, 
ALTADENA,0200090A,51,85,N,1260,TOTAL,948,2,0,204,3,5,0,0,9,286,1,6,0,0,62,0,1,29,324,6,0, 
ALTADENA,0200091B,52,85,N, ,POLLING PLACE,475,2,1,103,1,1,0,0,2,152,0,3,0,0,24,0,0,8,163,4,0, 
ALTADENA,0200091B,52,85,N, ,VBM PORTION,368,1,0,87,0,0,0,0,8,104,0,9,1,0,28,0,3,15,101,2,0, 
ALTADENA,0200091B,52,85,N,1262,TOTAL,843,3,1,190,1,1,0,0,10,256,0,12,1,0,52,0,3,23,264,6,0, 
ANTELOPE,0300002A,53,3,N, ,POLLING PLACE,43,0,0,5,0,0,0,0,0,12,0,0,0,0,5,0,2,3,13,0,0, 
ANTELOPE,0300002A,53,3,N, ,VBM PORTION,53,0,0,2,0,0,0,0,0,28,0,2,0,0,9,0,0,1,8,0,0, 
ANTELOPE,0300002A,53,3,N,233,TOTAL,96,0,0,7,0,0,0,0,0,40,0,2,0,0,14,0,2,4,21,0,0, 
ANTELOPE,0300002D,6011,6,Y, ,POLLING PLACE,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, 
ANTELOPE,0300002D,6011,6,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
ANTELOPE,0300002D,6011,6,Y,0,TOTAL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, 
ANTELOPE,0300005A,6012,2,Y, ,POLLING PLACE,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, 
ANTELOPE,0300005A,6012,2,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
ANTELOPE,0300005A,6012,2,Y,0,TOTAL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, 
ARCADIA,0350005A,54,190,N, ,POLLING PLACE,193,0,0,22,0,0,0,0,0,74,0,2,0,0,26,1,0,4,61,1,0, 
ARCADIA,0350005A,54,190,N, ,VBM PORTION,265,1,0,26,1,6,0,0,10,53,0,7,0,0,45,0,0,27,78,4,0, 
ARCADIA,0350005A,54,190,N,673,TOTAL,458,1,0,48,1,6,0,0,10,127,0,9,0,0,71,1,0,31,139,5,0, 
ARCADIA,0350006D,6013,196,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
ARCADIA,0350006D,6013,196,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
ARCADIA,0350006D,6013,196,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
ARCADIA,0350008A,55,190,N, ,POLLING PLACE,206,0,0,19,0,2,0,0,4,61,0,1,0,0,22,0,0,3,86,3,0, 
ARCADIA,0350008A,55,190,N, ,VBM PORTION,289,1,0,44,0,6,1,0,10,76,0,5,0,0,47,0,0,19,70,5,0, 
ARCADIA,0350008A,55,190,N,654,TOTAL,495,1,0,63,0,8,1,0,14,137,0,6,0,0,69,0,0,22,156,8,0, 
ARCADIA,0350009A,56,192,N, ,POLLING PLACE,150,0,0,13,0,7,0,0,1,51,0,1,0,0,15,0,0,4,55,1,0, 
ARCADIA,0350009A,56,192,N, ,VBM PORTION,171,0,0,23,0,4,0,0,3,55,0,3,0,0,31,0,0,6,42,1,0, 
ARCADIA,0350009A,56,192,N,512,TOTAL,321,0,0,36,0,11,0,0,4,106,0,4,0,0,46,0,0,10,97,2,0, 
ARCADIA,0350011A,6014,196,Y, ,POLLING PLACE,47,0,0,1,0,1,0,0,0,23,0,1,0,0,5,0,0,0,14,0,0, 
ARCADIA,0350011A,6014,196,Y, ,VBM PORTION,65,0,0,7,0,0,0,0,3,30,0,0,0,0,9,0,0,2,10,1,0, 
ARCADIA,0350011A,6014,196,Y,197,TOTAL,112,0,0,8,0,1,0,0,3,53,0,1,0,0,14,0,0,2,24,1,0, 
ARCADIA,0350012A,57,190,N, ,POLLING PLACE,234,2,0,35,0,1,0,0,2,75,0,3,0,0,32,0,0,5,72,4,0, 
ARCADIA,0350012A,57,190,N, ,VBM PORTION,306,1,0,33,0,7,0,0,7,78,0,3,0,0,59,0,0,18,88,3,0, 
ARCADIA,0350012A,57,190,N,768,TOTAL,540,3,0,68,0,8,0,0,9,153,0,6,0,0,91,0,0,23,160,7,0, 
ARCADIA,0350023A,58,190,N, ,POLLING PLACE,281,0,0,32,0,3,0,0,2,125,0,8,0,0,24,0,0,5,76,3,0, 
ARCADIA,0350023A,58,190,N, ,VBM PORTION,279,0,0,30,0,8,1,0,11,96,0,5,0,0,37,0,0,10,70,2,0, 
ARCADIA,0350023A,58,190,N,978,TOTAL,560,0,0,62,0,11,1,0,13,221,0,13,0,0,61,0,0,15,146,5,0, 
ARCADIA,0350026A,59,190,N, ,POLLING PLACE,262,0,0,30,0,2,0,0,0,112,0,3,0,0,23,0,0,6,80,1,0, 
ARCADIA,0350026A,59,190,N, ,VBM PORTION,234,0,0,30,3,13,0,0,1,82,0,1,0,0,25,0,1,10,60,4,0, 
ARCADIA,0350026A,59,190,N,813,TOTAL,496,0,0,60,3,15,0,0,1,194,0,4,0,0,48,0,1,16,140,5,0, 
ARCADIA,0350030A,60,190,N, ,POLLING PLACE,183,0,0,15,0,5,0,0,2,70,0,1,0,0,24,0,0,4,52,2,0, 
ARCADIA,0350030A,60,190,N, ,VBM PORTION,188,0,0,27,0,8,1,0,3,46,0,8,0,0,35,0,0,6,50,1,0, 
ARCADIA,0350030A,60,190,N,679,TOTAL,371,0,0,42,0,13,1,0,5,116,0,9,0,0,59,0,0,10,102,3,0, 
ARCADIA,0350032A,6015,175,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
ARCADIA,0350032A,6015,175,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
ARCADIA,0350032A,6015,175,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
ARCADIA,0350038A,61,190,N, ,POLLING PLACE,153,0,0,21,1,1,0,0,1,46,0,0,0,0,21,0,1,2,49,5,0, 
ARCADIA,0350038A,61,190,N, ,VBM PORTION,171,0,0,18,1,12,0,0,4,49,0,5,0,1,31,0,0,5,40,1,0, 
ARCADIA,0350038A,61,190,N,626,TOTAL,324,0,0,39,2,13,0,0,5,95,0,5,0,1,52,0,1,7,89,6,0, 
ARCADIA,0350043B,62,190,N, ,POLLING PLACE,206,0,0,12,0,3,0,0,1,115,0,1,0,0,24,0,0,2,46,0,0, 
ARCADIA,0350043B,62,190,N, ,VBM PORTION,195,0,0,18,0,7,0,0,4,72,0,4,0,0,26,0,0,9,46,0,1, 
ARCADIA,0350043B,62,190,N,723,TOTAL,401,0,0,30,0,10,0,0,5,187,0,5,0,0,50,0,0,11,92,0,1, 
ARCADIA,0350049A,63,190,N, ,POLLING PLACE,172,0,0,10,0,4,0,0,0,53,0,2,1,0,19,0,0,1,81,0,0, 
ARCADIA,0350049A,63,190,N, ,VBM PORTION,210,0,0,36,0,15,0,1,3,57,0,1,0,0,30,0,0,3,59,0,0, 
ARCADIA,0350049A,63,190,N,645,TOTAL,382,0,0,46,0,19,0,1,3,110,0,3,1,0,49,0,0,4,140,0,0, 
ARCADIA,0350058C,64,190,N, ,POLLING PLACE,177,0,0,22,0,3,0,0,1,62,0,2,0,0,30,0,0,0,51,0,0, 
ARCADIA,0350058C,64,190,N, ,VBM PORTION,182,0,0,11,0,9,0,0,5,47,0,7,0,0,36,0,0,13,50,1,0, 
ARCADIA,0350058C,64,190,N,701,TOTAL,359,0,0,33,0,12,0,0,6,109,0,9,0,0,66,0,0,13,101,1,0, 
ARCADIA,0350062B,65,190,N, ,POLLING PLACE,211,0,0,24,0,4,0,0,2,93,0,1,0,0,19,0,0,2,64,0,0, 
ARCADIA,0350062B,65,190,N, ,VBM PORTION,177,0,0,25,0,4,0,0,2,63,0,4,0,0,21,0,0,6,40,4,0, 
ARCADIA,0350062B,65,190,N,703,TOTAL,388,0,0,49,0,8,0,0,4,156,0,5,0,0,40,0,0,8,104,4,0, 
ARCADIA,0350101A,6016,197,Y, ,POLLING PLACE,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, 
ARCADIA,0350101A,6016,197,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
ARCADIA,0350101A,6016,197,Y,1,TOTAL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, 
ARCADIA,0350102A,6017,200,Y, ,POLLING PLACE,36,0,0,1,0,0,0,0,0,16,0,0,0,0,1,0,0,0,17,0,0, 
ARCADIA,0350102A,6017,200,Y, ,VBM PORTION,67,0,0,4,0,1,0,0,1,23,0,2,0,0,17,0,0,2,15,1,0, 
ARCADIA,0350102A,6017,200,Y,190,TOTAL,103,0,0,5,0,1,0,0,1,39,0,2,0,0,18,0,0,2,32,1,0, 
ARCADIA,0350104A,66,190,N, ,POLLING PLACE,204,0,0,17,0,4,0,0,3,65,1,2,0,0,28,0,1,2,73,2,0, 
ARCADIA,0350104A,66,190,N, ,VBM PORTION,255,0,0,29,1,4,0,0,7,72,0,7,0,0,38,0,0,12,81,0,0, 
ARCADIA,0350104A,66,190,N,750,TOTAL,459,0,0,46,1,8,0,0,10,137,1,9,0,0,66,0,1,14,154,2,0, 
ARCADIA,0350104B,6018,196,Y, ,POLLING PLACE,26,0,0,1,0,0,0,0,0,17,0,1,0,0,3,0,0,0,4,0,0, 
ARCADIA,0350104B,6018,196,Y, ,VBM PORTION,34,0,1,2,0,0,0,0,0,13,0,3,0,0,2,0,0,1,11,1,0, 
ARCADIA,0350104B,6018,196,Y,84,TOTAL,60,0,1,3,0,0,0,0,0,30,0,4,0,0,5,0,0,1,15,1,0, 
ARTESIA,0400001A,67,338,N, ,POLLING PLACE,187,6,2,11,0,0,0,0,0,92,0,3,0,1,8,0,0,0,55,1,1, 
ARTESIA,0400001A,67,338,N, ,VBM PORTION,212,0,0,16,0,1,0,0,1,92,0,8,0,2,19,1,0,9,52,2,0, 
ARTESIA,0400001A,67,338,N,939,TOTAL,399,6,2,27,0,1,0,0,1,184,0,11,0,3,27,1,0,9,107,3,1, 
ARTESIA,0400006A,68,338,N, ,POLLING PLACE,211,2,1,10,0,2,0,0,1,92,0,1,0,0,15,0,0,3,67,7,2, 
ARTESIA,0400006A,68,338,N, ,VBM PORTION,209,1,0,21,1,4,0,0,2,88,0,7,0,0,36,0,0,4,36,2,2, 
ARTESIA,0400006A,68,338,N,966,TOTAL,420,3,1,31,1,6,0,0,3,180,0,8,0,0,51,0,0,7,103,9,4, 
ARTESIA,0400007A,69,338,N, ,POLLING PLACE,178,3,0,15,0,2,0,0,0,69,0,2,0,0,10,0,0,1,61,4,2, 
ARTESIA,0400007A,69,338,N, ,VBM PORTION,211,0,0,17,1,3,2,0,1,73,0,6,0,0,25,0,0,11,59,3,0, 
ARTESIA,0400007A,69,338,N,847,TOTAL,389,3,0,32,1,5,2,0,1,142,0,8,0,0,35,0,0,12,120,7,2, 
ARTESIA,0400010A,70,338,N, ,POLLING PLACE,208,5,0,9,0,1,0,0,0,88,0,1,0,0,16,0,0,3,70,4,1, 
ARTESIA,0400010A,70,338,N, ,VBM PORTION,261,4,0,20,0,6,0,0,0,97,0,4,0,1,38,1,0,5,68,3,1, 
ARTESIA,0400010A,70,338,N,960,TOTAL,469,9,0,29,0,7,0,0,0,185,0,5,0,1,54,1,0,8,138,7,2, 
ATHENS,0450002A,71,451,N, ,POLLING PLACE,288,1,0,11,11,2,6,2,1,125,0,4,0,0,19,0,1,0,96,0,0, 
ATHENS,0450002A,71,451,N, ,VBM PORTION,174,1,0,16,1,1,1,0,1,58,0,10,0,0,24,0,0,0,51,1,0, 
ATHENS,0450002A,71,451,N,1264,TOTAL,462,2,0,27,12,3,7,2,2,183,0,14,0,0,43,0,1,0,147,1,0, 
ATHENS,0450002B,72,451,N, ,POLLING PLACE,304,0,0,10,15,11,4,5,1,96,0,4,0,1,19,0,1,0,134,0,0, 
ATHENS,0450002B,72,451,N, ,VBM PORTION,156,0,0,6,0,0,1,1,1,52,0,6,0,0,22,0,1,2,56,0,0, 
ATHENS,0450002B,72,451,N,1179,TOTAL,460,0,0,16,15,11,5,6,2,148,0,10,0,1,41,0,2,2,190,0,0, 
ATHENS,0450004A,73,450,N, ,POLLING PLACE,238,0,0,10,9,6,4,8,1,84,1,6,0,0,20,0,0,0,86,1,0, 
ATHENS,0450004A,73,450,N, ,VBM PORTION,137,0,0,8,0,0,0,1,1,42,0,9,0,0,20,0,2,2,44,0,0, 
ATHENS,0450004A,73,450,N,968,TOTAL,375,0,0,18,9,6,4,9,2,126,1,15,0,0,40,0,2,2,130,1,0, 
AVALON,0500001A,74,489,N, ,POLLING PLACE,291,5,0,23,0,0,1,0,2,118,8,16,1,12,24,1,1,0,56,1,0, 
AVALON,0500001A,74,489,N, ,VBM PORTION,279,3,0,24,1,3,0,0,8,94,0,19,1,1,31,1,1,25,53,1,0, 
AVALON,0500001A,74,489,N,747,TOTAL,570,8,0,47,1,3,1,0,10,212,8,35,2,13,55,2,2,25,109,2,0, 
AVOCADO HEIGHTS,0520001A,75,312,N, ,POLLING PLACE,321,3,1,27,0,0,1,0,0,127,0,1,0,0,20,0,1,5,121,4,0, 
AVOCADO HEIGHTS,0520001A,75,312,N, ,VBM PORTION,190,3,0,12,0,1,1,1,9,61,0,4,0,0,22,0,0,9,63,1,0, 
AVOCADO HEIGHTS,0520001A,75,312,N,989,TOTAL,511,6,1,39,0,1,2,1,9,188,0,5,0,0,42,0,1,14,184,5,0, 
AVOCADO HEIGHTS,0520002A,76,312,N, ,POLLING PLACE,334,1,0,18,0,3,0,0,0,144,0,6,0,0,20,0,0,10,118,0,2, 
AVOCADO HEIGHTS,0520002A,76,312,N, ,VBM PORTION,169,0,0,13,0,1,2,0,1,69,0,4,0,0,17,0,0,2,51,0,0, 
AVOCADO HEIGHTS,0520002A,76,312,N,1095,TOTAL,503,1,0,31,0,4,2,0,1,213,0,10,0,0,37,0,0,12,169,0,2, 
AVOCADO HEIGHTS,0520003A,6019,319,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
AVOCADO HEIGHTS,0520003A,6019,319,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
AVOCADO HEIGHTS,0520003A,6019,319,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
AVOCADO HEIGHTS,0520004A,77,314,N, ,POLLING PLACE,166,0,0,11,1,1,0,0,1,72,0,4,0,0,18,0,0,1,51,0,2, 
AVOCADO HEIGHTS,0520004A,77,314,N, ,VBM PORTION,222,2,0,11,1,1,0,0,5,78,0,14,0,0,28,0,0,6,69,1,0, 
AVOCADO HEIGHTS,0520004A,77,314,N,752,TOTAL,388,2,0,22,2,2,0,0,6,150,0,18,0,0,46,0,0,7,120,1,2, 
AVOCADO HEIGHTS,0520005B,78,312,N, ,POLLING PLACE,231,2,0,6,0,2,0,0,0,106,0,2,0,0,23,0,0,3,73,4,1, 
AVOCADO HEIGHTS,0520005B,78,312,N, ,VBM PORTION,104,2,0,3,0,0,0,0,1,52,0,6,0,0,11,0,0,5,18,3,0, 
AVOCADO HEIGHTS,0520005B,78,312,N,771,TOTAL,335,4,0,9,0,2,0,0,1,158,0,8,0,0,34,0,0,8,91,7,1, 
AVOCADO HEIGHTS,0520009A,79,312,N, ,POLLING PLACE,249,1,0,14,0,1,1,1,0,109,0,1,0,0,14,0,0,1,93,2,4, 
AVOCADO HEIGHTS,0520009A,79,312,N, ,VBM PORTION,98,1,0,5,0,4,0,0,0,41,0,0,0,0,16,0,0,1,24,0,0, 
AVOCADO HEIGHTS,0520009A,79,312,N,780,TOTAL,347,2,0,19,0,5,1,1,0,150,0,1,0,0,30,0,0,2,117,2,4, 
AVOCADO HEIGHTS,0520010B,6020,313,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
AVOCADO HEIGHTS,0520010B,6020,313,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
AVOCADO HEIGHTS,0520010B,6020,313,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
AZUSA,0550001A,80,176,N, ,POLLING PLACE,279,0,0,9,0,0,0,0,7,154,2,7,1,0,27,0,0,2,62,1,0, 
AZUSA,0550001A,80,176,N, ,VBM PORTION,192,1,1,9,2,6,1,0,6,79,0,14,0,2,18,0,1,5,40,1,0, 
AZUSA,0550001A,80,176,N,1168,TOTAL,471,1,1,18,2,6,1,0,13,233,2,21,1,2,45,0,1,7,102,2,0, 
AZUSA,0550002A,81,176,N, ,POLLING PLACE,223,0,0,8,1,0,1,0,2,110,0,5,0,0,23,0,0,2,66,0,0, 
AZUSA,0550002A,81,176,N, ,VBM PORTION,164,0,0,18,1,1,0,0,1,66,0,5,0,0,17,0,0,5,40,2,0, 
AZUSA,0550002A,81,176,N,849,TOTAL,387,0,0,26,2,1,1,0,3,176,0,10,0,0,40,0,0,7,106,2,0, 
AZUSA,0550008A,82,176,N, ,POLLING PLACE,295,0,0,12,0,0,1,0,3,169,1,3,0,1,19,0,0,2,68,2,0, 
AZUSA,0550008A,82,176,N, ,VBM PORTION,160,1,0,21,0,1,0,0,3,67,0,4,0,0,19,0,0,2,34,1,0, 
AZUSA,0550008A,82,176,N,961,TOTAL,455,1,0,33,0,1,1,0,6,236,1,7,0,1,38,0,0,4,102,3,0, 
AZUSA,0550010A,83,176,N, ,POLLING PLACE,242,0,1,13,1,1,0,0,8,127,1,10,0,2,16,0,0,0,54,2,0, 
AZUSA,0550010A,83,176,N, ,VBM PORTION,179,3,0,9,0,1,0,0,6,69,0,9,0,0,22,0,0,2,45,0,0, 
AZUSA,0550010A,83,176,N,1062,TOTAL,421,3,1,22,1,2,0,0,14,196,1,19,0,2,38,0,0,2,99,2,0, 
AZUSA,0550012A,84,176,N, ,POLLING PLACE,243,1,0,13,0,0,0,0,3,133,0,8,0,0,14,0,0,1,62,0,0, 
AZUSA,0550012A,84,176,N, ,VBM PORTION,142,1,0,8,0,1,0,0,5,63,0,7,0,0,24,0,0,6,18,1,0, 
AZUSA,0550012A,84,176,N,948,TOTAL,385,2,0,21,0,1,0,0,8,196,0,15,0,0,38,0,0,7,80,1,0, 
AZUSA,0550073A,85,176,N, ,POLLING PLACE,309,1,1,19,0,1,0,0,4,128,1,6,0,0,26,0,0,2,112,3,0, 
AZUSA,0550073A,85,176,N, ,VBM PORTION,241,0,0,27,0,5,0,0,7,95,0,6,0,0,31,0,1,7,55,2,0, 
AZUSA,0550073A,85,176,N,952,TOTAL,550,1,1,46,0,6,0,0,11,223,1,12,0,0,57,0,1,9,167,5,0, 
AZUSA,0550076A,86,176,N, ,POLLING PLACE,190,0,1,13,0,0,1,0,3,105,0,2,0,0,8,0,0,2,48,0,0, 
AZUSA,0550076A,86,176,N, ,VBM PORTION,142,0,0,11,1,0,0,0,3,66,0,4,0,0,15,1,0,3,31,2,0, 
AZUSA,0550076A,86,176,N,732,TOTAL,332,0,1,24,1,0,1,0,6,171,0,6,0,0,23,1,0,5,79,2,0, 
AZUSA,0550078A,87,176,N, ,POLLING PLACE,261,1,0,20,0,0,0,0,2,126,1,3,0,0,25,0,0,3,72,1,0, 
AZUSA,0550078A,87,176,N, ,VBM PORTION,204,1,0,13,0,1,0,0,3,79,0,13,0,0,25,0,1,17,40,0,0, 
AZUSA,0550078A,87,176,N,1091,TOTAL,465,2,0,33,0,1,0,0,5,205,1,16,0,0,50,0,1,20,112,1,0, 
AZUSA,0550079A,88,176,N, ,POLLING PLACE,329,0,0,33,0,3,1,0,3,130,0,3,0,1,29,0,1,7,103,1,0, 
AZUSA,0550079A,88,176,N, ,VBM PORTION,375,1,0,48,0,16,1,0,6,109,0,19,1,2,54,0,1,22,84,3,0, 
AZUSA,0550079A,88,176,N,1038,TOTAL,704,1,0,81,0,19,2,0,9,239,0,22,1,3,83,0,2,29,187,4,0, 
AZUSA,0550080A,89,176,N, ,POLLING PLACE,324,0,0,15,0,0,0,1,7,138,2,8,0,1,35,0,1,6,99,1,1, 
AZUSA,0550080A,89,176,N, ,VBM PORTION,193,0,0,19,0,1,1,1,6,68,0,6,1,0,30,0,0,5,51,0,0, 
AZUSA,0550080A,89,176,N,945,TOTAL,517,0,0,34,0,1,1,2,13,206,2,14,1,1,65,0,1,11,150,1,1, 
AZUSA,0550085A,90,176,N, ,POLLING PLACE,294,2,0,26,0,3,0,0,5,108,0,5,0,1,22,0,0,3,114,2,0, 
AZUSA,0550085A,90,176,N, ,VBM PORTION,175,1,0,18,1,5,0,0,3,48,0,4,0,1,24,0,0,1,61,1,0, 
AZUSA,0550085A,90,176,N,814,TOTAL,469,3,0,44,1,8,0,0,8,156,0,9,0,2,46,0,0,4,175,3,0, 
BALDWIN PARK,0600001A,91,180,N, ,POLLING PLACE,222,0,0,7,0,2,0,0,0,147,1,5,0,0,10,0,0,1,44,1,0, 
BALDWIN PARK,0600001A,91,180,N, ,VBM PORTION,132,1,0,11,0,1,0,0,0,85,0,3,0,0,6,0,0,2,16,1,0, 
BALDWIN PARK,0600001A,91,180,N,985,TOTAL,354,1,0,18,0,3,0,0,0,232,1,8,0,0,16,0,0,3,60,2,0, 
BALDWIN PARK,0600006A,92,180,N, ,POLLING PLACE,285,0,0,8,0,0,1,0,4,171,2,8,0,0,25,0,0,4,51,1,0, 
BALDWIN PARK,0600006A,92,180,N, ,VBM PORTION,156,1,0,10,1,0,0,1,2,86,1,2,0,0,9,0,0,9,28,0,0, 
BALDWIN PARK,0600006A,92,180,N,1042,TOTAL,441,1,0,18,1,0,1,1,6,257,3,10,0,0,34,0,0,13,79,1,0, 
BALDWIN PARK,0600007A,93,180,N, ,POLLING PLACE,276,1,0,4,0,1,0,0,1,163,1,6,0,0,30,0,0,2,60,0,0, 
BALDWIN PARK,0600007A,93,180,N, ,VBM PORTION,181,0,0,11,0,0,0,0,0,95,0,10,0,0,17,0,1,3,40,1,0, 
BALDWIN PARK,0600007A,93,180,N,979,TOTAL,457,1,0,15,0,1,0,0,1,258,1,16,0,0,47,0,1,5,100,1,0, 
BALDWIN PARK,0600009A,94,180,N, ,POLLING PLACE,279,1,0,10,0,1,0,1,3,167,3,9,0,1,17,0,0,0,55,1,0, 
BALDWIN PARK,0600009A,94,180,N, ,VBM PORTION,145,1,0,15,0,2,0,1,0,69,0,4,0,0,13,0,0,6,27,0,0, 
BALDWIN PARK,0600009A,94,180,N,992,TOTAL,424,2,0,25,0,3,0,2,3,236,3,13,0,1,30,0,0,6,82,1,0, 
BALDWIN PARK,0600010A,95,180,N, ,POLLING PLACE,262,0,0,10,0,1,0,0,2,160,1,7,0,0,20,0,0,0,51,3,0, 
BALDWIN PARK,0600010A,95,180,N, ,VBM PORTION,127,1,0,8,0,2,0,0,1,59,0,2,0,0,11,0,0,5,29,0,0, 
BALDWIN PARK,0600010A,95,180,N,1016,TOTAL,389,1,0,18,0,3,0,0,3,219,1,9,0,0,31,0,0,5,80,3,0, 
BALDWIN PARK,0600014A,96,180,N, ,POLLING PLACE,305,1,0,16,0,0,0,2,8,168,0,8,0,1,36,0,0,1,60,0,0, 
BALDWIN PARK,0600014A,96,180,N, ,VBM PORTION,211,1,0,9,0,2,0,0,1,109,0,12,0,1,27,0,0,10,36,0,0, 
BALDWIN PARK,0600014A,96,180,N,1132,TOTAL,516,2,0,25,0,2,0,2,9,277,0,20,0,2,63,0,0,11,96,0,0, 
