COUNTY OF LOS ANGELES,PRESIDENTIAL PRIMARY ELECTION,03/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESIDENTIAL PREF. - DEM,Democratic, , , ,,,,,,,,,,,,,,,,,,,,,,,,
LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JULIAN CASTRO,MICHAEL A ELLINGER,ELIZABETH WARREN,M WILLIAMSON,ANDREW YANG,R DE LA FUENTE III,JOHN K DELANEY,AMY KLOBUCHAR,BERNIE SANDERS,JOE SESTAK,TOM STEYER,DEVAL PATRICK,MICHAEL BENNET,M R BLOOMBERG,MOSIE BOYD,CORY BOOKER,PETE BUTTIGIEG,JOSEPH R BIDEN,TULSI GABBARD,MARK S GREENSTEIN,
RAMONA,5500099A,1228,180,N, ,VBM PORTION,184,1,0,9,1,1,1,0,4,66,0,7,0,0,25,0,0,7,53,3,0, 
RAMONA,5500099A,1228,180,N,890,TOTAL,413,1,0,20,1,2,1,0,6,179,0,14,0,0,51,0,0,7,114,4,1, 
RAMONA,5500100A,1229,175,N, ,POLLING PLACE,264,0,0,10,0,1,0,0,2,142,1,10,0,0,19,0,0,1,74,0,0, 
RAMONA,5500100A,1229,175,N, ,VBM PORTION,142,0,0,13,0,0,0,0,1,59,0,3,0,0,25,0,0,1,32,1,0, 
RAMONA,5500100A,1229,175,N,984,TOTAL,406,0,0,23,0,1,0,0,3,201,1,13,0,0,44,0,0,2,106,1,0, 
RAMONA,5500105A,1230,175,N, ,POLLING PLACE,125,0,0,10,0,0,0,0,3,42,0,3,0,0,10,0,0,0,55,1,0, 
RAMONA,5500105A,1230,175,N, ,VBM PORTION,112,0,0,3,0,0,0,0,2,37,0,5,0,0,15,0,0,4,42,1,0, 
RAMONA,5500105A,1230,175,N,386,TOTAL,237,0,0,13,0,0,0,0,5,79,0,8,0,0,25,0,0,4,97,2,0, 
RAMONA,5500110A,1231,304,N, ,POLLING PLACE,113,0,0,7,1,1,0,0,0,39,1,2,1,0,6,1,0,2,47,2,0, 
RAMONA,5500110A,1231,304,N, ,VBM PORTION,143,0,0,9,0,3,0,0,5,35,0,6,0,0,22,0,0,15,40,1,0, 
RAMONA,5500110A,1231,304,N,472,TOTAL,256,0,0,16,1,4,0,0,5,74,1,8,1,0,28,1,0,17,87,3,0, 
RAMONA,5500112A,6157,99,Y, ,POLLING PLACE,17,0,1,6,0,0,0,0,0,5,0,0,0,0,1,0,0,0,4,0,0, 
RAMONA,5500112A,6157,99,Y, ,VBM PORTION,25,0,0,2,0,0,0,0,1,9,0,2,0,0,3,0,0,0,6,0,0, 
RAMONA,5500112A,6157,99,Y,60,TOTAL,42,0,1,8,0,0,0,0,1,14,0,2,0,0,4,0,0,0,10,0,0, 
RANCHO PALOS VERDES,5530002A,1232,472,N, ,POLLING PLACE,353,0,0,35,0,2,1,2,9,84,0,3,0,0,42,0,0,8,154,2,0, 
RANCHO PALOS VERDES,5530002A,1232,472,N, ,VBM PORTION,384,0,0,39,0,3,1,0,33,71,0,11,0,0,71,0,0,31,115,1,0, 
RANCHO PALOS VERDES,5530002A,1232,472,N,891,TOTAL,737,0,0,74,0,5,2,2,42,155,0,14,0,0,113,0,0,39,269,3,0, 
RANCHO PALOS VERDES,5530003A,6158,519,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
RANCHO PALOS VERDES,5530003A,6158,519,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
RANCHO PALOS VERDES,5530003A,6158,519,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
RANCHO PALOS VERDES,5530005A,1233,472,N, ,POLLING PLACE,332,0,0,39,0,5,1,1,6,84,1,2,0,1,37,0,0,8,140,2,0, 
RANCHO PALOS VERDES,5530005A,1233,472,N, ,VBM PORTION,353,0,0,39,0,5,0,0,12,77,0,4,0,0,63,0,0,30,110,8,0, 
RANCHO PALOS VERDES,5530005A,1233,472,N,867,TOTAL,685,0,0,78,0,10,1,1,18,161,1,6,0,1,100,0,0,38,250,10,0, 
RANCHO PALOS VERDES,5530006A,1234,472,N, ,POLLING PLACE,320,0,0,42,0,5,2,1,8,61,0,3,0,0,53,0,0,9,128,2,0, 
RANCHO PALOS VERDES,5530006A,1234,472,N, ,VBM PORTION,434,0,0,49,0,6,0,0,26,74,0,3,0,0,82,0,0,36,140,4,0, 
RANCHO PALOS VERDES,5530006A,1234,472,N,903,TOTAL,754,0,0,91,0,11,2,1,34,135,0,6,0,0,135,0,0,45,268,6,0, 
RANCHO PALOS VERDES,5530009A,6159,518,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
RANCHO PALOS VERDES,5530009A,6159,518,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
RANCHO PALOS VERDES,5530009A,6159,518,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
RANCHO PALOS VERDES,5530016A,1235,472,N, ,POLLING PLACE,303,0,0,36,0,3,2,0,9,85,0,2,0,0,42,0,0,4,113,1,0, 
RANCHO PALOS VERDES,5530016A,1235,472,N, ,VBM PORTION,413,0,0,49,0,6,0,0,15,115,1,8,1,0,73,0,0,22,108,1,0, 
RANCHO PALOS VERDES,5530016A,1235,472,N,931,TOTAL,716,0,0,85,0,9,2,0,24,200,1,10,1,0,115,0,0,26,221,2,0, 
RANCHO PALOS VERDES,5530026A,1236,472,N, ,POLLING PLACE,193,0,0,29,1,1,1,1,2,43,0,2,0,0,19,0,0,6,81,2,0, 
RANCHO PALOS VERDES,5530026A,1236,472,N, ,VBM PORTION,285,0,0,28,0,2,0,0,18,37,0,7,0,0,75,0,0,11,99,2,0, 
RANCHO PALOS VERDES,5530026A,1236,472,N,547,TOTAL,478,0,0,57,1,3,1,1,20,80,0,9,0,0,94,0,0,17,180,4,0, 
RANCHO PALOS VERDES,5530031A,1237,472,N, ,POLLING PLACE,293,0,0,32,0,1,4,1,5,70,0,2,0,0,48,0,0,4,120,2,0, 
RANCHO PALOS VERDES,5530031A,1237,472,N, ,VBM PORTION,369,0,0,36,2,4,0,2,14,75,1,9,0,0,76,0,0,22,118,2,0, 
RANCHO PALOS VERDES,5530031A,1237,472,N,857,TOTAL,662,0,0,68,2,5,4,3,19,145,1,11,0,0,124,0,0,26,238,4,0, 
RANCHO PALOS VERDES,5530032A,1238,472,N, ,POLLING PLACE,296,0,0,37,0,3,0,1,4,78,0,2,0,0,39,0,0,7,118,4,0, 
RANCHO PALOS VERDES,5530032A,1238,472,N, ,VBM PORTION,380,0,0,46,0,2,0,0,15,77,0,5,0,0,76,0,0,25,121,2,0, 
RANCHO PALOS VERDES,5530032A,1238,472,N,802,TOTAL,676,0,0,83,0,5,0,1,19,155,0,7,0,0,115,0,0,32,239,6,0, 
RANCHO PALOS VERDES,5530041A,1239,472,N, ,POLLING PLACE,353,0,0,40,0,1,1,0,9,51,0,0,0,2,45,0,0,9,182,5,0, 
RANCHO PALOS VERDES,5530041A,1239,472,N, ,VBM PORTION,384,0,0,49,0,1,0,0,21,62,0,6,0,1,79,0,0,31,122,2,0, 
RANCHO PALOS VERDES,5530041A,1239,472,N,863,TOTAL,737,0,0,89,0,2,1,0,30,113,0,6,0,3,124,0,0,40,304,7,0, 
RANCHO PALOS VERDES,5530042A,1240,472,N, ,POLLING PLACE,342,0,0,28,0,1,0,3,4,95,0,4,0,1,50,0,0,9,133,5,0, 
RANCHO PALOS VERDES,5530042A,1240,472,N, ,VBM PORTION,391,0,0,38,0,1,0,1,24,66,0,6,0,0,77,0,0,45,120,3,0, 
RANCHO PALOS VERDES,5530042A,1240,472,N,881,TOTAL,733,0,0,66,0,2,0,4,28,161,0,10,0,1,127,0,0,54,253,8,0, 
RANCHO PALOS VERDES,5530055B,1241,472,N, ,POLLING PLACE,210,0,0,19,0,3,1,1,3,48,0,0,0,1,27,0,0,9,92,2,0, 
RANCHO PALOS VERDES,5530055B,1241,472,N, ,VBM PORTION,267,1,0,30,0,6,1,0,13,55,0,2,0,0,44,0,0,21,83,1,0, 
RANCHO PALOS VERDES,5530055B,1241,472,N,623,TOTAL,477,1,0,49,0,9,2,1,16,103,0,2,0,1,71,0,0,30,175,3,0, 
RANCHO PALOS VERDES,5530081A,1242,471,N, ,POLLING PLACE,342,0,0,32,0,2,1,1,4,98,0,5,0,0,24,0,0,1,156,8,0, 
RANCHO PALOS VERDES,5530081A,1242,471,N, ,VBM PORTION,386,0,0,40,0,3,1,0,19,101,1,10,0,1,64,0,0,18,106,9,0, 
RANCHO PALOS VERDES,5530081A,1242,471,N,1033,TOTAL,728,0,0,72,0,5,2,1,23,199,1,15,0,1,88,0,0,19,262,17,0, 
RANCHO PALOS VERDES,5530086A,1243,471,N, ,POLLING PLACE,238,0,0,29,0,1,2,2,9,73,0,3,0,1,22,0,0,1,88,2,0, 
RANCHO PALOS VERDES,5530086A,1243,471,N, ,VBM PORTION,272,1,0,40,0,7,0,0,7,57,0,6,1,1,39,0,0,20,79,3,0, 
RANCHO PALOS VERDES,5530086A,1243,471,N,819,TOTAL,510,1,0,69,0,8,2,2,16,130,0,9,1,2,61,0,0,21,167,5,0, 
REDONDO BEACH,5550005A,1244,469,N, ,POLLING PLACE,471,0,0,72,0,0,1,0,6,150,0,1,0,0,41,0,0,8,181,3,0, 
REDONDO BEACH,5550005A,1244,469,N, ,VBM PORTION,416,0,0,74,1,3,1,0,19,113,0,12,0,0,55,0,1,20,113,0,0, 
REDONDO BEACH,5550005A,1244,469,N,1078,TOTAL,887,0,0,146,1,3,2,0,25,263,0,13,0,0,96,0,1,28,294,3,0, 
REDONDO BEACH,5550014A,1245,469,N, ,POLLING PLACE,426,0,0,57,0,2,0,0,4,130,0,3,0,0,44,0,0,8,172,2,0, 
REDONDO BEACH,5550014A,1245,469,N, ,VBM PORTION,445,0,0,59,0,0,0,0,20,132,0,6,0,1,68,0,0,33,114,2,0, 
REDONDO BEACH,5550014A,1245,469,N,1069,TOTAL,871,0,0,116,0,2,0,0,24,262,0,9,0,1,112,0,0,41,286,4,0, 
REDONDO BEACH,5550015A,1246,469,N, ,POLLING PLACE,392,0,0,52,0,0,2,0,10,124,0,0,1,1,43,0,1,3,151,3,0, 
REDONDO BEACH,5550015A,1246,469,N, ,VBM PORTION,322,0,0,52,1,3,0,0,13,85,0,2,0,0,57,0,0,20,85,2,0, 
REDONDO BEACH,5550015A,1246,469,N,873,TOTAL,714,0,0,104,1,3,2,0,23,209,0,2,1,1,100,0,1,23,236,5,0, 
REDONDO BEACH,5550017A,1247,469,N, ,POLLING PLACE,378,0,0,43,1,3,1,3,2,120,0,1,0,1,40,0,0,4,153,2,0, 
REDONDO BEACH,5550017A,1247,469,N, ,VBM PORTION,426,0,0,62,2,1,1,2,20,107,0,5,0,0,53,0,1,42,126,1,0, 
REDONDO BEACH,5550017A,1247,469,N,1022,TOTAL,804,0,0,105,3,4,2,5,22,227,0,6,0,1,93,0,1,46,279,3,0, 
REDONDO BEACH,5550019A,1248,469,N, ,POLLING PLACE,380,0,0,39,1,2,1,2,7,119,0,0,0,0,43,0,0,7,156,1,0, 
REDONDO BEACH,5550019A,1248,469,N, ,VBM PORTION,415,1,1,59,1,4,0,0,16,120,0,13,0,0,46,0,0,35,110,3,0, 
REDONDO BEACH,5550019A,1248,469,N,1018,TOTAL,795,1,1,98,2,6,1,2,23,239,0,13,0,0,89,0,0,42,266,4,0, 
REDONDO BEACH,5550026A,1249,469,N, ,POLLING PLACE,459,0,0,56,1,2,0,3,10,109,0,2,0,0,56,1,1,14,196,3,0, 
REDONDO BEACH,5550026A,1249,469,N, ,VBM PORTION,437,0,0,95,0,4,0,0,10,92,0,7,0,1,53,0,0,33,135,1,0, 
REDONDO BEACH,5550026A,1249,469,N,1102,TOTAL,896,0,0,151,1,6,0,3,20,201,0,9,0,1,109,1,1,47,331,4,0, 
REDONDO BEACH,5550029A,1250,469,N, ,POLLING PLACE,331,0,0,33,0,2,0,2,6,127,0,3,0,0,25,0,0,11,114,2,0, 
REDONDO BEACH,5550029A,1250,469,N, ,VBM PORTION,353,0,0,50,0,1,0,0,13,117,0,5,1,0,56,0,0,18,87,1,0, 
REDONDO BEACH,5550029A,1250,469,N,953,TOTAL,684,0,0,83,0,3,0,2,19,244,0,8,1,0,81,0,0,29,201,3,0, 
REDONDO BEACH,5550032A,1251,469,N, ,POLLING PLACE,403,0,0,54,0,2,0,2,4,140,0,5,0,1,29,0,0,6,150,2,0, 
REDONDO BEACH,5550032A,1251,469,N, ,VBM PORTION,460,0,0,87,0,7,0,0,7,127,0,16,0,0,55,0,0,28,123,3,0, 
REDONDO BEACH,5550032A,1251,469,N,1219,TOTAL,863,0,0,141,0,9,0,2,11,267,0,21,0,1,84,0,0,34,273,5,0, 
REDONDO BEACH,5550036A,1252,469,N, ,POLLING PLACE,391,0,0,48,0,2,0,3,4,152,0,3,0,0,26,0,0,5,143,0,0, 
REDONDO BEACH,5550036A,1252,469,N, ,VBM PORTION,379,0,0,56,0,3,0,0,10,120,0,14,0,0,41,0,0,36,90,1,0, 
REDONDO BEACH,5550036A,1252,469,N,1113,TOTAL,770,0,0,104,0,5,0,3,14,272,0,17,0,0,67,0,0,41,233,1,0, 
REDONDO BEACH,5550038A,1253,469,N, ,POLLING PLACE,385,0,0,56,0,1,0,1,8,137,0,3,0,0,36,0,0,11,129,0,0, 
REDONDO BEACH,5550038A,1253,469,N, ,VBM PORTION,419,0,0,76,1,7,0,0,12,127,0,6,0,0,50,0,0,24,108,2,1, 
REDONDO BEACH,5550038A,1253,469,N,1081,TOTAL,804,0,0,132,1,8,0,1,20,264,0,9,0,0,86,0,0,35,237,2,1, 
REDONDO BEACH,5550042A,1254,469,N, ,POLLING PLACE,265,0,0,39,0,1,0,0,10,68,0,1,1,0,24,0,1,4,109,2,0, 
REDONDO BEACH,5550042A,1254,469,N, ,VBM PORTION,262,0,0,47,1,0,0,0,3,76,0,6,1,0,33,0,0,17,66,2,0, 
REDONDO BEACH,5550042A,1254,469,N,668,TOTAL,527,0,0,86,1,1,0,0,13,144,0,7,2,0,57,0,1,21,175,4,0, 
REDONDO BEACH,5550045A,1255,469,N, ,POLLING PLACE,350,0,0,65,0,0,2,1,3,103,0,5,1,0,41,0,0,9,116,1,0, 
REDONDO BEACH,5550045A,1255,469,N, ,VBM PORTION,385,0,0,64,0,3,0,0,8,119,0,4,1,0,39,0,1,21,115,5,0, 
REDONDO BEACH,5550045A,1255,469,N,1013,TOTAL,735,0,0,129,0,3,2,1,11,222,0,9,2,0,80,0,1,30,231,6,0, 
REDONDO BEACH,5550047A,1256,469,N, ,POLLING PLACE,426,0,0,75,0,3,3,2,4,152,0,0,0,0,31,0,0,6,143,4,0, 
REDONDO BEACH,5550047A,1256,469,N, ,VBM PORTION,395,0,0,77,0,3,0,0,6,133,0,4,0,0,37,0,0,22,108,1,0, 
REDONDO BEACH,5550047A,1256,469,N,1066,TOTAL,821,0,0,152,0,6,3,2,10,285,0,4,0,0,68,0,0,28,251,5,0, 
REDONDO BEACH,5550063A,1257,469,N, ,POLLING PLACE,348,0,0,55,0,2,0,1,2,105,0,4,0,1,32,0,1,6,135,2,0, 
REDONDO BEACH,5550063A,1257,469,N, ,VBM PORTION,419,0,0,70,0,3,0,0,20,122,0,5,0,0,64,0,0,26,100,3,0, 
REDONDO BEACH,5550063A,1257,469,N,968,TOTAL,767,0,0,125,0,5,0,1,22,227,0,9,0,1,96,0,1,32,235,5,0, 
REDONDO BEACH,5550069A,1258,469,N, ,POLLING PLACE,400,0,0,52,0,0,2,2,6,104,0,2,0,0,50,0,0,13,157,4,0, 
REDONDO BEACH,5550069A,1258,469,N, ,VBM PORTION,456,0,0,71,1,3,0,0,20,99,0,4,0,0,69,0,0,50,132,2,0, 
REDONDO BEACH,5550069A,1258,469,N,1051,TOTAL,856,0,0,123,1,3,2,2,26,203,0,6,0,0,119,0,0,63,289,6,0, 
REDONDO BEACH,5550071A,1259,469,N, ,POLLING PLACE,365,0,0,52,0,2,4,0,4,89,0,3,0,0,40,0,0,11,154,2,0, 
REDONDO BEACH,5550071A,1259,469,N, ,VBM PORTION,407,0,0,52,0,3,0,0,17,100,0,6,0,0,56,0,0,34,127,2,0, 
REDONDO BEACH,5550071A,1259,469,N,886,TOTAL,772,0,0,104,0,5,4,0,21,189,0,9,0,0,96,0,0,45,281,4,0, 
REDONDO BEACH,5550092A,1260,469,N, ,POLLING PLACE,366,0,0,62,1,1,0,2,1,89,0,3,0,0,41,0,1,7,146,4,0, 
REDONDO BEACH,5550092A,1260,469,N, ,VBM PORTION,375,0,0,69,0,0,0,1,12,88,0,5,0,0,59,0,0,34,98,1,0, 
REDONDO BEACH,5550092A,1260,469,N,951,TOTAL,741,0,0,131,1,1,0,3,13,177,0,8,0,0,100,0,1,41,244,5,0, 
REDONDO BEACH,5550093B,1261,469,N, ,POLLING PLACE,430,0,0,57,0,2,0,1,6,118,0,8,0,1,52,0,0,9,172,3,0, 
REDONDO BEACH,5550093B,1261,469,N, ,VBM PORTION,459,0,0,63,0,4,0,0,21,126,0,4,0,0,63,0,0,35,130,1,0, 
REDONDO BEACH,5550093B,1261,469,N,1098,TOTAL,889,0,0,120,0,6,0,1,27,244,0,12,0,1,115,0,0,44,302,4,0, 
REDONDO BEACH,5550094A,1262,469,N, ,POLLING PLACE,368,0,0,55,1,1,1,0,5,102,0,1,0,0,40,0,0,8,148,0,0, 
REDONDO BEACH,5550094A,1262,469,N, ,VBM PORTION,430,0,0,88,0,7,0,0,20,117,0,5,0,0,47,0,0,39,99,0,1, 
REDONDO BEACH,5550094A,1262,469,N,1002,TOTAL,798,0,0,143,1,8,1,0,25,219,0,6,0,0,87,0,0,47,247,0,1, 
RIO HONDO,5600073A,1263,316,N, ,POLLING PLACE,88,1,1,3,0,0,0,0,0,48,0,2,0,0,5,0,0,1,21,5,1, 
RIO HONDO,5600073A,1263,316,N, ,VBM PORTION,48,1,0,4,0,0,0,0,0,26,0,0,0,0,9,0,0,0,8,0,0, 
RIO HONDO,5600073A,1263,316,N,363,TOTAL,136,2,1,7,0,0,0,0,0,74,0,2,0,0,14,0,0,1,29,5,1, 
RIO HONDO,5600086A,6160,216,Y, ,POLLING PLACE,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0, 
RIO HONDO,5600086A,6160,216,Y, ,VBM PORTION,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0, 
RIO HONDO,5600086A,6160,216,Y,17,TOTAL,9,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0, 
ROLLING HILLS,5700001A,1264,472,N, ,POLLING PLACE,164,0,0,16,0,0,1,0,1,19,0,0,0,0,39,0,0,1,82,2,0, 
ROLLING HILLS,5700001A,1264,472,N, ,VBM PORTION,142,0,0,20,0,0,0,0,4,18,0,0,0,0,38,0,0,10,46,1,1, 
ROLLING HILLS,5700001A,1264,472,N,358,TOTAL,306,0,0,36,0,0,1,0,5,37,0,0,0,0,77,0,0,11,128,3,1, 
ROLLING HILLS ESTATES,5730003A,1265,472,N, ,POLLING PLACE,246,0,0,30,0,1,0,0,4,51,0,2,0,0,35,0,0,11,102,1,0, 
ROLLING HILLS ESTATES,5730003A,1265,472,N, ,VBM PORTION,249,0,0,38,0,2,0,0,8,54,0,3,0,0,39,0,0,24,75,3,0, 
ROLLING HILLS ESTATES,5730003A,1265,472,N,581,TOTAL,495,0,0,68,0,3,0,0,12,105,0,5,0,0,74,0,0,35,177,4,0, 
ROLLING HILLS ESTATES,5730005A,1266,472,N, ,POLLING PLACE,216,1,0,16,0,0,0,0,9,30,0,3,0,0,36,0,0,8,107,0,0, 
ROLLING HILLS ESTATES,5730005A,1266,472,N, ,VBM PORTION,291,0,0,26,0,1,0,0,18,62,0,4,1,0,64,0,0,23,84,0,0, 
ROLLING HILLS ESTATES,5730005A,1266,472,N,593,TOTAL,507,1,0,42,0,1,0,0,27,92,0,7,1,0,100,0,0,31,191,0,0, 
ROLLING HILLS ESTATES,5730011A,1267,472,N, ,POLLING PLACE,227,0,0,20,0,2,1,0,6,51,0,0,0,0,32,0,0,2,107,2,0, 
ROLLING HILLS ESTATES,5730011A,1267,472,N, ,VBM PORTION,292,0,0,27,0,1,0,0,12,56,0,8,0,0,63,0,0,18,98,1,0, 
ROLLING HILLS ESTATES,5730011A,1267,472,N,658,TOTAL,519,0,0,47,0,3,1,0,18,107,0,8,0,0,95,0,0,20,205,3,0, 
ROSEMEAD,5750001A,1268,210,N, ,POLLING PLACE,202,0,1,14,0,1,0,0,1,94,0,6,0,2,22,0,2,0,58,0,0, 
ROSEMEAD,5750001A,1268,210,N, ,VBM PORTION,192,1,0,18,0,7,1,0,1,67,0,13,0,0,30,0,0,7,42,0,0, 
ROSEMEAD,5750001A,1268,210,N,908,TOTAL,394,1,1,32,0,8,1,0,2,161,0,19,0,2,52,0,2,7,100,0,0, 
ROSEMEAD,5750003A,1269,210,N, ,POLLING PLACE,220,1,0,6,0,8,1,0,0,108,0,4,0,0,26,0,0,0,62,1,0, 
ROSEMEAD,5750003A,1269,210,N, ,VBM PORTION,216,1,0,14,0,12,1,0,0,93,0,3,0,0,30,0,0,2,50,0,0, 
ROSEMEAD,5750003A,1269,210,N,1005,TOTAL,436,2,0,20,0,20,2,0,0,201,0,7,0,0,56,0,0,2,112,1,0, 
ROSEMEAD,5750004A,6161,217,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
ROSEMEAD,5750004A,6161,217,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
ROSEMEAD,5750004A,6161,217,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
ROSEMEAD,5750011A,1270,210,N, ,POLLING PLACE,251,2,0,13,0,4,0,1,1,127,2,2,0,0,27,0,0,1,67,1,0, 
ROSEMEAD,5750011A,1270,210,N, ,VBM PORTION,209,0,0,19,0,15,1,0,1,87,1,12,0,0,29,1,0,8,25,1,0, 
ROSEMEAD,5750011A,1270,210,N,967,TOTAL,460,2,0,32,0,19,1,1,2,214,3,14,0,0,56,1,0,9,92,2,0, 
ROSEMEAD,5750012A,1271,210,N, ,POLLING PLACE,277,0,0,14,0,5,1,0,2,152,1,7,0,1,20,0,0,1,63,3,0, 
ROSEMEAD,5750012A,1271,210,N, ,VBM PORTION,179,0,0,16,0,6,0,0,1,79,0,6,0,0,17,0,0,5,40,0,1, 
ROSEMEAD,5750012A,1271,210,N,984,TOTAL,456,0,0,30,0,11,1,0,3,231,1,13,0,1,37,0,0,6,103,3,1, 
ROSEMEAD,5750015A,1272,211,N, ,POLLING PLACE,183,0,0,10,0,3,0,0,1,92,1,3,0,1,20,0,0,0,49,0,0, 
ROSEMEAD,5750015A,1272,211,N, ,VBM PORTION,151,0,0,5,0,6,0,0,0,70,1,2,1,0,26,0,1,2,30,1,0, 
ROSEMEAD,5750015A,1272,211,N,908,TOTAL,334,0,0,15,0,9,0,0,1,162,2,5,1,1,46,0,1,2,79,1,0, 
ROSEMEAD,5750019A,1273,210,N, ,POLLING PLACE,92,0,0,8,0,3,0,0,0,35,0,3,0,0,10,0,0,0,32,0,0, 
ROSEMEAD,5750019A,1273,210,N, ,VBM PORTION,130,1,0,9,0,5,1,0,3,50,0,1,0,0,16,0,0,5,37,0,0, 
ROSEMEAD,5750019A,1273,210,N,369,TOTAL,222,1,0,17,0,8,1,0,3,85,0,4,0,0,26,0,0,5,69,0,0, 
ROSEMEAD,5750020A,1274,211,N, ,POLLING PLACE,193,0,0,7,0,1,0,1,0,104,4,1,1,0,26,0,0,0,44,0,0, 
ROSEMEAD,5750020A,1274,211,N, ,VBM PORTION,147,1,0,9,0,7,1,0,2,65,0,2,0,0,18,0,0,6,22,1,2, 
ROSEMEAD,5750020A,1274,211,N,879,TOTAL,340,1,0,16,0,8,1,1,2,169,4,3,1,0,44,0,0,6,66,1,2, 
ROSEMEAD,5750023A,1275,210,N, ,POLLING PLACE,252,0,0,12,0,0,0,0,0,124,1,4,0,0,23,1,0,2,79,1,0, 
ROSEMEAD,5750023A,1275,210,N, ,VBM PORTION,189,1,0,23,0,9,0,0,1,74,0,10,0,0,26,0,0,4,30,0,0, 
ROSEMEAD,5750023A,1275,210,N,991,TOTAL,441,1,0,35,0,9,0,0,1,198,1,14,0,0,49,1,0,6,109,1,0, 
ROSEMEAD,5750026A,1276,211,N, ,POLLING PLACE,143,0,0,11,0,2,0,0,1,93,1,2,0,0,8,0,0,2,22,0,0, 
ROSEMEAD,5750026A,1276,211,N, ,VBM PORTION,120,0,0,8,0,1,0,1,0,62,0,1,0,0,25,1,0,2,14,0,0, 
ROSEMEAD,5750026A,1276,211,N,668,TOTAL,263,0,0,19,0,3,0,1,1,155,1,3,0,0,33,1,0,4,36,0,0, 
ROSEMEAD,5750027A,1277,211,N, ,POLLING PLACE,149,0,0,12,0,2,0,0,0,79,0,1,0,0,10,0,0,0,37,0,0, 
ROSEMEAD,5750027A,1277,211,N, ,VBM PORTION,110,0,0,14,0,10,0,1,1,45,0,1,0,0,13,0,0,5,17,0,0, 
ROSEMEAD,5750027A,1277,211,N,688,TOTAL,259,0,0,26,0,12,0,1,1,124,0,2,0,0,23,0,0,5,54,0,0, 
ROSEMEAD,5750030C,1278,211,N, ,POLLING PLACE,179,0,0,14,0,0,1,0,0,98,0,2,0,0,25,1,0,0,33,0,0, 
ROSEMEAD,5750030C,1278,211,N, ,VBM PORTION,127,0,0,8,1,7,0,1,2,66,0,2,0,0,9,0,0,7,15,1,1, 
ROSEMEAD,5750030C,1278,211,N,750,TOTAL,306,0,0,22,1,7,1,1,2,164,0,4,0,0,34,1,0,7,48,1,1, 
ROSEMEAD,5750033A,1279,211,N, ,POLLING PLACE,217,0,0,22,0,0,0,0,0,123,0,6,1,0,15,0,0,1,39,2,0, 
ROSEMEAD,5750033A,1279,211,N, ,VBM PORTION,197,1,0,14,0,8,0,0,0,81,1,6,1,1,35,0,0,9,36,0,0, 
ROSEMEAD,5750033A,1279,211,N,987,TOTAL,414,1,0,36,0,8,0,0,0,204,1,12,2,1,50,0,0,10,75,2,0, 
ROWLAND HEIGHTS,5850005A,1280,308,N, ,POLLING PLACE,162,0,0,14,0,2,0,0,0,75,0,0,0,0,17,1,2,2,45,0,0, 
ROWLAND HEIGHTS,5850005A,1280,308,N, ,VBM PORTION,242,0,0,14,1,10,0,1,2,96,0,3,0,0,39,0,0,6,61,1,0, 
ROWLAND HEIGHTS,5850005A,1280,308,N,863,TOTAL,404,0,0,28,1,12,0,1,2,171,0,3,0,0,56,1,2,8,106,1,0, 
ROWLAND HEIGHTS,5850011A,1281,308,N, ,POLLING PLACE,156,0,0,9,0,0,0,0,0,58,0,1,0,0,18,1,0,1,65,0,0, 
ROWLAND HEIGHTS,5850011A,1281,308,N, ,VBM PORTION,257,0,0,23,1,8,0,0,7,86,0,9,0,0,40,0,0,12,57,3,0, 
ROWLAND HEIGHTS,5850011A,1281,308,N,717,TOTAL,413,0,0,32,1,8,0,0,7,144,0,10,0,0,58,1,0,13,122,3,0, 
ROWLAND HEIGHTS,5850012A,1282,308,N, ,POLLING PLACE,191,3,0,11,0,2,0,0,0,68,0,1,0,0,23,2,3,2,68,2,0, 
