COUNTY OF LOS ANGELES,GENERAL ELECTION,11/08/2022,,,,,,,,
LOS ANGELES CITY GEN-MAYOR, , , , ,,,,,,
LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,KAREN RUTH BASS,RICK J CARUSO,
LOS ANGELES,9005315A,1712,475,N,3593,TOTAL,2094,1572,496, 
LOS ANGELES,9005317A,1713,475,N, ,POLLING PLACE,328,199,124, 
LOS ANGELES,9005317A,1713,475,N, ,VBM PORTION,1795,1348,421, 
LOS ANGELES,9005317A,1713,475,N,3666,TOTAL,2123,1547,545, 
LOS ANGELES,9005322A,1714,475,N, ,POLLING PLACE,164,95,66, 
LOS ANGELES,9005322A,1714,475,N, ,VBM PORTION,728,561,159, 
LOS ANGELES,9005322A,1714,475,N,1955,TOTAL,892,656,225, 
LOS ANGELES,9005401A,1715,297,N, ,POLLING PLACE,185,91,84, 
LOS ANGELES,9005401A,1715,297,N, ,VBM PORTION,750,340,383, 
LOS ANGELES,9005401A,1715,297,N,2995,TOTAL,935,431,467, 
LOS ANGELES,9005428A,7832,209,N, ,POLLING PLACE,211,48,163, 
LOS ANGELES,9005428A,7832,209,N, ,VBM PORTION,953,353,578, 
LOS ANGELES,9005428A,7832,209,N,1752,TOTAL,1164,401,741, 
LOS ANGELES,9005472A,1716,486,N, ,POLLING PLACE,130,60,65, 
LOS ANGELES,9005472A,1716,486,N, ,VBM PORTION,437,252,177, 
LOS ANGELES,9005472A,1716,486,N,2799,TOTAL,567,312,242, 
LOS ANGELES,9005485A,1717,486,N, ,POLLING PLACE,126,65,57, 
LOS ANGELES,9005485A,1717,486,N, ,VBM PORTION,335,223,106, 
LOS ANGELES,9005485A,1717,486,N,2420,TOTAL,461,288,163, 
LOS ANGELES,9005504A,1718,466,N, ,POLLING PLACE,280,155,119, 
LOS ANGELES,9005504A,1718,466,N, ,VBM PORTION,1565,1090,450, 
LOS ANGELES,9005504A,1718,466,N,3184,TOTAL,1845,1245,569, 
LOS ANGELES,9005520A,7833,777,N, ,POLLING PLACE,169,45,124, 
LOS ANGELES,9005520A,7833,777,N, ,VBM PORTION,684,323,343, 
LOS ANGELES,9005520A,7833,777,N,1362,TOTAL,853,368,467, 
LOS ANGELES,9005530A,1719,617,N, ,POLLING PLACE,345,126,215, 
LOS ANGELES,9005530A,1719,617,N, ,VBM PORTION,1543,834,668, 
LOS ANGELES,9005530A,1719,617,N,3739,TOTAL,1888,960,883, 
LOS ANGELES,9005537A,1720,291,N, ,POLLING PLACE,117,54,62, 
LOS ANGELES,9005537A,1720,291,N, ,VBM PORTION,623,395,216, 
LOS ANGELES,9005537A,1720,291,N,1927,TOTAL,740,449,278, 
LOS ANGELES,9005538B,1721,291,N, ,POLLING PLACE,174,100,72, 
LOS ANGELES,9005538B,1721,291,N, ,VBM PORTION,554,322,219, 
LOS ANGELES,9005538B,1721,291,N,1904,TOTAL,728,422,291, 
LOS ANGELES,9005541A,1722,278,N, ,POLLING PLACE,358,254,97, 
LOS ANGELES,9005541A,1722,278,N, ,VBM PORTION,1409,1118,258, 
LOS ANGELES,9005541A,1722,278,N,3116,TOTAL,1767,1372,355, 
LOS ANGELES,9005543E,7834,298,N, ,POLLING PLACE,110,73,31, 
LOS ANGELES,9005543E,7834,298,N, ,VBM PORTION,393,251,120, 
LOS ANGELES,9005543E,7834,298,N,1207,TOTAL,503,324,151, 
LOS ANGELES,9005634A,1723,9,N, ,POLLING PLACE,138,56,80, 
LOS ANGELES,9005634A,1723,9,N, ,VBM PORTION,541,282,249, 
LOS ANGELES,9005634A,1723,9,N,2611,TOTAL,679,338,329, 
LOS ANGELES,9005640A,7835,18,N, ,POLLING PLACE,38,11,25, 
LOS ANGELES,9005640A,7835,18,N, ,VBM PORTION,205,74,129, 
LOS ANGELES,9005640A,7835,18,N,809,TOTAL,243,85,154, 
LOS ANGELES,9005646A,1724,28,N, ,POLLING PLACE,417,116,289, 
LOS ANGELES,9005646A,1724,28,N, ,VBM PORTION,993,399,559, 
LOS ANGELES,9005646A,1724,28,N,3104,TOTAL,1410,515,848, 
LOS ANGELES,9005662A,1725,18,N, ,POLLING PLACE,91,38,48, 
LOS ANGELES,9005662A,1725,18,N, ,VBM PORTION,346,167,166, 
LOS ANGELES,9005662A,1725,18,N,1554,TOTAL,437,205,214, 
LOS ANGELES,9005668A,1726,18,N, ,POLLING PLACE,106,37,62, 
LOS ANGELES,9005668A,1726,18,N, ,VBM PORTION,414,156,251, 
LOS ANGELES,9005668A,1726,18,N,1480,TOTAL,520,193,313, 
LOS ANGELES,9005670A,1727,9,N, ,POLLING PLACE,127,54,72, 
LOS ANGELES,9005670A,1727,9,N, ,VBM PORTION,549,279,259, 
LOS ANGELES,9005670A,1727,9,N,2775,TOTAL,676,333,331, 
LOS ANGELES,9005671A,1728,9,N, ,POLLING PLACE,121,70,48, 
LOS ANGELES,9005671A,1728,9,N, ,VBM PORTION,586,289,283, 
LOS ANGELES,9005671A,1728,9,N,2643,TOTAL,707,359,331, 
LOS ANGELES,9005759A,7836,452,N, ,POLLING PLACE,87,53,34, 
LOS ANGELES,9005759A,7836,452,N, ,VBM PORTION,361,223,130, 
LOS ANGELES,9005759A,7836,452,N,1000,TOTAL,448,276,164, 
LOS ANGELES,9005769B,1729,298,N, ,POLLING PLACE,283,158,114, 
LOS ANGELES,9005769B,1729,298,N, ,VBM PORTION,872,453,400, 
LOS ANGELES,9005769B,1729,298,N,3529,TOTAL,1155,611,514, 
LOS ANGELES,9005778A,7837,269,N, ,POLLING PLACE,138,91,46, 
LOS ANGELES,9005778A,7837,269,N, ,VBM PORTION,758,467,277, 
LOS ANGELES,9005778A,7837,269,N,1931,TOTAL,896,558,323, 
LOS ANGELES,9005816A,7838,224,N, ,POLLING PLACE,226,113,108, 
LOS ANGELES,9005816A,7838,224,N, ,VBM PORTION,970,636,310, 
LOS ANGELES,9005816A,7838,224,N,2013,TOTAL,1196,749,418, 
LOS ANGELES,9005818A,1730,224,N, ,POLLING PLACE,232,127,98, 
LOS ANGELES,9005818A,1730,224,N, ,VBM PORTION,936,635,285, 
LOS ANGELES,9005818A,1730,224,N,2164,TOTAL,1168,762,383, 
LOS ANGELES,9005821A,1731,231,N, ,POLLING PLACE,314,165,145, 
LOS ANGELES,9005821A,1731,231,N, ,VBM PORTION,1657,1117,499, 
LOS ANGELES,9005821A,1731,231,N,3520,TOTAL,1971,1282,644, 
LOS ANGELES,9005833A,1732,210,N, ,POLLING PLACE,364,124,237, 
LOS ANGELES,9005833A,1732,210,N, ,VBM PORTION,1799,882,886, 
LOS ANGELES,9005833A,1732,210,N,3429,TOTAL,2163,1006,1123, 
LOS ANGELES,9005837A,1733,453,N, ,POLLING PLACE,235,98,132, 
LOS ANGELES,9005837A,1733,453,N, ,VBM PORTION,1422,836,548, 
LOS ANGELES,9005837A,1733,453,N,2834,TOTAL,1657,934,680, 
LOS ANGELES,9005919A,1734,210,N, ,POLLING PLACE,348,78,266, 
LOS ANGELES,9005919A,1734,210,N, ,VBM PORTION,1803,626,1148, 
LOS ANGELES,9005919A,1734,210,N,2783,TOTAL,2151,704,1414, 
LOS ANGELES,9005928A,1735,210,N, ,POLLING PLACE,437,102,332, 
LOS ANGELES,9005928A,1735,210,N, ,VBM PORTION,2593,952,1604, 
LOS ANGELES,9005928A,1735,210,N,4114,TOTAL,3030,1054,1936, 
LOS ANGELES,9005934F,7839,236,N, ,POLLING PLACE,9,5,4, 
LOS ANGELES,9005934F,7839,236,N, ,VBM PORTION,45,31,14, 
LOS ANGELES,9005934F,7839,236,N,83,TOTAL,54,36,18, 
LOS ANGELES,9005935A,7840,235,N, ,POLLING PLACE,6,2,3, 
LOS ANGELES,9005935A,7840,235,N, ,VBM PORTION,47,22,24, 
LOS ANGELES,9005935A,7840,235,N,83,TOTAL,53,24,27, 
LOS ANGELES,9005936A,1736,236,N, ,POLLING PLACE,371,182,178, 
LOS ANGELES,9005936A,1736,236,N, ,VBM PORTION,1130,723,381, 
LOS ANGELES,9005936A,1736,236,N,2479,TOTAL,1501,905,559, 
LOS ANGELES,9006027A,1737,463,N, ,POLLING PLACE,446,159,283, 
LOS ANGELES,9006027A,1737,463,N, ,VBM PORTION,1935,916,985, 
LOS ANGELES,9006027A,1737,463,N,3233,TOTAL,2381,1075,1268, 
LOS ANGELES,9006035A,7842,869,N, ,POLLING PLACE,1,1,0, 
LOS ANGELES,9006035A,7842,869,N, ,VBM PORTION,2,2,0, 
LOS ANGELES,9006035A,7842,869,N,33,TOTAL,3,3,0, 
LOS ANGELES,9006085A,1738,486,N, ,POLLING PLACE,102,80,20, 
LOS ANGELES,9006085A,1738,486,N, ,VBM PORTION,367,281,83, 
LOS ANGELES,9006085A,1738,486,N,1759,TOTAL,469,361,103, 
LOS ANGELES,9006203B,1739,9,N, ,POLLING PLACE,218,59,153, 
LOS ANGELES,9006203B,1739,9,N, ,VBM PORTION,1034,459,551, 
LOS ANGELES,9006203B,1739,9,N,2755,TOTAL,1252,518,704, 
LOS ANGELES,9006206A,1740,9,N, ,POLLING PLACE,152,62,88, 
LOS ANGELES,9006206A,1740,9,N, ,VBM PORTION,568,282,270, 
LOS ANGELES,9006206A,1740,9,N,2836,TOTAL,720,344,358, 
LOS ANGELES,9006212A,1741,9,N, ,POLLING PLACE,176,48,120, 
LOS ANGELES,9006212A,1741,9,N, ,VBM PORTION,786,353,416, 
LOS ANGELES,9006212A,1741,9,N,2505,TOTAL,962,401,536, 
LOS ANGELES,9006215A,1742,9,N, ,POLLING PLACE,179,64,109, 
LOS ANGELES,9006215A,1742,9,N, ,VBM PORTION,568,242,306, 
LOS ANGELES,9006215A,1742,9,N,2384,TOTAL,747,306,415, 
LOS ANGELES,9006217A,1743,9,N, ,POLLING PLACE,237,62,167, 
LOS ANGELES,9006217A,1743,9,N, ,VBM PORTION,833,323,482, 
LOS ANGELES,9006217A,1743,9,N,2660,TOTAL,1070,385,649, 
LOS ANGELES,9006218A,1744,9,N, ,POLLING PLACE,165,59,105, 
LOS ANGELES,9006218A,1744,9,N, ,VBM PORTION,679,284,379, 
LOS ANGELES,9006218A,1744,9,N,2833,TOTAL,844,343,484, 
LOS ANGELES,9006220A,1745,379,N, ,POLLING PLACE,381,79,294, 
LOS ANGELES,9006220A,1745,379,N, ,VBM PORTION,1230,477,716, 
LOS ANGELES,9006220A,1745,379,N,3026,TOTAL,1611,556,1010, 
LOS ANGELES,9006232A,1746,379,N, ,POLLING PLACE,263,62,190, 
LOS ANGELES,9006232A,1746,379,N, ,VBM PORTION,1203,517,658, 
LOS ANGELES,9006232A,1746,379,N,2734,TOTAL,1466,579,848, 
LOS ANGELES,9006242A,1747,379,N, ,POLLING PLACE,290,61,221, 
LOS ANGELES,9006242A,1747,379,N, ,VBM PORTION,1074,419,624, 
LOS ANGELES,9006242A,1747,379,N,2616,TOTAL,1364,480,845, 
LOS ANGELES,9006248A,1748,379,N, ,POLLING PLACE,353,61,277, 
LOS ANGELES,9006248A,1748,379,N, ,VBM PORTION,1576,500,1038, 
LOS ANGELES,9006248A,1748,379,N,3417,TOTAL,1929,561,1315, 
LOS ANGELES,9006249A,1749,379,N, ,POLLING PLACE,374,63,308, 
LOS ANGELES,9006249A,1749,379,N, ,VBM PORTION,1334,471,821, 
LOS ANGELES,9006249A,1749,379,N,3010,TOTAL,1708,534,1129, 
LOS ANGELES,9006256A,1750,771,N, ,POLLING PLACE,282,83,189, 
LOS ANGELES,9006256A,1750,771,N, ,VBM PORTION,1229,519,672, 
LOS ANGELES,9006256A,1750,771,N,3084,TOTAL,1511,602,861, 
LOS ANGELES,9006259A,7843,379,N, ,POLLING PLACE,106,27,75, 
LOS ANGELES,9006259A,7843,379,N, ,VBM PORTION,513,223,269, 
LOS ANGELES,9006259A,7843,379,N,1192,TOTAL,619,250,344, 
LOS ANGELES,9006267A,1751,771,N, ,POLLING PLACE,351,92,242, 
LOS ANGELES,9006267A,1751,771,N, ,VBM PORTION,1409,628,748, 
LOS ANGELES,9006267A,1751,771,N,3386,TOTAL,1760,720,990, 
LOS ANGELES,9006274A,1752,771,N, ,POLLING PLACE,245,65,174, 
LOS ANGELES,9006274A,1752,771,N, ,VBM PORTION,775,354,396, 
LOS ANGELES,9006274A,1752,771,N,2059,TOTAL,1020,419,570, 
LOS ANGELES,9006280A,7844,777,N, ,POLLING PLACE,90,20,67, 
LOS ANGELES,9006280A,7844,777,N, ,VBM PORTION,545,221,304, 
LOS ANGELES,9006280A,7844,777,N,1109,TOTAL,635,241,371, 
LOS ANGELES,9006302A,1753,277,N, ,POLLING PLACE,244,168,72, 
LOS ANGELES,9006302A,1753,277,N, ,VBM PORTION,1406,1069,312, 
LOS ANGELES,9006302A,1753,277,N,2872,TOTAL,1650,1237,384, 
LOS ANGELES,9006305A,1754,277,N, ,POLLING PLACE,302,179,114, 
LOS ANGELES,9006305A,1754,277,N, ,VBM PORTION,1331,909,405, 
LOS ANGELES,9006305A,1754,277,N,2707,TOTAL,1633,1088,519, 
LOS ANGELES,9006314B,7846,291,N, ,POLLING PLACE,55,35,19, 
LOS ANGELES,9006314B,7846,291,N, ,VBM PORTION,255,186,66, 
LOS ANGELES,9006314B,7846,291,N,548,TOTAL,310,221,85, 
LOS ANGELES,9006315A,1755,290,N, ,POLLING PLACE,285,182,94, 
LOS ANGELES,9006315A,1755,290,N, ,VBM PORTION,1766,1217,522, 
LOS ANGELES,9006315A,1755,290,N,2933,TOTAL,2051,1399,616, 
LOS ANGELES,9006317A,1756,290,N, ,POLLING PLACE,196,111,82, 
LOS ANGELES,9006317A,1756,290,N, ,VBM PORTION,1005,651,324, 
LOS ANGELES,9006317A,1756,290,N,2187,TOTAL,1201,762,406, 
LOS ANGELES,9006334A,1757,290,N, ,POLLING PLACE,299,158,137, 
LOS ANGELES,9006334A,1757,290,N, ,VBM PORTION,1475,972,484, 
LOS ANGELES,9006334A,1757,290,N,2963,TOTAL,1774,1130,621, 
LOS ANGELES,9006337A,1758,290,N, ,POLLING PLACE,232,119,106, 
LOS ANGELES,9006337A,1758,290,N, ,VBM PORTION,1251,774,462, 
LOS ANGELES,9006337A,1758,290,N,2237,TOTAL,1483,893,568, 
LOS ANGELES,9006344A,1759,240,N, ,POLLING PLACE,397,170,213, 
LOS ANGELES,9006344A,1759,240,N, ,VBM PORTION,2013,1174,785, 
LOS ANGELES,9006344A,1759,240,N,3845,TOTAL,2410,1344,998, 
LOS ANGELES,9006350A,1760,943,N, ,POLLING PLACE,227,62,155, 
LOS ANGELES,9006350A,1760,943,N, ,VBM PORTION,1030,419,579, 
LOS ANGELES,9006350A,1760,943,N,2096,TOTAL,1257,481,734, 
LOS ANGELES,9006354A,1761,940,N, ,POLLING PLACE,199,48,140, 
LOS ANGELES,9006354A,1761,940,N, ,VBM PORTION,719,241,463, 
LOS ANGELES,9006354A,1761,940,N,1697,TOTAL,918,289,603, 
LOS ANGELES,9006359A,7847,940,N, ,POLLING PLACE,198,45,153, 
LOS ANGELES,9006359A,7847,940,N, ,VBM PORTION,639,195,421, 
LOS ANGELES,9006359A,7847,940,N,1328,TOTAL,837,240,574, 
LOS ANGELES,9006361C,1762,940,N, ,POLLING PLACE,296,81,203, 
LOS ANGELES,9006361C,1762,940,N, ,VBM PORTION,828,348,447, 
LOS ANGELES,9006361C,1762,940,N,2422,TOTAL,1124,429,650, 
LOS ANGELES,9006368A,1763,801,N, ,POLLING PLACE,171,50,115, 
LOS ANGELES,9006368A,1763,801,N, ,VBM PORTION,805,296,483, 
LOS ANGELES,9006368A,1763,801,N,1932,TOTAL,976,346,598, 
LOS ANGELES,9006376A,1764,801,N, ,POLLING PLACE,152,41,108, 
LOS ANGELES,9006376A,1764,801,N, ,VBM PORTION,499,212,271, 
LOS ANGELES,9006376A,1764,801,N,1966,TOTAL,651,253,379, 
LOS ANGELES,9006377A,7849,931,N, ,POLLING PLACE,176,40,130, 
LOS ANGELES,9006377A,7849,931,N, ,VBM PORTION,669,244,390, 
LOS ANGELES,9006377A,7849,931,N,1727,TOTAL,845,284,520, 
LOS ANGELES,9006380A,7850,943,N, ,POLLING PLACE,88,40,44, 
LOS ANGELES,9006380A,7850,943,N, ,VBM PORTION,227,107,110, 
LOS ANGELES,9006380A,7850,943,N,663,TOTAL,315,147,154, 
LOS ANGELES,9006383A,7851,940,N, ,POLLING PLACE,113,33,75, 
LOS ANGELES,9006383A,7851,940,N, ,VBM PORTION,299,135,153, 
LOS ANGELES,9006383A,7851,940,N,942,TOTAL,412,168,228, 
LOS ANGELES,9006388A,1765,940,N, ,POLLING PLACE,397,108,275, 
LOS ANGELES,9006388A,1765,940,N, ,VBM PORTION,1227,530,668, 
LOS ANGELES,9006388A,1765,940,N,3151,TOTAL,1624,638,943, 
LOS ANGELES,9006391B,7852,934,N, ,POLLING PLACE,12,2,10, 
LOS ANGELES,9006391B,7852,934,N, ,VBM PORTION,45,18,25, 
LOS ANGELES,9006391B,7852,934,N,102,TOTAL,57,20,35, 
LOS ANGELES,9006398A,1766,943,N, ,POLLING PLACE,389,77,297, 
LOS ANGELES,9006398A,1766,943,N, ,VBM PORTION,1687,597,1038, 
LOS ANGELES,9006398A,1766,943,N,2949,TOTAL,2076,674,1335, 
LOS ANGELES,9006403C,7853,29,N, ,POLLING PLACE,146,43,101, 
LOS ANGELES,9006403C,7853,29,N, ,VBM PORTION,560,264,277, 
LOS ANGELES,9006403C,7853,29,N,1640,TOTAL,706,307,378, 
LOS ANGELES,9006405A,1767,29,N, ,POLLING PLACE,185,72,103, 
LOS ANGELES,9006405A,1767,29,N, ,VBM PORTION,699,333,344, 
LOS ANGELES,9006405A,1767,29,N,2516,TOTAL,884,405,447, 
LOS ANGELES,9006436A,1768,30,N, ,POLLING PLACE,257,75,179, 
LOS ANGELES,9006436A,1768,30,N, ,VBM PORTION,943,432,485, 
LOS ANGELES,9006436A,1768,30,N,2695,TOTAL,1200,507,664, 
LOS ANGELES,9006441A,1769,30,N, ,POLLING PLACE,254,88,162, 
LOS ANGELES,9006441A,1769,30,N, ,VBM PORTION,1169,598,538, 
LOS ANGELES,9006441A,1769,30,N,3567,TOTAL,1423,686,700, 
LOS ANGELES,9006443A,1770,30,N, ,POLLING PLACE,263,94,161, 
LOS ANGELES,9006443A,1770,30,N, ,VBM PORTION,993,477,476, 
LOS ANGELES,9006443A,1770,30,N,3204,TOTAL,1256,571,637, 
LOS ANGELES,9006445A,1771,30,N, ,POLLING PLACE,237,81,146, 
LOS ANGELES,9006445A,1771,30,N, ,VBM PORTION,709,316,363, 
LOS ANGELES,9006445A,1771,30,N,2324,TOTAL,946,397,509, 
LOS ANGELES,9006452A,1772,777,N, ,POLLING PLACE,231,52,176, 
LOS ANGELES,9006452A,1772,777,N, ,VBM PORTION,1143,476,647, 
LOS ANGELES,9006452A,1772,777,N,2368,TOTAL,1374,528,823, 
LOS ANGELES,9006462A,1773,30,N, ,POLLING PLACE,189,72,110, 
LOS ANGELES,9006462A,1773,30,N, ,VBM PORTION,758,354,384, 
LOS ANGELES,9006462A,1773,30,N,3191,TOTAL,947,426,494, 
LOS ANGELES,9006471A,1774,777,N, ,POLLING PLACE,296,83,203, 
LOS ANGELES,9006471A,1774,777,N, ,VBM PORTION,1166,509,624, 
LOS ANGELES,9006471A,1774,777,N,2853,TOTAL,1462,592,827, 
LOS ANGELES,9006473A,1775,777,N, ,POLLING PLACE,320,112,199, 
LOS ANGELES,9006473A,1775,777,N, ,VBM PORTION,1282,642,599, 
LOS ANGELES,9006473A,1775,777,N,3540,TOTAL,1602,754,798, 
LOS ANGELES,9006482A,1776,777,N, ,POLLING PLACE,362,83,269, 
LOS ANGELES,9006482A,1776,777,N, ,VBM PORTION,1448,683,732, 
LOS ANGELES,9006482A,1776,777,N,3265,TOTAL,1810,766,1001, 
LOS ANGELES,9006487A,1777,777,N, ,POLLING PLACE,321,77,238, 
LOS ANGELES,9006487A,1777,777,N, ,VBM PORTION,1198,519,640, 
LOS ANGELES,9006487A,1777,777,N,2776,TOTAL,1519,596,878, 
LOS ANGELES,9006495A,1778,777,N, ,POLLING PLACE,375,75,294, 
LOS ANGELES,9006495A,1778,777,N, ,VBM PORTION,1570,743,781, 
LOS ANGELES,9006495A,1778,777,N,3283,TOTAL,1945,818,1075, 
LOS ANGELES,9006500A,1779,777,N, ,POLLING PLACE,455,99,347, 
LOS ANGELES,9006500A,1779,777,N, ,VBM PORTION,1868,848,985, 
LOS ANGELES,9006500A,1779,777,N,3907,TOTAL,2323,947,1332, 
LOS ANGELES,9006602A,1780,777,N, ,POLLING PLACE,353,78,269, 
LOS ANGELES,9006602A,1780,777,N, ,VBM PORTION,1321,550,741, 
LOS ANGELES,9006602A,1780,777,N,2836,TOTAL,1674,628,1010, 
LOS ANGELES,9006612A,7854,777,N, ,POLLING PLACE,78,26,49, 
LOS ANGELES,9006612A,7854,777,N, ,VBM PORTION,420,197,212, 
LOS ANGELES,9006612A,7854,777,N,1031,TOTAL,498,223,261, 
LOS ANGELES,9006615A,1781,777,N, ,POLLING PLACE,336,96,239, 
LOS ANGELES,9006615A,1781,777,N, ,VBM PORTION,1686,803,843, 
LOS ANGELES,9006615A,1781,777,N,3382,TOTAL,2022,899,1082, 
LOS ANGELES,9006625A,1782,777,N, ,POLLING PLACE,292,76,212, 
LOS ANGELES,9006625A,1782,777,N, ,VBM PORTION,1377,540,813, 
LOS ANGELES,9006625A,1782,777,N,2992,TOTAL,1669,616,1025, 
LOS ANGELES,9006627A,1783,777,N, ,POLLING PLACE,269,47,218, 
LOS ANGELES,9006627A,1783,777,N, ,VBM PORTION,1013,419,574, 
LOS ANGELES,9006627A,1783,777,N,2083,TOTAL,1282,466,792, 
LOS ANGELES,9006656A,1784,777,N, ,POLLING PLACE,274,88,179, 
LOS ANGELES,9006656A,1784,777,N, ,VBM PORTION,1375,584,758, 
LOS ANGELES,9006656A,1784,777,N,2785,TOTAL,1649,672,937, 
LOS ANGELES,9006667A,1785,777,N, ,POLLING PLACE,431,103,324, 
LOS ANGELES,9006667A,1785,777,N, ,VBM PORTION,2321,890,1384, 
LOS ANGELES,9006667A,1785,777,N,4055,TOTAL,2752,993,1708, 
LOS ANGELES,9007015B,7855,298,N, ,POLLING PLACE,64,36,28, 
LOS ANGELES,9007015B,7855,298,N, ,VBM PORTION,365,213,129, 
LOS ANGELES,9007015B,7855,298,N,934,TOTAL,429,249,157, 
LOS ANGELES,9007017A,7856,300,N, ,POLLING PLACE,4,1,3, 
LOS ANGELES,9007017A,7856,300,N, ,VBM PORTION,2,0,2, 
LOS ANGELES,9007017A,7856,300,N,30,TOTAL,6,1,5, 
LOS ANGELES,9007114A,1786,298,N, ,POLLING PLACE,139,72,65, 
LOS ANGELES,9007114A,1786,298,N, ,VBM PORTION,506,283,208, 
LOS ANGELES,9007114A,1786,298,N,2230,TOTAL,645,355,273, 
LOS ANGELES,9007129A,1787,622,N, ,POLLING PLACE,331,227,91, 
LOS ANGELES,9007129A,1787,622,N, ,VBM PORTION,1367,1054,270, 
LOS ANGELES,9007129A,1787,622,N,3294,TOTAL,1698,1281,361, 
LOS ANGELES,9007139A,1788,773,N, ,POLLING PLACE,358,156,196, 
LOS ANGELES,9007139A,1788,773,N, ,VBM PORTION,2333,1417,876, 
LOS ANGELES,9007139A,1788,773,N,3946,TOTAL,2691,1573,1072, 
LOS ANGELES,9007166A,1789,488,N, ,POLLING PLACE,105,67,35, 
LOS ANGELES,9007166A,1789,488,N, ,VBM PORTION,415,306,101, 
LOS ANGELES,9007166A,1789,488,N,1578,TOTAL,520,373,136, 
LOS ANGELES,9007221A,1790,475,N, ,POLLING PLACE,355,242,108, 
LOS ANGELES,9007221A,1790,475,N, ,VBM PORTION,1724,1321,369, 
LOS ANGELES,9007221A,1790,475,N,3555,TOTAL,2079,1563,477, 
LOS ANGELES,9007222B,7857,450,N, ,POLLING PLACE,23,16,7, 
LOS ANGELES,9007222B,7857,450,N, ,VBM PORTION,81,67,14, 
LOS ANGELES,9007222B,7857,450,N,170,TOTAL,104,83,21, 
LOS ANGELES,9007228B,1791,449,N, ,POLLING PLACE,315,168,141, 
LOS ANGELES,9007228B,1791,449,N, ,VBM PORTION,1594,1107,460, 
LOS ANGELES,9007228B,1791,449,N,3368,TOTAL,1909,1275,601, 
LOS ANGELES,9007313A,1792,28,N, ,POLLING PLACE,249,61,184, 
LOS ANGELES,9007313A,1792,28,N, ,VBM PORTION,863,367,456, 
LOS ANGELES,9007313A,1792,28,N,2178,TOTAL,1112,428,640, 
LOS ANGELES,9007321A,1793,28,N, ,POLLING PLACE,455,85,361, 
LOS ANGELES,9007321A,1793,28,N, ,VBM PORTION,1157,392,746, 
LOS ANGELES,9007321A,1793,28,N,2880,TOTAL,1612,477,1107, 
LOS ANGELES,9007333A,1794,28,N, ,POLLING PLACE,181,44,132, 
LOS ANGELES,9007333A,1794,28,N, ,VBM PORTION,786,328,439, 
LOS ANGELES,9007333A,1794,28,N,2304,TOTAL,967,372,571, 
LOS ANGELES,9007341A,7858,18,N, ,POLLING PLACE,49,15,33, 
LOS ANGELES,9007341A,7858,18,N, ,VBM PORTION,150,67,80, 
LOS ANGELES,9007341A,7858,18,N,752,TOTAL,199,82,113, 
LOS ANGELES,9007349A,1795,475,N, ,POLLING PLACE,176,135,37, 
LOS ANGELES,9007349A,1795,475,N, ,VBM PORTION,1011,713,286, 
LOS ANGELES,9007349A,1795,475,N,2722,TOTAL,1187,848,323, 
LOS ANGELES,9007377A,1796,224,N, ,POLLING PLACE,298,150,138, 
LOS ANGELES,9007377A,1796,224,N, ,VBM PORTION,1040,671,332, 
LOS ANGELES,9007377A,1796,224,N,2626,TOTAL,1338,821,470, 
LOS ANGELES,9007385A,7859,231,N, ,POLLING PLACE,90,48,41, 
LOS ANGELES,9007385A,7859,231,N, ,VBM PORTION,572,367,192, 
LOS ANGELES,9007385A,7859,231,N,1265,TOTAL,662,415,233, 
LOS ANGELES,9007393A,7860,224,N, ,POLLING PLACE,63,40,21, 
LOS ANGELES,9007393A,7860,224,N, ,VBM PORTION,175,116,55, 
LOS ANGELES,9007393A,7860,224,N,507,TOTAL,238,156,76, 
LOS ANGELES,9007542A,1797,297,N, ,POLLING PLACE,152,68,78, 
LOS ANGELES,9007542A,1797,297,N, ,VBM PORTION,492,198,282, 
LOS ANGELES,9007542A,1797,297,N,2383,TOTAL,644,266,360, 
LOS ANGELES,9007628A,1798,932,N, ,POLLING PLACE,382,110,259, 
LOS ANGELES,9007628A,1798,932,N, ,VBM PORTION,1227,602,582, 
LOS ANGELES,9007628A,1798,932,N,3117,TOTAL,1609,712,841, 
LOS ANGELES,9007683A,1799,210,N, ,POLLING PLACE,425,151,271, 
LOS ANGELES,9007683A,1799,210,N, ,VBM PORTION,1831,812,998, 
LOS ANGELES,9007683A,1799,210,N,3034,TOTAL,2256,963,1269, 
LOS ANGELES,9007689A,1800,210,N, ,POLLING PLACE,330,91,235, 
LOS ANGELES,9007689A,1800,210,N, ,VBM PORTION,1632,671,941, 
LOS ANGELES,9007689A,1800,210,N,2709,TOTAL,1962,762,1176, 
LOS ANGELES,9007693D,1801,210,N, ,POLLING PLACE,470,98,369, 
LOS ANGELES,9007693D,1801,210,N, ,VBM PORTION,2364,797,1537, 
LOS ANGELES,9007693D,1801,210,N,4040,TOTAL,2834,895,1906, 
LOS ANGELES,9007735A,1802,9,N, ,POLLING PLACE,255,72,178, 
LOS ANGELES,9007735A,1802,9,N, ,VBM PORTION,831,356,440, 
LOS ANGELES,9007735A,1802,9,N,2950,TOTAL,1086,428,618, 
LOS ANGELES,9007745A,1803,9,N, ,POLLING PLACE,174,56,114, 
