Santa Cruz,,,,,,,,,Precinct Canvass,,,,,,,
2020 Santa Cruz Presidential Primary,,,,,,,,,"March 3, 2020",,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,1 Presidential Preference GRN,,,,,,,,,,,,,,
,,,,,,,1,1,,1,1,1,1,1,,
,,Registered Voters,Voters Cast,Turnout (%),,,DAVID ROLDE,HOWIE HAWKINS,,DARIO HUNTER,DENNIS LAMBERT,SEDINAM MOYOWASIFZA-CURRY,Write In,Kent Mesplay,,
31600,Total,10,3,30.00 %,,,,,,1,,1,1,,,
31610,Vote by Mail,6,1,16.67 %,,,,,,,,,,,,
31610,Polling Place,6,0,0.00 %,,,,,,,,,,,,
31610,Total,6,1,16.67 %,,,,,,,,,,,,
31630,Vote by Mail,2,0,0.00 %,,,,,,,,,,,,
31630,Polling Place,2,1,50.00 %,,,,,,,,,1,,,
31630,Total,2,1,50.00 %,,,,,,,,,1,,,
31650,Vote by Mail,3,0,0.00 %,,,,,,,,,,,,
31650,Polling Place,3,0,0.00 %,,,,,,,,,,,,
31650,Total,3,0,0.00 %,,,,,,,,,,,,
31690,Vote by Mail,1,0,0.00 %,,,,,,,,,,,,
31690,Polling Place,1,1,100.00 %,,,,,,1,,,,,,
31690,Total,1,1,100.00 %,,,,,,1,,,,,,
31710,Vote by Mail,15,6,40.00 %,,,,2,,1,,,,,,
31710,Polling Place,15,1,6.67 %,,,,,,,,,1,,,
31710,Total,15,7,46.67 %,,,,2,,1,,,1,,,
40010,Vote by Mail,0,0,,,,,,,,,,,,,
40010,Polling Place,0,0,,,,,,,,,,,,,
40010,Total,0,0,,,,,,,,,,,,,
40071,Vote by Mail,6,0,0.00 %,,,,,,,,,,,,
40071,Polling Place,6,2,33.33 %,,,,1,,,1,,,,,
40071,Total,6,2,33.33 %,,,,1,,,1,,,,,
40161,Vote by Mail,9,3,33.33 %,,,,,,,,1,2,,,
40161,Polling Place,9,1,11.11 %,,,,,,,,,1,,,
40161,Total,9,4,44.44 %,,,,,,,,1,3,,,
40162,Vote by Mail,8,0,0.00 %,,,,,,,,,,,,
40162,Polling Place,8,0,0.00 %,,,,,,,,,,,,
40162,Total,8,0,0.00 %,,,,,,,,,,,,
40170,Vote by Mail,0,0,,,,,,,,,,,,,
40170,Polling Place,0,0,,,,,,,,,,,,,
40170,Total,0,0,,,,,,,,,,,,,
40230,Vote by Mail,1,1,100.00 %,,,,,,,,1,,,,
40230,Polling Place,1,0,0.00 %,,,,,,,,,,,,
40230,Total,1,1,100.00 %,,,,,,,,1,,,,
40270,Vote by Mail,8,2,25.00 %,,,,,,,,,,,,
40270,Polling Place,8,2,25.00 %,,,,,,,,,2,,,
40270,Total,8,4,50.00 %,,,,,,,,,2,,,
40310,Vote by Mail,0,0,,,,,,,,,,,,,
