PRESIDENTIAL PREFERENCE - Democratic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cumulative Totals
Precinct",,,,,Party Member Registration,,Party Member Ballots Cast,,,Turnout (%),,Declined to State Voter Ballots Cast,,JULIÁN CASTRO,,,MICHAEL A. ELLINGER,,,ELIZABETH WARREN,,,MARIANNE WILLIAMSON,,,ANDREW YANG,,,"ROQUE ""ROCKY"" DE LA FUENTE III",,,,,JOHN K. DELANEY,,,,,,
91206,,,,,,3,,,,,81,,0,,,4,,,0,,,1,,,26,,,0,,,1,,,,,,,,,
91207,,,,,,1,,,,,73,,0,,,7,,,0,,,0,,,22,,,0,,,2,,,,,,,,,
91213,,,,,,1,,,,,19,,0,,,5,,,0,,,0,,,11,,,0,,,0,,,,,,,,,
91216,,,,,,0,,,,,142,,2,,,12,,,0,,,7,,,53,,,1,,,1,,,,,,,,,
91217,,,,,,1,,,,,146,,0,,,5,,,0,,,3,,,70,,,0,,,0,,,,,,,,,
91227,,,,,,2,,,,,43,,0,,,12,,,0,,,0,,,14,,,1,,,0,,,,,,,,,
91301,,,,,,6,,,,,63,,0,,,5,,,1,,,1,,,31,,,0,,,0,,,,,,,,,
91303,,,,,,9,,,,,187,,0,,,18,,,0,,,2,,,94,,,0,,,0,,,,,,,,,
91402,,,,,,17,,,,,81,,0,,,11,,,1,,,0,,,61,,,1,,,0,,,,,,,,,
91404,,,,,,5,,,,,26,,1,,,12,,,1,,,0,,,27,,,0,,,0,,,,,,,,,
91408,,,,,,20,,,,,136,,0,,,21,,,1,,,0,,,114,,,0,,,1,,,,,,,,,
91414,,,,,,10,,,,,125,,0,,,10,,,0,,,1,,,60,,,1,,,0,,,,,,,,,
92401,,,,,,5,,,,,41,,0,,,6,,,0,,,0,,,42,,,0,,,0,,,,,,,,,
92403,,,,,,5,,,,,48,,0,,,7,,,0,,,0,,,22,,,0,,,0,,,,,,,,,
92404,,,,,,4,,,,,71,,0,,,9,,,0,,,1,,,39,,,0,,,0,,,,,,,,,
92405,,,,,,5,,,,,38,,1,,,3,,,0,,,0,,,27,,,0,,,0,,,,,,,,,
92406,,,,,,4,,,,,64,,0,,,13,,,0,,,0,,,37,,,0,,,0,,,,,,,,,
92409,,,,,,2,,,,,50,,2,,,7,,,0,,,1,,,23,,,0,,,0,,,,,,,,,
92411,,,,,,5,,,,,59,,0,,,14,,,1,,,0,,,55,,,1,,,0,,,,,,,,,
92413,,,,,,3,,,,,18,,0,,,2,,,0,,,0,,,7,,,0,,,P-031,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESIDENTIAL PREFERENCE - Democratic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cumulative Totals
Precinct",,,,,PETE BUTTIGIEG,,,,JOSEPH R. BIDEN,,,TULSI GABBARD,,,MARK STEWART GREENSTEIN,,,,,,,,,,,,,,,,,,,,,,,,,
54318,,                105,348,   6,   2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54320,,,,,20,129,   3,   2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54321,,,,,11, 87,   3,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54324,,,,,17,150,   5,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54501,,,,,18, 93,   1,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54503,,,,,27,191,   7,   1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54504,,,,,  5, 51,   1,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54505,,,,,24,192,   2,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54507,,,,,12, 76,   4,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54509,,,,,12,116,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54510,,,,,10, 82,   2,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54511,,,,,17, 96,   1,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54514,,,,,22,229,   3,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54526,,,,,  4, 70,   2,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64401,,,,,17, 94,   3,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64402,,,,,22, 94,   6,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74401,,,,,23,114,   4,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74402,,,,,16, 86,   3,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74403,,,,,14, 79,   1,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74405,,,,,17, 63,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74408,,,,,15,120,   4,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84301,,,,,10, 84,   5,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84302,,,,,  8,121,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84303,,,,,19,116,   2,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84306,,,,,  9,112,   0,   2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84307,,,,,  7, 90,   2,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84309,,,,,  9,160,   4,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84501,,,,,13,150,   3,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91101,,,,,  1, 29,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91102,,,,,  4, 15,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91105,,,,,  1, 30,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91107,,,,,  5, 62,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91108,,,,,12,110,   2,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91111,,,,,21,132,   5,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91113,,,,,  3, 58,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91203,,,,,  7, 29,   1,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91205,,,,,25,225,   6,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91206,,,,,  4, 37,   3,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91207,,,,,  1, 32,   1,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91213,,,,,  2, 17,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91216,,,,,  6, 73,   2,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91217,,,,,  4, 50,   2,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91227,,,,,  4, 53,   3,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91301,,,,,  6, 83,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91303,,,,,26,155,   4,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91402,,,,,16,113,   1,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91404,,,,,14, 45,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91408,,,,,39,194,   8,   1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91414,,,,,11, 64,   4,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92401,,,,,  9, 65,   2,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92403,,,,,14, 32,   1,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92404,,,,,13, 71,   5,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92405,,,,,  5, 36,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92406,,,,,15, 88,   3,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92409,,,,,  3, 44,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92411,,,,,25,115,   3,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92413,,,,,10, 21,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P-32,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESIDENTIAL PREFERENCE - Democratic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cumulative Totals
Precinct",,,,,Party Member Registration,,Party Member Ballots Cast,,,Turnout (%),,Declined to State Voter Ballots Cast,,JULIÁN CASTRO,,,MICHAEL A. ELLINGER,,,ELIZABETH WARREN,,,MARIANNE WILLIAMSON,,,ANDREW YANG,,,"ROQUE ""ROCKY"" DE LA FUENTE III",,,,,JOHN K. DELANEY,,,,,,
92414,,,,,192,,125,,,65.1,,2,,3,,,0,,,3,,,1,,,1,,,0,,,,,,,0,,,,
92416,,,,,805,,523,,,65.0,,34,,5,,,0,,,35,,,1,,,2,,,1,,,,,,,2,,,,
92418,,,,,245,,173,,,70.6,,13,,0,,,0,,,22,,,1,,,2,,,0,,,,,,,0,,,,
92422,,,,,84,,55,,,65.5,,2,,0,,,0,,,6,,,0,,,0,,,0,,,,,,,0,,,,
93501,,,,,522,,317,,,60.7,,33,,2,,,0,,,28,,,1,,,8,,,1,,,,,,,1,,,,
93502,,,,,153,,118,,,77.1,,0,,0,,,0,,,7,,,1,,,1,,,0,,,,,,,0,,,,
93503,,,,,193,,109,,,56.5,,1,,3,,,0,,,6,,,0,,,0,,,0,,,,,,,0,,,,
93504,,,,,174,,107,,,61.5,,5,,0,,,0,,,5,,,0,,,2,,,0,,,,,,,0,,,,
93505,,,,,253,,150,,,59.3,,4,,0,,,0,,,7,,,0,,,2,,,0,,,,,,,0,,,,
93521,,,,,"1,363",,779,,,57.2,,22,,0,,,0,,,67,,,0,,,9,,,0,,,,,,,0,,,,
93522,,,,,831,,376,,,45.2,,80,,1,,,0,,,40,,,0,,,2,,,1,,,,,,,1,,,,
93524,,,,,87,,60,,,69.0,,0,,0,,,0,,,2,,,0,,,0,,,0,,,,,,,0,,,,
93532,,,,,"1,117",,647,,,57.9,,20,,0,,,0,,,51,,,0,,,9,,,0,,,,,,,1,,,,
94101,,,,,435,,212,,,48.7,,1,,0,,,0,,,11,,,0,,,3,,,1,,,,,,,0,,,,
94305,,,,,409,,238,,,58.2,,10,,6,,,1,,,10,,,0,,,0,,,0,,,,,,,0,,,,
94402,,,,,151,,104,,,68.9,,7,,0,,,0,,,9,,,0,,,2,,,0,,,,,,,0,,,,
94405,,,,,183,,113,,,61.7,,7,,1,,,0,,,13,,,0,,,0,,,0,,,,,,,0,,,,
94408,,,,,351,,219,,,62.4,,4,,1,,,0,,,19,,,0,,,3,,,0,,,,,,,0,,,,
94501,,,,,267,,137,,,51.3,,12,,1,,,0,,,12,,,0,,,0,,,0,,,,,,,0,,,,
94503,,,,,48,,31,,,64.6,,0,,0,,,0,,,4,,,0,,,0,,,0,,,,,,,0,,,,
94506,,,,,174,,100,,,57.5,,6,,0,,,0,,,7,,,1,,,0,,,0,,,,,,,1,,,,
111100,,,,,124,,57,,,46.0,,2,,1,,,0,,,2,,,0,,,0,,,0,,,,,,,1,,,,
111310,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
111320,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
111410,,,,,4,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
111430,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
111440,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
111450,,,,,1,,1,,,100.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
111620,,,,,67,,24,,,35.8,,0,,0,,,0,,,2,,,0,,,0,,,0,,,,,,,0,,,,
111750,,,,,6,,3,,,50.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
111760,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
111770,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
111780,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
111790,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
112240,,,,,74,,44,,,59.5,,3,,0,,,0,,,2,,,0,,,0,,,0,,,,,,,0,,,,
112290,,,,,7,,2,,,28.6,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
112460,,,,,99,,59,,,59.6,,1,,0,,,0,,,7,,,0,,,0,,,0,,,,,,,0,,,,
112520,,,,,69,,37,,,53.6,,2,,2,,,0,,,2,,,1,,,3,,,0,,,,,,,0,,,,
112600,,,,,86,,40,,,46.5,,1,,1,,,0,,,0,,,1,,,1,,,0,,,,,,,0,,,,
112710,,,,,3,,2,,,66.7,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
113010,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
113130,,,,,4,,6,,,150.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
113280,,,,,4,,3,,,75.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
113310,,,,,113,,71,,,62.8,,2,,0,,,0,,,2,,,0,,,0,,,0,,,,,,,0,,,,
113900,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
113910,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
335280,,,,,5,,3,,,60.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
335290,,,,,99,,40,,,40.4,,2,,0,,,0,,,8,,,0,,,0,,,0,,,,,,,0,,,,
335310,,,,,50,,19,,,38.0,,0,,0,,,0,,,0,,,0,,,1,,,0,,,,,,,0,,,,
335440,,,,,3,,2,,,66.7,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
335560,,,,,75,,33,,,44.0,,2,,0,,,0,,,4,,,0,,,0,,,0,,,,,,,0,,,,
335610,,,,,129,,61,,,47.3,,4,,0,,,0,,,4,,,0,,,1,,,0,,,,,,,0,,,,
335640,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
424030,,,,,120,,58,,,48.3,,1,,0,,,0,,,5,,,0,,,2,,,0,,,,,,,0,,,,
424360,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
424420,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
543080,,,,,1,,1,,,100.0,,0,,0,,,0,,,0,,,0,,,0,,,0P-33,,,,,,,0,,,,
PRESIDENTIAL PREFERENCE - Democratic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cumulative Totals
Precinct",,,,,AMY KLOBUCHAR,,,,BERNIE SANDERS,,,JOE SESTAK,,,TOM STEYER,,,DEVAL PATRICK,,,MICHAEL BENNET,,,MICHAEL R. BLOOMBERG,,,MOSIE BOYD,,,CORY BOOKER,,,,,,,,,,
92414,,,,,1,,,,60,,,0,,,1,,,0,,,0,,,18,,,0,,,0,,,,,,,,,,
92416,,,,,,13,,,,,151,,0,,,15,,,0,,,0,,,103,,,1,,,0,,,,,,,,,
92418,,,,,,1,,,,,49,,0,,,10,,,0,,,0,,,20,,,0,,,0,,,,,,,,,
92422,,,,,,1,,,,,12,,0,,,1,,,0,,,0,,,16,,,0,,,0,,,,,,,,,
93501,,,,,,5,,,,,98,,0,,,4,,,0,,,1,,,61,,,0,,,0,,,,,,,,,
93502,,,,,,2,,,,,35,,1,,,9,,,0,,,0,,,13,,,0,,,0,,,,,,,,,
93503,,,,,,0,,,,,34,,0,,,7,,,0,,,1,,,12,,,1,,,0,,,,,,,,,
93504,,,,,,0,,,,,30,,0,,,3,,,0,,,1,,,27,,,0,,,0,,,,,,,,,
93505,,,,,,2,,,,,37,,0,,,4,,,0,,,0,,,21,,,0,,,1,,,,,,,,,
93521,,,,,,9,,,,,293,,0,,,5,,,0,,,1,,,81,,,0,,,1,,,,,,,,,
93522,,,,,,4,,,,,173,,1,,,4,,,0,,,1,,,53,,,0,,,0,,,,,,,,,
93524,,,,,,2,,,,,16,,0,,,4,,,0,,,1,,,13,,,0,,,0,,,,,,,,,
93532,,,,,,2,,,,,276,,0,,,8,,,0,,,2,,,75,,,1,,,0,,,,,,,,,
94101,,,,,,3,,,,,82,,1,,,7,,,0,,,0,,,31,,,0,,,0,,,,,,,,,
94305,,,,,,6,,,,,47,,1,,,12,,,0,,,2,,,47,,,0,,,0,,,,,,,,,
94402,,,,,,5,,,,,18,,0,,,2,,,0,,,0,,,23,,,0,,,0,,,,,,,,,
94405,,,,,,3,,,,,36,,0,,,2,,,0,,,0,,,21,,,0,,,1,,,,,,,,,
94408,,,,,,5,,,,,44,,0,,,7,,,0,,,1,,,37,,,0,,,0,,,,,,,,,
94501,,,,,,3,,,,,48,,0,,,0,,,0,,,0,,,10,,,0,,,0,,,,,,,,,
94503,,,,,,0,,,,,6,,0,,,0,,,1,,,0,,,3,,,0,,,0,,,,,,,,,
94506,,,,,,2,,,,,34,,0,,,7,,,0,,,0,,,18,,,1,,,0,,,,,,,,,
111100,,,,,,1,,,,,19,,0,,,1,,,0,,,2,,,3,,,0,,,1,,,,,,,,,
111310,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
111320,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
111410,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
111430,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
111440,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
111450,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
111620,,,,,,0,,,,,14,,0,,,0,,,0,,,1,,,4,,,0,,,0,,,,,,,,,
111750,,,,,,0,,,,,1,,0,,,0,,,0,,,0,,,0,,,0,,,1,,,,,,,,,
111760,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
111770,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
111780,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
111790,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
112240,,,,,,1,,,,,9,,0,,,4,,,1,,,0,,,6,,,0,,,0,,,,,,,,,
112290,,,,,,0,,,,,1,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
112460,,,,,,8,,,,,13,,0,,,1,,,0,,,0,,,10,,,0,,,0,,,,,,,,,
112520,,,,,,2,,,,,10,,0,,,3,,,0,,,0,,,6,,,0,,,0,,,,,,,,,
112600,,,,,,1,,,,,9,,0,,,8,,,0,,,0,,,8,,,0,,,0,,,,,,,,,
112710,,,,,,0,,,,,2,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
113010,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
113130,,,,,,1,,,,,2,,0,,,0,,,0,,,0,,,2,,,0,,,0,,,,,,,,,
113280,,,,,,0,,,,,3,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
113310,,,,,,1,,,,,21,,0,,,1,,,0,,,0,,,12,,,0,,,1,,,,,,,,,
113900,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
113910,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
335280,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
335290,,,,,,2,,,,,14,,0,,,3,,,0,,,0,,,3,,,0,,,0,,,,,,,,,
335310,,,,,,0,,,,,8,,0,,,0,,,0,,,0,,,2,,,0,,,0,,,,,,,,,
335440,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
335560,,,,,,0,,,,,20,,0,,,0,,,0,,,0,,,1,,,0,,,0,,,,,,,,,
335610,,,,,,2,,,,,25,,0,,,5,,,0,,,1,,,5,,,0,,,0,,,,,,,,,
335640,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
424030,,,,,,0,,,,,25,,0,,,1,,,0,,,0,,,9,,,0,,,0,,,,,,,,,
424360,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
424420,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
543080,,,,,,0,,,,,1,,0,,,0,,,0,,,0,,,0,,,0,,,P-034,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESIDENTIAL PREFERENCE - Democratic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cumulative Totals
Precinct",,,,,PETE BUTTIGIEG,,,,JOSEPH R. BIDEN,,,TULSI GABBARD,,,MARK STEWART GREENSTEIN,,,,,,,,,,,,,,,,,,,,,,,,,
92414,,,,,0,,,,36,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
