COUNTY OF LOS ANGELES,GENERAL ELECTION,11/3/20,,,,,,,,,,,,
PRES AND VICE PRES, , , , ,,,,,,,,,,
LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JOSEPH R BIDEN,DONALD J TRUMP,GLORIA LA RIVA,ROQUE D GUERRA,HOWIE HAWKINS,JO JORGENSEN,
DOWNEY,1850015A,332,710,N,2112,TOTAL,1598,1146,404,3,5,8,9, 
DOWNEY,1850019A,333,710,N, ,POLLING PLACE,335,145,178,3,2,1,0, 
DOWNEY,1850019A,333,710,N, ,VBM PORTION,1062,774,258,3,2,5,6, 
DOWNEY,1850019A,333,710,N,1871,TOTAL,1397,919,436,6,4,6,6, 
DOWNEY,1850020B,6191,715,Y, ,POLLING PLACE,71,44,26,0,0,0,0, 
DOWNEY,1850020B,6191,715,Y, ,VBM PORTION,218,176,35,0,0,2,1, 
DOWNEY,1850020B,6191,715,Y,403,TOTAL,289,220,61,0,0,2,1, 
DOWNEY,1850023A,334,716,N, ,POLLING PLACE,250,125,112,0,3,3,2, 
DOWNEY,1850023A,334,716,N, ,VBM PORTION,880,591,252,4,2,12,6, 
DOWNEY,1850023A,334,716,N,1537,TOTAL,1130,716,364,4,5,15,8, 
DOWNEY,1850025A,335,715,N, ,POLLING PLACE,493,248,226,0,3,5,5, 
DOWNEY,1850025A,335,715,N, ,VBM PORTION,1482,1013,405,3,7,7,18, 
DOWNEY,1850025A,335,715,N,2445,TOTAL,1975,1261,631,3,10,12,23, 
DOWNEY,1850027A,336,720,N, ,POLLING PLACE,386,208,161,3,4,0,5, 
DOWNEY,1850027A,336,720,N, ,VBM PORTION,1238,943,248,8,6,1,10, 
DOWNEY,1850027A,336,720,N,2245,TOTAL,1624,1151,409,11,10,1,15, 
DOWNEY,1850028A,337,715,N, ,POLLING PLACE,408,201,191,4,2,3,2, 
DOWNEY,1850028A,337,715,N, ,VBM PORTION,1291,932,298,6,8,9,10, 
DOWNEY,1850028A,337,715,N,2151,TOTAL,1699,1133,489,10,10,12,12, 
DOWNEY,1850029B,338,715,N, ,POLLING PLACE,416,173,219,1,6,3,6, 
DOWNEY,1850029B,338,715,N, ,VBM PORTION,1248,814,389,2,6,8,3, 
DOWNEY,1850029B,338,715,N,2124,TOTAL,1664,987,608,3,12,11,9, 
DOWNEY,1850031A,339,720,N, ,POLLING PLACE,343,183,143,0,3,5,2, 
DOWNEY,1850031A,339,720,N, ,VBM PORTION,1221,855,316,3,2,17,8, 
DOWNEY,1850031A,339,720,N,2041,TOTAL,1564,1038,459,3,5,22,10, 
DOWNEY,1850033A,340,715,N, ,POLLING PLACE,344,162,172,2,2,3,0, 
DOWNEY,1850033A,340,715,N, ,VBM PORTION,1005,693,272,4,4,5,5, 
DOWNEY,1850033A,340,715,N,1732,TOTAL,1349,855,444,6,6,8,5, 
DOWNEY,1850040A,341,720,N, ,POLLING PLACE,328,168,147,1,1,4,2, 
DOWNEY,1850040A,341,720,N, ,VBM PORTION,1111,793,288,3,5,3,5, 
DOWNEY,1850040A,341,720,N,1866,TOTAL,1439,961,435,4,6,7,7, 
DOWNEY,1850041A,342,703,N, ,POLLING PLACE,380,159,211,0,2,5,3, 
DOWNEY,1850041A,342,703,N, ,VBM PORTION,1349,955,358,4,6,7,7, 
DOWNEY,1850041A,342,703,N,2267,TOTAL,1729,1114,569,4,8,12,10, 
DOWNEY,1850044A,6192,713,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
DOWNEY,1850044A,6192,713,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
DOWNEY,1850044A,6192,713,Y,0,TOTAL,0,0,0,0,0,0,0, 
DOWNEY,1850045A,343,703,N, ,POLLING PLACE,283,127,149,1,1,1,1, 
DOWNEY,1850045A,343,703,N, ,VBM PORTION,1375,913,419,6,4,1,12, 
DOWNEY,1850045A,343,703,N,2026,TOTAL,1658,1040,568,7,5,2,13, 
DOWNEY,1850046E,6193,723,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
DOWNEY,1850046E,6193,723,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
DOWNEY,1850046E,6193,723,Y,0,TOTAL,0,0,0,0,0,0,0, 
DOWNEY,1850048A,6194,714,Y, ,POLLING PLACE,12,7,5,0,0,0,0, 
DOWNEY,1850048A,6194,714,Y, ,VBM PORTION,65,53,10,0,0,0,0, 
DOWNEY,1850048A,6194,714,Y,94,TOTAL,77,60,15,0,0,0,0, 
DOWNEY,1850049B,6195,726,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
DOWNEY,1850049B,6195,726,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
DOWNEY,1850049B,6195,726,Y,0,TOTAL,0,0,0,0,0,0,0, 
DOWNEY,1850050A,344,703,N, ,POLLING PLACE,349,177,160,1,4,2,0, 
DOWNEY,1850050A,344,703,N, ,VBM PORTION,1362,928,392,5,4,7,5, 
DOWNEY,1850050A,344,703,N,2192,TOTAL,1711,1105,552,6,8,9,5, 
DOWNEY,1850055A,345,703,N, ,POLLING PLACE,435,173,243,2,3,1,4, 
DOWNEY,1850055A,345,703,N, ,VBM PORTION,1409,921,433,5,7,4,11, 
DOWNEY,1850055A,345,703,N,2278,TOTAL,1844,1094,676,7,10,5,15, 
DOWNEY,1850056C,346,704,N, ,POLLING PLACE,374,201,157,3,1,2,2, 
DOWNEY,1850056C,346,704,N, ,VBM PORTION,1225,897,294,4,3,4,6, 
DOWNEY,1850056C,346,704,N,2133,TOTAL,1599,1098,451,7,4,6,8, 
DOWNEY,1850057A,6196,720,Y, ,POLLING PLACE,136,72,59,2,0,0,0, 
DOWNEY,1850057A,6196,720,Y, ,VBM PORTION,354,252,91,4,0,1,4, 
DOWNEY,1850057A,6196,720,Y,691,TOTAL,490,324,150,6,0,1,4, 
DOWNEY,1850061C,6197,712,Y, ,POLLING PLACE,2,1,1,0,0,0,0, 
DOWNEY,1850061C,6197,712,Y, ,VBM PORTION,1,1,0,0,0,0,0, 
DOWNEY,1850061C,6197,712,Y,6,TOTAL,3,2,1,0,0,0,0, 
DOWNEY,1850062A,347,704,N, ,POLLING PLACE,262,140,115,1,2,1,1, 
DOWNEY,1850062A,347,704,N, ,VBM PORTION,1130,792,296,2,2,4,10, 
DOWNEY,1850062A,347,704,N,1796,TOTAL,1392,932,411,3,4,5,11, 
DOWNEY,1850063A,348,703,N, ,POLLING PLACE,404,199,190,0,3,2,1, 
DOWNEY,1850063A,348,703,N, ,VBM PORTION,1440,1052,335,9,11,8,4, 
DOWNEY,1850063A,348,703,N,2418,TOTAL,1844,1251,525,9,14,10,5, 
DOWNEY,1850065A,349,707,N, ,POLLING PLACE,430,198,212,2,1,6,4, 
DOWNEY,1850065A,349,707,N, ,VBM PORTION,1518,1126,350,6,4,9,13, 
DOWNEY,1850065A,349,707,N,2434,TOTAL,1948,1324,562,8,5,15,17, 
DOWNEY,1850067A,350,707,N, ,POLLING PLACE,436,178,245,2,2,1,4, 
DOWNEY,1850067A,350,707,N, ,VBM PORTION,1625,1004,560,1,8,12,13, 
DOWNEY,1850067A,350,707,N,2512,TOTAL,2061,1182,805,3,10,13,17, 
DOWNEY,1850072A,351,707,N, ,POLLING PLACE,431,176,236,3,2,1,4, 
DOWNEY,1850072A,351,707,N, ,VBM PORTION,1460,964,449,7,3,2,10, 
DOWNEY,1850072A,351,707,N,2348,TOTAL,1891,1140,685,10,5,3,14, 
DOWNEY,1850074A,6198,718,Y, ,POLLING PLACE,132,60,70,0,0,0,0, 
DOWNEY,1850074A,6198,718,Y, ,VBM PORTION,409,299,101,2,1,0,3, 
DOWNEY,1850074A,6198,718,Y,636,TOTAL,541,359,171,2,1,0,3, 
DOWNEY,1850074B,6199,719,Y, ,POLLING PLACE,43,18,23,0,0,0,2, 
DOWNEY,1850074B,6199,719,Y, ,VBM PORTION,118,79,32,0,0,1,3, 
DOWNEY,1850074B,6199,719,Y,204,TOTAL,161,97,55,0,0,1,5, 
DOWNEY,1850076A,352,707,N, ,POLLING PLACE,447,207,222,2,3,4,5, 
DOWNEY,1850076A,352,707,N, ,VBM PORTION,1418,944,423,6,4,8,9, 
DOWNEY,1850076A,352,707,N,2328,TOTAL,1865,1151,645,8,7,12,14, 
DOWNEY,1850079A,353,705,N, ,POLLING PLACE,378,142,224,4,1,2,3, 
DOWNEY,1850079A,353,705,N, ,VBM PORTION,1322,901,377,1,7,6,13, 
DOWNEY,1850079A,353,705,N,2120,TOTAL,1700,1043,601,5,8,8,16, 
DOWNEY,1850081A,354,705,N, ,POLLING PLACE,408,188,208,2,3,2,2, 
DOWNEY,1850081A,354,705,N, ,VBM PORTION,1352,934,366,3,12,16,8, 
DOWNEY,1850081A,354,705,N,2286,TOTAL,1760,1122,574,5,15,18,10, 
DOWNEY,1850089A,355,711,N, ,POLLING PLACE,302,165,128,0,4,1,1, 
DOWNEY,1850089A,355,711,N, ,VBM PORTION,1036,764,240,6,4,5,6, 
DOWNEY,1850089A,355,711,N,1764,TOTAL,1338,929,368,6,8,6,7, 
DOWNEY,1850138D,6200,717,Y, ,POLLING PLACE,45,27,15,0,1,1,0, 
DOWNEY,1850138D,6200,717,Y, ,VBM PORTION,123,95,26,0,0,0,2, 
DOWNEY,1850138D,6200,717,Y,234,TOTAL,168,122,41,0,1,1,2, 
DUARTE,1900004D,6201,310,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
DUARTE,1900004D,6201,310,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
DUARTE,1900004D,6201,310,Y,0,TOTAL,0,0,0,0,0,0,0, 
DUARTE,1900005B,6202,311,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
DUARTE,1900005B,6202,311,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
DUARTE,1900005B,6202,311,Y,0,TOTAL,0,0,0,0,0,0,0, 
DUARTE,1900008A,356,309,N, ,POLLING PLACE,451,198,241,1,3,0,5, 
DUARTE,1900008A,356,309,N, ,VBM PORTION,1608,1015,514,4,6,1,16, 
DUARTE,1900008A,356,309,N,2509,TOTAL,2059,1213,755,5,9,1,21, 
DUARTE,1900012A,357,308,N, ,POLLING PLACE,401,186,206,1,1,3,1, 
DUARTE,1900012A,357,308,N, ,VBM PORTION,1428,1010,367,8,4,7,15, 
DUARTE,1900012A,357,308,N,2139,TOTAL,1829,1196,573,9,5,10,16, 
DUARTE,1900013A,358,309,N, ,POLLING PLACE,344,164,173,2,0,0,2, 
DUARTE,1900013A,358,309,N, ,VBM PORTION,1208,853,317,3,2,3,8, 
DUARTE,1900013A,358,309,N,1899,TOTAL,1552,1017,490,5,2,3,10, 
DUARTE,1900015A,359,309,N, ,POLLING PLACE,366,201,156,0,1,1,3, 
DUARTE,1900015A,359,309,N, ,VBM PORTION,1423,1050,315,6,3,3,21, 
DUARTE,1900015A,359,309,N,2265,TOTAL,1789,1251,471,6,4,4,24, 
DUARTE,1900020A,360,309,N, ,POLLING PLACE,258,159,93,2,1,0,1, 
DUARTE,1900020A,360,309,N, ,VBM PORTION,960,749,173,9,2,7,8, 
DUARTE,1900020A,360,309,N,1634,TOTAL,1218,908,266,11,3,7,9, 
DUARTE,1900023A,361,309,N, ,POLLING PLACE,443,215,211,0,3,3,4, 
DUARTE,1900023A,361,309,N, ,VBM PORTION,1732,1205,472,3,7,10,8, 
DUARTE,1900023A,361,309,N,2658,TOTAL,2175,1420,683,3,10,13,12, 
EAST ARCADIA,1940001A,362,349,N, ,POLLING PLACE,356,220,123,3,1,1,5, 
EAST ARCADIA,1940001A,362,349,N, ,VBM PORTION,1226,996,187,7,6,7,5, 
EAST ARCADIA,1940001A,362,349,N,2230,TOTAL,1582,1216,310,10,7,8,10, 
EAST ARCADIA,1940002A,363,350,N, ,POLLING PLACE,253,120,126,2,2,0,2, 
EAST ARCADIA,1940002A,363,350,N, ,VBM PORTION,679,493,161,2,1,3,5, 
EAST ARCADIA,1940002A,363,350,N,1224,TOTAL,932,613,287,4,3,3,7, 
EAST ARCADIA,1940005A,6203,420,Y, ,POLLING PLACE,190,95,88,0,2,1,3, 
EAST ARCADIA,1940005A,6203,420,Y, ,VBM PORTION,723,472,216,4,2,3,5, 
EAST ARCADIA,1940005A,6203,420,Y,1153,TOTAL,913,567,304,4,4,4,8, 
EAST ARCADIA,1940005B,6204,426,Y, ,POLLING PLACE,1,0,1,0,0,0,0, 
EAST ARCADIA,1940005B,6204,426,Y, ,VBM PORTION,6,5,1,0,0,0,0, 
EAST ARCADIA,1940005B,6204,426,Y,7,TOTAL,7,5,2,0,0,0,0, 
EAST ARCADIA,1940007A,6205,427,Y, ,POLLING PLACE,147,55,85,0,1,0,3, 
EAST ARCADIA,1940007A,6205,427,Y, ,VBM PORTION,360,223,122,1,2,1,4, 
EAST ARCADIA,1940007A,6205,427,Y,636,TOTAL,507,278,207,1,3,1,7, 
EAST ARCADIA,1940011A,364,350,N, ,POLLING PLACE,341,116,211,0,2,3,4, 
EAST ARCADIA,1940011A,364,350,N, ,VBM PORTION,1052,679,317,3,1,7,17, 
EAST ARCADIA,1940011A,364,350,N,1660,TOTAL,1393,795,528,3,3,10,21, 
EAST ARCADIA,1940013A,365,406,N, ,POLLING PLACE,468,182,272,2,0,1,3, 
EAST ARCADIA,1940013A,365,406,N, ,VBM PORTION,1391,899,423,4,6,2,14, 
EAST ARCADIA,1940013A,365,406,N,2258,TOTAL,1859,1081,695,6,6,3,17, 
EAST COMPTON,1960001A,6206,846,Y, ,POLLING PLACE,63,43,15,2,1,0,1, 
EAST COMPTON,1960001A,6206,846,Y, ,VBM PORTION,202,180,18,1,1,0,0, 
EAST COMPTON,1960001A,6206,846,Y,456,TOTAL,265,223,33,3,2,0,1, 
EAST COMPTON,1960001E,6207,847,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
EAST COMPTON,1960001E,6207,847,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
EAST COMPTON,1960001E,6207,847,Y,0,TOTAL,0,0,0,0,0,0,0, 
EAST COMPTON,1960005A,366,846,N, ,POLLING PLACE,331,262,51,5,4,1,2, 
EAST COMPTON,1960005A,366,846,N, ,VBM PORTION,807,690,83,5,1,8,4, 
EAST COMPTON,1960005A,366,846,N,1901,TOTAL,1138,952,134,10,5,9,6, 
EAST COMPTON,1960006A,6208,863,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
EAST COMPTON,1960006A,6208,863,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
EAST COMPTON,1960006A,6208,863,Y,0,TOTAL,0,0,0,0,0,0,0, 
EAST COMPTON,1960011A,367,846,N, ,POLLING PLACE,262,207,45,0,4,1,1, 
EAST COMPTON,1960011A,367,846,N, ,VBM PORTION,786,677,81,3,8,2,4, 
EAST COMPTON,1960011A,367,846,N,1727,TOTAL,1048,884,126,3,12,3,5, 
EAST COMPTON,1960013B,6209,803,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
EAST COMPTON,1960013B,6209,803,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
EAST COMPTON,1960013B,6209,803,Y,0,TOTAL,0,0,0,0,0,0,0, 
EAST COMPTON,1960030A,6210,823,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
EAST COMPTON,1960030A,6210,823,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
EAST COMPTON,1960030A,6210,823,Y,0,TOTAL,0,0,0,0,0,0,0, 
EAST COMPTON,1960030B,6211,820,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
EAST COMPTON,1960030B,6211,820,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
EAST COMPTON,1960030B,6211,820,Y,0,TOTAL,0,0,0,0,0,0,0, 
EAST COMPTON,1960031A,6212,802,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
EAST COMPTON,1960031A,6212,802,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
EAST COMPTON,1960031A,6212,802,Y,0,TOTAL,0,0,0,0,0,0,0, 
EAST COMPTON,1960032A,368,846,N, ,POLLING PLACE,308,232,60,3,8,1,1, 
EAST COMPTON,1960032A,368,846,N, ,VBM PORTION,862,700,131,3,6,1,7, 
EAST COMPTON,1960032A,368,846,N,1920,TOTAL,1170,932,191,6,14,2,8, 
EAST COMPTON,1960035A,6213,846,Y, ,POLLING PLACE,17,8,9,0,0,0,0, 
EAST COMPTON,1960035A,6213,846,Y, ,VBM PORTION,53,44,8,0,1,0,0, 
EAST COMPTON,1960035A,6213,846,Y,110,TOTAL,70,52,17,0,1,0,0, 
EAST LOS ANGELES,2000001A,6214,467,Y, ,POLLING PLACE,169,119,36,5,4,1,1, 
EAST LOS ANGELES,2000001A,6214,467,Y, ,VBM PORTION,444,365,58,6,2,2,3, 
EAST LOS ANGELES,2000001A,6214,467,Y,898,TOTAL,613,484,94,11,6,3,4, 
EAST LOS ANGELES,2000002A,369,467,N, ,POLLING PLACE,360,263,67,5,10,2,2, 
EAST LOS ANGELES,2000002A,369,467,N, ,VBM PORTION,912,797,93,7,2,3,2, 
EAST LOS ANGELES,2000002A,369,467,N,1926,TOTAL,1272,1060,160,12,12,5,4, 
EAST LOS ANGELES,2000003A,370,467,N, ,POLLING PLACE,320,240,60,8,3,3,2, 
EAST LOS ANGELES,2000003A,370,467,N, ,VBM PORTION,1027,886,106,3,2,4,3, 
EAST LOS ANGELES,2000003A,370,467,N,2036,TOTAL,1347,1126,166,11,5,7,5, 
EAST LOS ANGELES,2000005A,371,467,N, ,POLLING PLACE,318,243,59,5,3,2,1, 
EAST LOS ANGELES,2000005A,371,467,N, ,VBM PORTION,878,770,84,3,2,4,4, 
EAST LOS ANGELES,2000005A,371,467,N,1914,TOTAL,1196,1013,143,8,5,6,5, 
EAST LOS ANGELES,2000018C,372,467,N, ,POLLING PLACE,291,213,66,3,2,2,2, 
EAST LOS ANGELES,2000018C,372,467,N, ,VBM PORTION,1046,900,107,9,2,1,6, 
EAST LOS ANGELES,2000018C,372,467,N,2039,TOTAL,1337,1113,173,12,4,3,8, 
EAST LOS ANGELES,2000022A,373,467,N, ,POLLING PLACE,279,203,59,5,1,3,5, 
EAST LOS ANGELES,2000022A,373,467,N, ,VBM PORTION,1001,853,108,5,5,5,14, 
EAST LOS ANGELES,2000022A,373,467,N,1967,TOTAL,1280,1056,167,10,6,8,19, 
EAST LOS ANGELES,2000025A,374,467,N, ,POLLING PLACE,312,216,78,7,3,1,1, 
EAST LOS ANGELES,2000025A,374,467,N, ,VBM PORTION,1019,848,130,8,7,3,8, 
EAST LOS ANGELES,2000025A,374,467,N,2049,TOTAL,1331,1064,208,15,10,4,9, 
EAST LOS ANGELES,2000030A,375,467,N, ,POLLING PLACE,329,213,97,4,5,3,2, 
EAST LOS ANGELES,2000030A,375,467,N, ,VBM PORTION,1178,964,166,4,1,14,8, 
EAST LOS ANGELES,2000030A,375,467,N,2091,TOTAL,1507,1177,263,8,6,17,10, 
EAST LOS ANGELES,2000033A,376,467,N, ,POLLING PLACE,242,184,51,2,1,0,2, 
EAST LOS ANGELES,2000033A,376,467,N, ,VBM PORTION,847,732,90,3,5,5,2, 
EAST LOS ANGELES,2000033A,376,467,N,1762,TOTAL,1089,916,141,5,6,5,4, 
EAST LOS ANGELES,2000034A,377,468,N, ,POLLING PLACE,330,216,94,9,2,4,2, 
EAST LOS ANGELES,2000034A,377,468,N, ,VBM PORTION,1098,925,148,6,0,2,2, 
EAST LOS ANGELES,2000034A,377,468,N,2000,TOTAL,1428,1141,242,15,2,6,4, 
EAST LOS ANGELES,2000053A,378,468,N, ,POLLING PLACE,346,243,81,8,0,3,3, 
EAST LOS ANGELES,2000053A,378,468,N, ,VBM PORTION,1098,950,108,8,3,12,2, 
EAST LOS ANGELES,2000053A,378,468,N,2112,TOTAL,1444,1193,189,16,3,15,5, 
EAST LOS ANGELES,2000054A,379,468,N, ,POLLING PLACE,235,155,62,6,2,3,2, 
EAST LOS ANGELES,2000054A,379,468,N, ,VBM PORTION,721,604,95,6,1,4,4, 
EAST LOS ANGELES,2000054A,379,468,N,1420,TOTAL,956,759,157,12,3,7,6, 
EAST LOS ANGELES,2000062A,380,467,N, ,POLLING PLACE,351,245,84,3,8,2,3, 
EAST LOS ANGELES,2000062A,380,467,N, ,VBM PORTION,1127,939,158,10,6,5,2, 
EAST LOS ANGELES,2000062A,380,467,N,2126,TOTAL,1478,1184,242,13,14,7,5, 
EAST LOS ANGELES,2000064A,381,468,N, ,POLLING PLACE,341,249,72,6,5,2,1, 
EAST LOS ANGELES,2000064A,381,468,N, ,VBM PORTION,1044,886,127,2,6,6,2, 
EAST LOS ANGELES,2000064A,381,468,N,2068,TOTAL,1385,1135,199,8,11,8,3, 
EAST LOS ANGELES,2000065B,382,467,N, ,POLLING PLACE,280,194,66,6,2,5,1, 
EAST LOS ANGELES,2000065B,382,467,N, ,VBM PORTION,1135,975,120,5,2,12,5, 
EAST LOS ANGELES,2000065B,382,467,N,2122,TOTAL,1415,1169,186,11,4,17,6, 
EAST LOS ANGELES,2000081A,383,468,N, ,POLLING PLACE,340,213,104,6,2,2,1, 
EAST LOS ANGELES,2000081A,383,468,N, ,VBM PORTION,1260,1031,182,5,2,5,8, 
EAST LOS ANGELES,2000081A,383,468,N,2249,TOTAL,1600,1244,286,11,4,7,9, 
EAST LOS ANGELES,2000082A,384,468,N, ,POLLING PLACE,351,240,92,11,3,0,2, 
EAST LOS ANGELES,2000082A,384,468,N, ,VBM PORTION,1155,976,143,5,8,5,1, 
EAST LOS ANGELES,2000082A,384,468,N,2152,TOTAL,1506,1216,235,16,11,5,3, 
EAST LOS ANGELES,2000085A,385,467,N, ,POLLING PLACE,356,256,78,5,2,4,5, 
EAST LOS ANGELES,2000085A,385,467,N, ,VBM PORTION,995,835,123,6,11,3,2, 
EAST LOS ANGELES,2000085A,385,467,N,1980,TOTAL,1351,1091,201,11,13,7,7, 
EAST PASADENA,2020004A,6215,249,Y, ,POLLING PLACE,50,22,25,0,0,0,1, 
EAST PASADENA,2020004A,6215,249,Y, ,VBM PORTION,354,216,118,1,3,2,1, 
EAST PASADENA,2020004A,6215,249,Y,490,TOTAL,404,238,143,1,3,2,2, 
EAST PASADENA,2020006A,6216,225,Y, ,POLLING PLACE,248,126,108,0,1,0,4, 
EAST PASADENA,2020006A,6216,225,Y, ,VBM PORTION,983,724,217,4,3,5,16, 
EAST PASADENA,2020006A,6216,225,Y,1425,TOTAL,1231,850,325,4,4,5,20, 
EAST PASADENA,2020007A,386,248,N, ,POLLING PLACE,291,158,125,0,0,1,5, 
EAST PASADENA,2020007A,386,248,N, ,VBM PORTION,1187,833,295,4,3,8,14, 
EAST PASADENA,2020007A,386,248,N,1830,TOTAL,1478,991,420,4,3,9,19, 
EAST PASADENA,2020012A,387,248,N, ,POLLING PLACE,241,110,121,0,1,3,2, 
EAST PASADENA,2020012A,387,248,N, ,VBM PORTION,973,706,229,1,3,4,11, 
EAST PASADENA,2020012A,387,248,N,1498,TOTAL,1214,816,350,1,4,7,13, 
EAST SAN GABRIEL,2040003A,388,413,N, ,POLLING PLACE,283,144,132,1,1,0,0, 
EAST SAN GABRIEL,2040003A,388,413,N, ,VBM PORTION,1152,772,332,5,7,9,8, 
EAST SAN GABRIEL,2040003A,388,413,N,1902,TOTAL,1435,916,464,6,8,9,8, 
EAST SAN GABRIEL,2040004B,389,413,N, ,POLLING PLACE,243,119,109,1,1,1,6, 
EAST SAN GABRIEL,2040004B,389,413,N, ,VBM PORTION,1119,760,317,2,3,7,6, 
EAST SAN GABRIEL,2040004B,389,413,N,1707,TOTAL,1362,879,426,3,4,8,12, 
EAST SAN GABRIEL,2040008B,6217,414,Y, ,POLLING PLACE,10,4,6,0,0,0,0, 
EAST SAN GABRIEL,2040008B,6217,414,Y, ,VBM PORTION,45,30,13,0,0,2,0, 
EAST SAN GABRIEL,2040008B,6217,414,Y,66,TOTAL,55,34,19,0,0,2,0, 
EAST SAN GABRIEL,2040009A,6218,414,Y, ,POLLING PLACE,22,6,15,1,0,0,0, 
EAST SAN GABRIEL,2040009A,6218,414,Y, ,VBM PORTION,56,40,15,0,0,0,0, 
EAST SAN GABRIEL,2040009A,6218,414,Y,94,TOTAL,78,46,30,1,0,0,0, 
EAST SAN GABRIEL,2040010A,390,419,N, ,POLLING PLACE,453,187,250,1,2,2,4, 
EAST SAN GABRIEL,2040010A,390,419,N, ,VBM PORTION,2021,1322,612,2,2,8,14, 
EAST SAN GABRIEL,2040010A,390,419,N,3060,TOTAL,2474,1509,862,3,4,10,18, 
EAST SAN GABRIEL,2040015A,6219,417,Y, ,POLLING PLACE,94,38,52,0,0,1,1, 
EAST SAN GABRIEL,2040015A,6219,417,Y, ,VBM PORTION,521,330,163,6,0,1,6, 
EAST SAN GABRIEL,2040015A,6219,417,Y,740,TOTAL,615,368,215,6,0,2,7, 
EAST SAN GABRIEL,2040016B,6220,416,Y, ,POLLING PLACE,209,77,126,1,0,0,0, 
EAST SAN GABRIEL,2040016B,6220,416,Y, ,VBM PORTION,813,562,214,6,2,4,6, 
EAST SAN GABRIEL,2040016B,6220,416,Y,1297,TOTAL,1022,639,340,7,2,4,6, 
EAST SAN GABRIEL,2040019A,6221,419,Y, ,POLLING PLACE,196,89,98,0,0,2,2, 
EAST SAN GABRIEL,2040019A,6221,419,Y, ,VBM PORTION,845,531,277,2,4,3,9, 
EAST SAN GABRIEL,2040019A,6221,419,Y,1272,TOTAL,1041,620,375,2,4,5,11, 
EAST SAN GABRIEL,2040021A,391,414,N, ,POLLING PLACE,305,132,163,1,5,0,1, 
EAST SAN GABRIEL,2040021A,391,414,N, ,VBM PORTION,1391,925,384,4,4,7,13, 
EAST SAN GABRIEL,2040021A,391,414,N,2010,TOTAL,1696,1057,547,5,9,7,14, 
EAST SAN GABRIEL,2040022A,6222,418,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
EAST SAN GABRIEL,2040022A,6222,418,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
EAST SAN GABRIEL,2040022A,6222,418,Y,0,TOTAL,0,0,0,0,0,0,0, 
EAST WHITTIER,2050048A,6223,654,Y, ,POLLING PLACE,104,19,82,1,0,0,2, 
EAST WHITTIER,2050048A,6223,654,Y, ,VBM PORTION,556,301,230,1,1,1,6, 
EAST WHITTIER,2050048A,6223,654,Y,778,TOTAL,660,320,312,2,1,1,8, 
EAST WHITTIER,2050205D,6224,627,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
EAST WHITTIER,2050205D,6224,627,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
EAST WHITTIER,2050205D,6224,627,Y,0,TOTAL,0,0,0,0,0,0,0, 
EL CAMINO VILLAGE,2080002A,392,872,N, ,POLLING PLACE,437,288,145,2,0,0,2, 
EL CAMINO VILLAGE,2080002A,392,872,N, ,VBM PORTION,1554,1144,351,8,4,10,6, 
EL CAMINO VILLAGE,2080002A,392,872,N,2723,TOTAL,1991,1432,496,10,4,10,8, 
EL CAMINO VILLAGE,2080004B,6225,874,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
EL CAMINO VILLAGE,2080004B,6225,874,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
EL CAMINO VILLAGE,2080004B,6225,874,Y,2,TOTAL,0,0,0,0,0,0,0, 
EL CAMINO VILLAGE,2080005A,6226,872,Y, ,POLLING PLACE,159,43,111,0,1,0,4, 
EL CAMINO VILLAGE,2080005A,6226,872,Y, ,VBM PORTION,557,371,170,0,2,4,0, 
EL CAMINO VILLAGE,2080005A,6226,872,Y,857,TOTAL,716,414,281,0,3,4,4, 
EL CAMINO VILLAGE,2080006A,6227,875,Y, ,POLLING PLACE,167,74,90,0,0,0,2, 
