COUNTY OF LOS ANGELES,GENERAL ELECTION,11/3/20,,,,,,,,,,,,
PRES AND VICE PRES, , , , ,,,,,,,,,,
LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JOSEPH R BIDEN,DONALD J TRUMP,GLORIA LA RIVA,ROQUE D GUERRA,HOWIE HAWKINS,JO JORGENSEN,
SANTA MONICA,6250036B,1232,459,N, ,POLLING PLACE,262,164,87,1,0,3,5, 
SANTA MONICA,6250036B,1232,459,N, ,VBM PORTION,1451,1168,220,2,6,12,8, 
SANTA MONICA,6250036B,1232,459,N,2135,TOTAL,1713,1332,307,3,6,15,13, 
SANTA MONICA,6250038A,1233,459,N, ,POLLING PLACE,349,184,151,1,1,5,3, 
SANTA MONICA,6250038A,1233,459,N, ,VBM PORTION,1234,987,210,1,2,5,12, 
SANTA MONICA,6250038A,1233,459,N,2152,TOTAL,1583,1171,361,2,3,10,15, 
SANTA MONICA,6250041A,1234,459,N, ,POLLING PLACE,310,196,100,3,3,1,5, 
SANTA MONICA,6250041A,1234,459,N, ,VBM PORTION,1509,1278,177,2,3,10,13, 
SANTA MONICA,6250041A,1234,459,N,2377,TOTAL,1819,1474,277,5,6,11,18, 
SANTA MONICA,6250046A,1235,459,N, ,POLLING PLACE,256,163,88,1,1,2,1, 
SANTA MONICA,6250046A,1235,459,N, ,VBM PORTION,1659,1421,186,3,4,6,8, 
SANTA MONICA,6250046A,1235,459,N,2400,TOTAL,1915,1584,274,4,5,8,9, 
SANTA MONICA,6250052A,1236,459,N, ,POLLING PLACE,333,203,118,0,3,0,0, 
SANTA MONICA,6250052A,1236,459,N, ,VBM PORTION,1383,1117,202,3,7,8,19, 
SANTA MONICA,6250052A,1236,459,N,2261,TOTAL,1716,1320,320,3,10,8,19, 
SANTA MONICA,6250060A,1237,459,N, ,POLLING PLACE,272,182,75,2,1,1,1, 
SANTA MONICA,6250060A,1237,459,N, ,VBM PORTION,1304,1079,172,1,8,7,10, 
SANTA MONICA,6250060A,1237,459,N,2029,TOTAL,1576,1261,247,3,9,8,11, 
SANTA MONICA,6250061B,1238,459,N, ,POLLING PLACE,273,205,58,3,1,1,3, 
SANTA MONICA,6250061B,1238,459,N, ,VBM PORTION,1112,972,99,5,3,4,9, 
SANTA MONICA,6250061B,1238,459,N,1907,TOTAL,1385,1177,157,8,4,5,12, 
SANTA MONICA,6250067A,1239,459,N, ,POLLING PLACE,342,279,53,0,2,3,2, 
SANTA MONICA,6250067A,1239,459,N, ,VBM PORTION,1302,1140,115,6,1,8,13, 
SANTA MONICA,6250067A,1239,459,N,2100,TOTAL,1644,1419,168,6,3,11,15, 
SANTA MONICA,6250069A,1240,459,N, ,POLLING PLACE,413,294,113,0,0,3,1, 
SANTA MONICA,6250069A,1240,459,N, ,VBM PORTION,1703,1495,149,3,4,9,14, 
SANTA MONICA,6250069A,1240,459,N,2609,TOTAL,2116,1789,262,3,4,12,15, 
SANTA MONICA,6250071A,1241,459,N, ,POLLING PLACE,298,229,61,1,1,0,2, 
SANTA MONICA,6250071A,1241,459,N, ,VBM PORTION,1437,1250,140,6,5,11,7, 
SANTA MONICA,6250071A,1241,459,N,2239,TOTAL,1735,1479,201,7,6,11,9, 
SANTA MONICA,6250072A,1242,459,N, ,POLLING PLACE,346,247,85,0,1,1,4, 
SANTA MONICA,6250072A,1242,459,N, ,VBM PORTION,1771,1503,216,2,1,10,13, 
SANTA MONICA,6250072A,1242,459,N,2501,TOTAL,2117,1750,301,2,2,11,17, 
SANTA MONICA,6250078A,1243,459,N, ,POLLING PLACE,318,224,80,0,0,3,4, 
SANTA MONICA,6250078A,1243,459,N, ,VBM PORTION,1476,1268,156,3,4,12,10, 
SANTA MONICA,6250078A,1243,459,N,2175,TOTAL,1794,1492,236,3,4,15,14, 
SANTA MONICA,6250083B,1244,459,N, ,POLLING PLACE,315,222,85,1,0,1,2, 
SANTA MONICA,6250083B,1244,459,N, ,VBM PORTION,1772,1478,230,7,3,11,10, 
SANTA MONICA,6250083B,1244,459,N,2521,TOTAL,2087,1700,315,8,3,12,12, 
SANTA MONICA,6250087A,1245,459,N, ,POLLING PLACE,288,206,74,1,0,0,2, 
SANTA MONICA,6250087A,1245,459,N, ,VBM PORTION,1657,1396,209,3,3,7,8, 
SANTA MONICA,6250087A,1245,459,N,2344,TOTAL,1945,1602,283,4,3,7,10, 
SANTA MONICA,6250093A,1246,459,N, ,POLLING PLACE,351,220,118,0,2,2,2, 
SANTA MONICA,6250093A,1246,459,N, ,VBM PORTION,1602,1287,246,4,4,10,16, 
SANTA MONICA,6250093A,1246,459,N,2410,TOTAL,1953,1507,364,4,6,12,18, 
SANTA MONICA,6250094A,1247,459,N, ,POLLING PLACE,346,212,127,1,0,1,3, 
SANTA MONICA,6250094A,1247,459,N, ,VBM PORTION,1550,1290,201,2,2,6,12, 
SANTA MONICA,6250094A,1247,459,N,2339,TOTAL,1896,1502,328,3,2,7,15, 
SANTA MONICA,6250098A,1248,459,N, ,POLLING PLACE,268,177,78,2,3,1,2, 
SANTA MONICA,6250098A,1248,459,N, ,VBM PORTION,1532,1317,162,3,0,6,14, 
SANTA MONICA,6250098A,1248,459,N,2284,TOTAL,1800,1494,240,5,3,7,16, 
SANTA MONICA,6250109A,1249,459,N, ,POLLING PLACE,215,132,81,0,0,0,1, 
SANTA MONICA,6250109A,1249,459,N, ,VBM PORTION,1671,1408,199,3,2,8,16, 
SANTA MONICA,6250109A,1249,459,N,2264,TOTAL,1886,1540,280,3,2,8,17, 
SANTA MONICA,6250113B,1250,459,N, ,POLLING PLACE,309,173,123,0,1,0,5, 
SANTA MONICA,6250113B,1250,459,N, ,VBM PORTION,1372,1064,266,4,4,4,9, 
SANTA MONICA,6250113B,1250,459,N,2153,TOTAL,1681,1237,389,4,5,4,14, 
SANTA MONICA,6250120A,1251,459,N, ,POLLING PLACE,333,243,76,4,3,0,1, 
SANTA MONICA,6250120A,1251,459,N, ,VBM PORTION,1452,1299,106,4,3,4,13, 
SANTA MONICA,6250120A,1251,459,N,2258,TOTAL,1785,1542,182,8,6,4,14, 
SANTA MONICA,6250121B,1252,459,N, ,POLLING PLACE,360,221,121,1,2,5,3, 
SANTA MONICA,6250121B,1252,459,N, ,VBM PORTION,1340,1106,192,1,3,7,11, 
SANTA MONICA,6250121B,1252,459,N,2296,TOTAL,1700,1327,313,2,5,12,14, 
SANTA MONICA,6250125A,1253,459,N, ,POLLING PLACE,366,199,151,2,3,0,2, 
SANTA MONICA,6250125A,1253,459,N, ,VBM PORTION,1861,1475,311,3,2,6,18, 
SANTA MONICA,6250125A,1253,459,N,2667,TOTAL,2227,1674,462,5,5,6,20, 
SANTA MONICA,6250128C,6647,458,Y, ,POLLING PLACE,2,2,0,0,0,0,0, 
SANTA MONICA,6250128C,6647,458,Y, ,VBM PORTION,61,49,9,0,0,0,1, 
SANTA MONICA,6250128C,6647,458,Y,69,TOTAL,63,51,9,0,0,0,1, 
SAUGUS,6300002C,6648,79,Y, ,POLLING PLACE,10,1,9,0,0,0,0, 
SAUGUS,6300002C,6648,79,Y, ,VBM PORTION,57,14,42,0,0,0,1, 
SAUGUS,6300002C,6648,79,Y,77,TOTAL,67,15,51,0,0,0,1, 
SAUGUS,6300003A,6649,82,Y, ,POLLING PLACE,19,0,19,0,0,0,0, 
SAUGUS,6300003A,6649,82,Y, ,VBM PORTION,57,13,40,0,1,0,2, 
SAUGUS,6300003A,6649,82,Y,79,TOTAL,76,13,59,0,1,0,2, 
SAUGUS,6300004A,6650,83,Y, ,POLLING PLACE,56,22,34,0,0,0,0, 
SAUGUS,6300004A,6650,83,Y, ,VBM PORTION,224,139,81,0,0,0,1, 
SAUGUS,6300004A,6650,83,Y,317,TOTAL,280,161,115,0,0,0,1, 
SAUGUS,6300006A,6651,80,Y, ,POLLING PLACE,60,15,44,0,0,0,1, 
SAUGUS,6300006A,6651,80,Y, ,VBM PORTION,195,118,67,1,1,1,5, 
SAUGUS,6300006A,6651,80,Y,331,TOTAL,255,133,111,1,1,1,6, 
SAUGUS,6300006E,6652,62,Y, ,POLLING PLACE,15,4,11,0,0,0,0, 
SAUGUS,6300006E,6652,62,Y, ,VBM PORTION,113,37,71,0,0,0,1, 
SAUGUS,6300006E,6652,62,Y,145,TOTAL,128,41,82,0,0,0,1, 
SAUGUS,6300023A,1254,134,N, ,POLLING PLACE,478,165,300,0,0,1,6, 
SAUGUS,6300023A,1254,134,N, ,VBM PORTION,1393,847,488,1,5,3,19, 
SAUGUS,6300023A,1254,134,N,2112,TOTAL,1871,1012,788,1,5,4,25, 
SAUGUS,6300024A,6653,132,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
SAUGUS,6300024A,6653,132,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
SAUGUS,6300024A,6653,132,Y,0,TOTAL,0,0,0,0,0,0,0, 
SAUGUS,6300025A,6654,84,Y, ,POLLING PLACE,3,0,3,0,0,0,0, 
SAUGUS,6300025A,6654,84,Y, ,VBM PORTION,31,13,18,0,0,0,0, 
SAUGUS,6300025A,6654,84,Y,38,TOTAL,34,13,21,0,0,0,0, 
SAUGUS,6300030A,6655,133,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
SAUGUS,6300030A,6655,133,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
SAUGUS,6300030A,6655,133,Y,0,TOTAL,0,0,0,0,0,0,0, 
SAUGUS,6300099D,6656,81,Y, ,POLLING PLACE,12,2,10,0,0,0,0, 
SAUGUS,6300099D,6656,81,Y, ,VBM PORTION,54,21,32,0,0,0,0, 
SAUGUS,6300099D,6656,81,Y,72,TOTAL,66,23,42,0,0,0,0, 
SAUGUS,6300457A,6657,61,Y, ,POLLING PLACE,11,2,9,0,0,0,0, 
SAUGUS,6300457A,6657,61,Y, ,VBM PORTION,28,8,19,0,0,0,1, 
SAUGUS,6300457A,6657,61,Y,47,TOTAL,39,10,28,0,0,0,1, 
SAUGUS,6300460E,6658,35,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
SAUGUS,6300460E,6658,35,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
SAUGUS,6300460E,6658,35,Y,0,TOTAL,0,0,0,0,0,0,0, 
SIERRA MADRE,6400001A,6659,404,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
SIERRA MADRE,6400001A,6659,404,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
SIERRA MADRE,6400001A,6659,404,Y,0,TOTAL,0,0,0,0,0,0,0, 
SIERRA MADRE,6400002A,1255,216,N, ,POLLING PLACE,464,183,261,1,2,1,8, 
SIERRA MADRE,6400002A,1255,216,N, ,VBM PORTION,1776,1265,429,2,7,15,19, 
SIERRA MADRE,6400002A,1255,216,N,2548,TOTAL,2240,1448,690,3,9,16,27, 
SIERRA MADRE,6400003A,1256,216,N, ,POLLING PLACE,480,209,257,1,1,6,3, 
SIERRA MADRE,6400003A,1256,216,N, ,VBM PORTION,1923,1343,497,3,11,7,28, 
SIERRA MADRE,6400003A,1256,216,N,2665,TOTAL,2403,1552,754,4,12,13,31, 
SIERRA MADRE,6400004C,6660,215,Y, ,POLLING PLACE,14,1,12,0,0,0,0, 
SIERRA MADRE,6400004C,6660,215,Y, ,VBM PORTION,109,84,23,0,0,1,0, 
SIERRA MADRE,6400004C,6660,215,Y,144,TOTAL,123,85,35,0,0,1,0, 
SIERRA MADRE,6400010A,1257,216,N, ,POLLING PLACE,443,181,244,1,2,2,6, 
SIERRA MADRE,6400010A,1257,216,N, ,VBM PORTION,1966,1376,480,4,4,9,38, 
SIERRA MADRE,6400010A,1257,216,N,2774,TOTAL,2409,1557,724,5,6,11,44, 
SIERRA MADRE,6400011C,6661,216,Y, ,POLLING PLACE,78,30,45,1,0,1,0, 
SIERRA MADRE,6400011C,6661,216,Y, ,VBM PORTION,290,196,83,0,0,2,3, 
SIERRA MADRE,6400011C,6661,216,Y,421,TOTAL,368,226,128,1,0,3,3, 
SIGNAL HILL,6450002A,1258,904,N, ,POLLING PLACE,381,234,127,6,5,3,1, 
SIGNAL HILL,6450002A,1258,904,N, ,VBM PORTION,1278,982,248,6,3,4,11, 
SIGNAL HILL,6450002A,1258,904,N,2281,TOTAL,1659,1216,375,12,8,7,12, 
SIGNAL HILL,6450003A,1259,904,N, ,POLLING PLACE,321,167,144,1,1,1,3, 
SIGNAL HILL,6450003A,1259,904,N, ,VBM PORTION,1745,1293,378,3,4,15,21, 
SIGNAL HILL,6450003A,1259,904,N,2584,TOTAL,2066,1460,522,4,5,16,24, 
SIGNAL HILL,6450005B,6662,917,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
SIGNAL HILL,6450005B,6662,917,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
SIGNAL HILL,6450005B,6662,917,Y,0,TOTAL,0,0,0,0,0,0,0, 
SIGNAL HILL,6450006B,6663,917,Y, ,POLLING PLACE,1,0,1,0,0,0,0, 
SIGNAL HILL,6450006B,6663,917,Y, ,VBM PORTION,16,9,5,0,0,0,0, 
SIGNAL HILL,6450006B,6663,917,Y,21,TOTAL,17,9,6,0,0,0,0, 
SIGNAL HILL,6450007A,6664,917,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
SIGNAL HILL,6450007A,6664,917,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
SIGNAL HILL,6450007A,6664,917,Y,0,TOTAL,0,0,0,0,0,0,0, 
SIGNAL HILL,6450009A,1260,904,N, ,POLLING PLACE,327,174,137,2,3,2,4, 
SIGNAL HILL,6450009A,1260,904,N, ,VBM PORTION,1581,1220,307,7,2,8,11, 
SIGNAL HILL,6450009A,1260,904,N,2463,TOTAL,1908,1394,444,9,5,10,15, 
SOUTH EL MONTE,6530001B,6665,433,Y, ,POLLING PLACE,40,23,15,2,0,0,0, 
SOUTH EL MONTE,6530001B,6665,433,Y, ,VBM PORTION,114,96,14,0,1,1,0, 
SOUTH EL MONTE,6530001B,6665,433,Y,243,TOTAL,154,119,29,2,1,1,0, 
SOUTH EL MONTE,6530002A,1261,432,N, ,POLLING PLACE,289,200,85,1,0,0,0, 
SOUTH EL MONTE,6530002A,1261,432,N, ,VBM PORTION,636,491,134,1,0,0,5, 
SOUTH EL MONTE,6530002A,1261,432,N,1366,TOTAL,925,691,219,2,0,0,5, 
SOUTH EL MONTE,6530005A,6666,610,Y, ,POLLING PLACE,207,154,35,7,3,2,3, 
SOUTH EL MONTE,6530005A,6666,610,Y, ,VBM PORTION,388,305,70,0,0,4,3, 
SOUTH EL MONTE,6530005A,6666,610,Y,892,TOTAL,595,459,105,7,3,6,6, 
SOUTH EL MONTE,6530041A,1262,612,N, ,POLLING PLACE,388,214,152,6,2,4,1, 
SOUTH EL MONTE,6530041A,1262,612,N, ,VBM PORTION,1208,893,275,4,3,2,11, 
SOUTH EL MONTE,6530041A,1262,612,N,2112,TOTAL,1596,1107,427,10,5,6,12, 
SOUTH EL MONTE,6530043A,1263,612,N, ,POLLING PLACE,321,205,95,9,1,2,2, 
SOUTH EL MONTE,6530043A,1263,612,N, ,VBM PORTION,1039,786,207,7,5,6,13, 
SOUTH EL MONTE,6530043A,1263,612,N,1898,TOTAL,1360,991,302,16,6,8,15, 
SOUTH EL MONTE,6530045A,1264,612,N, ,POLLING PLACE,378,201,144,10,8,2,7, 
SOUTH EL MONTE,6530045A,1264,612,N, ,VBM PORTION,1238,952,238,6,5,5,10, 
SOUTH EL MONTE,6530045A,1264,612,N,2128,TOTAL,1616,1153,382,16,13,7,17, 
SOUTH EL MONTE,6530045B,6667,611,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
SOUTH EL MONTE,6530045B,6667,611,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
SOUTH EL MONTE,6530045B,6667,611,Y,0,TOTAL,0,0,0,0,0,0,0, 
SOUTH GATE,6550001A,6668,817,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
SOUTH GATE,6550001A,6668,817,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
SOUTH GATE,6550001A,6668,817,Y,0,TOTAL,0,0,0,0,0,0,0, 
SOUTH GATE,6550001B,1265,820,N, ,POLLING PLACE,402,218,158,6,4,3,3, 
SOUTH GATE,6550001B,1265,820,N, ,VBM PORTION,1489,1081,354,11,4,4,9, 
SOUTH GATE,6550001B,1265,820,N,2506,TOTAL,1891,1299,512,17,8,7,12, 
SOUTH GATE,6550002A,1266,821,N, ,POLLING PLACE,225,144,64,8,2,3,2, 
SOUTH GATE,6550002A,1266,821,N, ,VBM PORTION,865,705,114,7,7,4,8, 
SOUTH GATE,6550002A,1266,821,N,1595,TOTAL,1090,849,178,15,9,7,10, 
SOUTH GATE,6550003A,1267,821,N, ,POLLING PLACE,410,292,95,7,1,3,6, 
SOUTH GATE,6550003A,1267,821,N, ,VBM PORTION,823,642,146,13,3,4,6, 
SOUTH GATE,6550003A,1267,821,N,1960,TOTAL,1233,934,241,20,4,7,12, 
SOUTH GATE,6550009B,6669,828,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
SOUTH GATE,6550009B,6669,828,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
SOUTH GATE,6550009B,6669,828,Y,0,TOTAL,0,0,0,0,0,0,0, 
SOUTH GATE,6550011B,1268,821,N, ,POLLING PLACE,308,209,85,2,1,2,3, 
SOUTH GATE,6550011B,1268,821,N, ,VBM PORTION,1023,849,138,3,4,3,8, 
SOUTH GATE,6550011B,1268,821,N,2058,TOTAL,1331,1058,223,5,5,5,11, 
SOUTH GATE,6550015B,1269,821,N, ,POLLING PLACE,319,192,107,6,3,0,1, 
SOUTH GATE,6550015B,1269,821,N, ,VBM PORTION,1183,951,196,3,8,0,6, 
SOUTH GATE,6550015B,1269,821,N,2079,TOTAL,1502,1143,303,9,11,0,7, 
SOUTH GATE,6550016A,1270,821,N, ,POLLING PLACE,404,295,88,11,2,0,3, 
SOUTH GATE,6550016A,1270,821,N, ,VBM PORTION,876,733,111,5,5,1,7, 
SOUTH GATE,6550016A,1270,821,N,1900,TOTAL,1280,1028,199,16,7,1,10, 
SOUTH GATE,6550017A,1271,821,N, ,POLLING PLACE,296,204,80,4,2,2,1, 
SOUTH GATE,6550017A,1271,821,N, ,VBM PORTION,1003,834,140,4,5,3,3, 
SOUTH GATE,6550017A,1271,821,N,2012,TOTAL,1299,1038,220,8,7,5,4, 
SOUTH GATE,6550018B,1272,821,N, ,POLLING PLACE,259,181,62,5,1,3,2, 
SOUTH GATE,6550018B,1272,821,N, ,VBM PORTION,1033,849,151,9,2,1,4, 
SOUTH GATE,6550018B,1272,821,N,1955,TOTAL,1292,1030,213,14,3,4,6, 
SOUTH GATE,6550019B,1273,821,N, ,POLLING PLACE,285,186,85,5,1,1,2, 
SOUTH GATE,6550019B,1273,821,N, ,VBM PORTION,927,757,144,4,4,2,6, 
SOUTH GATE,6550019B,1273,821,N,1815,TOTAL,1212,943,229,9,5,3,8, 
SOUTH GATE,6550019E,6670,818,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
SOUTH GATE,6550019E,6670,818,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
SOUTH GATE,6550019E,6670,818,Y,0,TOTAL,0,0,0,0,0,0,0, 
SOUTH GATE,6550021B,1274,821,N, ,POLLING PLACE,353,234,95,11,3,3,2, 
SOUTH GATE,6550021B,1274,821,N, ,VBM PORTION,935,799,106,3,4,4,4, 
SOUTH GATE,6550021B,1274,821,N,1899,TOTAL,1288,1033,201,14,7,7,6, 
SOUTH GATE,6550022A,1275,821,N, ,POLLING PLACE,269,187,72,6,0,1,0, 
SOUTH GATE,6550022A,1275,821,N, ,VBM PORTION,896,757,114,2,4,3,5, 
SOUTH GATE,6550022A,1275,821,N,1814,TOTAL,1165,944,186,8,4,4,5, 
SOUTH GATE,6550028B,1276,821,N, ,POLLING PLACE,255,149,93,3,2,1,1, 
SOUTH GATE,6550028B,1276,821,N, ,VBM PORTION,1017,780,200,2,6,2,2, 
SOUTH GATE,6550028B,1276,821,N,1746,TOTAL,1272,929,293,5,8,3,3, 
SOUTH GATE,6550029A,1277,821,N, ,POLLING PLACE,269,190,65,3,5,2,2, 
SOUTH GATE,6550029A,1277,821,N, ,VBM PORTION,1024,868,127,4,4,7,4, 
SOUTH GATE,6550029A,1277,821,N,2040,TOTAL,1293,1058,192,7,9,9,6, 
SOUTH GATE,6550030B,1278,821,N, ,POLLING PLACE,322,226,79,4,0,2,5, 
SOUTH GATE,6550030B,1278,821,N, ,VBM PORTION,863,763,77,5,1,3,2, 
SOUTH GATE,6550030B,1278,821,N,1784,TOTAL,1185,989,156,9,1,5,7, 
SOUTH GATE,6550031A,1279,821,N, ,POLLING PLACE,220,136,71,4,3,1,3, 
SOUTH GATE,6550031A,1279,821,N, ,VBM PORTION,937,769,136,5,2,3,4, 
SOUTH GATE,6550031A,1279,821,N,1708,TOTAL,1157,905,207,9,5,4,7, 
SOUTH GATE,6550036A,1280,821,N, ,POLLING PLACE,264,194,60,4,1,0,2, 
SOUTH GATE,6550036A,1280,821,N, ,VBM PORTION,944,744,174,3,3,7,2, 
SOUTH GATE,6550036A,1280,821,N,1879,TOTAL,1208,938,234,7,4,7,4, 
SOUTH GATE,6550038A,6671,819,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
SOUTH GATE,6550038A,6671,819,Y, ,VBM PORTION,1,1,0,0,0,0,0, 
SOUTH GATE,6550038A,6671,819,Y,4,TOTAL,1,1,0,0,0,0,0, 
SOUTH GATE,6550038B,6672,816,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
SOUTH GATE,6550038B,6672,816,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
SOUTH GATE,6550038B,6672,816,Y,0,TOTAL,0,0,0,0,0,0,0, 
SOUTH GATE,6550043A,1281,821,N, ,POLLING PLACE,251,165,68,8,2,2,2, 
SOUTH GATE,6550043A,1281,821,N, ,VBM PORTION,980,805,142,3,4,2,11, 
SOUTH GATE,6550043A,1281,821,N,1764,TOTAL,1231,970,210,11,6,4,13, 
SOUTH GATE,6550047B,1282,821,N, ,POLLING PLACE,268,164,89,7,2,0,2, 
SOUTH GATE,6550047B,1282,821,N, ,VBM PORTION,1054,842,162,8,5,4,7, 
SOUTH GATE,6550047B,1282,821,N,1912,TOTAL,1322,1006,251,15,7,4,9, 
SOUTH GATE,6550048A,1283,821,N, ,POLLING PLACE,251,156,83,5,0,0,3, 
SOUTH GATE,6550048A,1283,821,N, ,VBM PORTION,990,800,152,6,3,3,5, 
SOUTH GATE,6550048A,1283,821,N,1877,TOTAL,1241,956,235,11,3,3,8, 
SOUTH GATE,6550050A,1284,821,N, ,POLLING PLACE,318,205,97,3,2,2,4, 
SOUTH GATE,6550050A,1284,821,N, ,VBM PORTION,1075,866,176,9,1,4,5, 
SOUTH GATE,6550050A,1284,821,N,2019,TOTAL,1393,1071,273,12,3,6,9, 
SOUTH GATE,6550053A,1285,821,N, ,POLLING PLACE,278,166,99,2,3,1,4, 
SOUTH GATE,6550053A,1285,821,N, ,VBM PORTION,1032,819,182,5,4,2,6, 
SOUTH GATE,6550053A,1285,821,N,1788,TOTAL,1310,985,281,7,7,3,10, 
SOUTH GATE,6550061A,1286,823,N, ,POLLING PLACE,400,223,153,8,4,2,2, 
SOUTH GATE,6550061A,1286,823,N, ,VBM PORTION,1126,878,207,5,3,5,5, 
SOUTH GATE,6550061A,1286,823,N,2027,TOTAL,1526,1101,360,13,7,7,7, 
SOUTH GATE,6550062A,1287,823,N, ,POLLING PLACE,335,194,114,12,2,3,2, 
SOUTH GATE,6550062A,1287,823,N, ,VBM PORTION,889,731,132,8,0,2,6, 
SOUTH GATE,6550062A,1287,823,N,1705,TOTAL,1224,925,246,20,2,5,8, 
SOUTH GATE,6550067A,1288,821,N, ,POLLING PLACE,203,142,48,4,3,1,2, 
SOUTH GATE,6550067A,1288,821,N, ,VBM PORTION,775,637,112,4,4,5,0, 
SOUTH GATE,6550067A,1288,821,N,1434,TOTAL,978,779,160,8,7,6,2, 
SOUTH GATE,6550073A,6673,822,Y, ,POLLING PLACE,55,32,21,2,0,0,0, 
SOUTH GATE,6550073A,6673,822,Y, ,VBM PORTION,178,142,25,3,1,0,5, 
SOUTH GATE,6550073A,6673,822,Y,361,TOTAL,233,174,46,5,1,0,5, 
SOUTH PASADENA,6600001A,1289,217,N, ,POLLING PLACE,246,161,78,1,1,0,4, 
SOUTH PASADENA,6600001A,1289,217,N, ,VBM PORTION,1228,977,194,1,4,8,15, 
SOUTH PASADENA,6600001A,1289,217,N,1676,TOTAL,1474,1138,272,2,5,8,19, 
SOUTH PASADENA,6600005A,1290,219,N, ,POLLING PLACE,296,178,114,0,0,1,1, 
SOUTH PASADENA,6600005A,1290,219,N, ,VBM PORTION,1214,992,178,1,3,8,16, 
SOUTH PASADENA,6600005A,1290,219,N,1707,TOTAL,1510,1170,292,1,3,9,17, 
SOUTH PASADENA,6600007A,6674,220,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
SOUTH PASADENA,6600007A,6674,220,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
SOUTH PASADENA,6600007A,6674,220,Y,0,TOTAL,0,0,0,0,0,0,0, 
SOUTH PASADENA,6600008A,1291,220,N, ,POLLING PLACE,407,264,121,1,1,5,8, 
SOUTH PASADENA,6600008A,1291,220,N, ,VBM PORTION,1707,1442,204,5,4,12,12, 
SOUTH PASADENA,6600008A,1291,220,N,2338,TOTAL,2114,1706,325,6,5,17,20, 
SOUTH PASADENA,6600011A,1292,218,N, ,POLLING PLACE,211,122,76,0,4,5,1, 
SOUTH PASADENA,6600011A,1292,218,N, ,VBM PORTION,1105,915,145,3,0,5,5, 
SOUTH PASADENA,6600011A,1292,218,N,1496,TOTAL,1316,1037,221,3,4,10,6, 
SOUTH PASADENA,6600013A,1293,220,N, ,POLLING PLACE,347,232,109,0,1,0,3, 
SOUTH PASADENA,6600013A,1293,220,N, ,VBM PORTION,1895,1467,315,7,4,15,26, 
SOUTH PASADENA,6600013A,1293,220,N,2462,TOTAL,2242,1699,424,7,5,15,29, 
SOUTH PASADENA,6600016A,1294,220,N, ,POLLING PLACE,266,156,101,3,1,1,1, 
SOUTH PASADENA,6600016A,1294,220,N, ,VBM PORTION,1720,1359,288,3,5,12,21, 
SOUTH PASADENA,6600016A,1294,220,N,2258,TOTAL,1986,1515,389,6,6,13,22, 
SOUTH PASADENA,6600019A,1295,219,N, ,POLLING PLACE,308,203,95,1,0,4,4, 
SOUTH PASADENA,6600019A,1295,219,N, ,VBM PORTION,1326,1066,192,4,4,14,14, 
SOUTH PASADENA,6600019A,1295,219,N,1856,TOTAL,1634,1269,287,5,4,18,18, 
SOUTH PASADENA,6600021A,1296,218,N, ,POLLING PLACE,272,176,87,0,0,1,3, 
SOUTH PASADENA,6600021A,1296,218,N, ,VBM PORTION,1463,1223,194,4,0,6,11, 
SOUTH PASADENA,6600021A,1296,218,N,1870,TOTAL,1735,1399,281,4,0,7,14, 
SOUTH PASADENA,6600026A,1297,217,N, ,POLLING PLACE,215,115,91,0,0,1,2, 
SOUTH PASADENA,6600026A,1297,217,N, ,VBM PORTION,1607,1198,333,2,4,11,17, 
SOUTH PASADENA,6600026A,1297,217,N,2033,TOTAL,1822,1313,424,2,4,12,19, 
SOUTH SAN GABRIEL,6650003A,6675,412,Y, ,POLLING PLACE,77,36,38,1,0,1,0, 
SOUTH SAN GABRIEL,6650003A,6675,412,Y, ,VBM PORTION,345,250,85,0,0,3,1, 
SOUTH SAN GABRIEL,6650003A,6675,412,Y,551,TOTAL,422,286,123,1,0,4,1, 
